rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.46852884819322,85.6249036777583,002202,金风科技,bottom_area,2022-09-29,11.56,2022-09-28,11.42,1.2259194395796897,4.640980735551658,27.53807106598985,False,0.8726,0.493,1,1,1,100.0,55.172413793103445,55.172413793103445,18.774080560420312,1.2259194395796897,历史1/1次成功; 当前距低点1.23%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
21,86.36601648103891,76.64115671641791,688010,福光股份,bottom_area,2022-09-29,19.86,2022-09-26,19.2,3.437500000000001,7.8125,31.379556826304505,True,-2.0227,0.2843,1,1,1,100.0,42.08955223880597,42.08955223880597,16.5625,3.437500000000001,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
22,85.23554648426442,71.94991163767904,688280,精进电动,bottom_area,2022-09-29,8.6,2022-09-26,8.54,0.7025761124121839,5.971896955503532,32.114467408585064,False,-2.2727,1.4717,1,1,1,100.0,32.37518910741301,32.37518910741301,19.29742388758782,0.7025761124121839,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
23,84.45481376301773,71.53708046867435,002516,旷达科技,bottom_area,2022-09-29,4.53,2022-09-29,4.49,0.8908685968819607,4.231625835189298,31.86646433990895,False,-0.8753,0.7102,1,1,1,100.0,32.46376811594203,32.46376811594203,19.10913140311804,0.8908685968819607,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
24,84.21556893028138,71.47186717049325,002283,天润工业,bottom_area,2022-09-29,5.07,2022-09-29,5.02,0.9960159362549943,4.581673306772918,30.180806675938815,False,-2.1236,0.7138,1,1,1,100.0,33.402061855670105,33.402061855670105,19.00398406374501,0.9960159362549943,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
25,83.63837062938939,70.49078912085807,002405,四维图新,bottom_area,2022-09-29,11.42,2022-09-29,11.35,0.6167400881057294,4.0528634361233555,28.209993674889315,False,-1.2965,1.4546,1,1,1,100.0,23.478260869565215,23.478260869565215,19.38325991189427,0.6167400881057294,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
26,82.69592864827129,70.0199103883173,600203,福日电子,bottom_area,2022-09-29,5.8,2022-09-29,5.75,0.8695652173913012,4.3478260869565215,27.490542244640604,False,-1.3605,0.8093,1,1,1,100.0,24.045801526717554,24.045801526717554,19.1304347826087,0.8695652173913012,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
27,78.58351399256983,66.68399138680657,002245,蔚蓝锂芯,bottom_area,2022-09-29,14.29,2022-09-29,14.15,0.9893992932862106,2.9681978798586566,30.157946692991118,False,0.2104,1.6306,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,19.01060070671379,0.9893992932862106,历史2/3次成功; 当前距低点0.99%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
28,74.73216300618019,64.45299156428892,300648,星云股份,bottom_area,2022-09-29,36.38,2022-09-29,35.71,1.8762251470176468,3.6124334920190395,29.020075531703437,False,0.2756,2.1003,2,5,2,40.0,24.14400483596314,26.78362573099414,18.123774852982354,1.8762251470176468,历史2/5次成功; 当前距低点1.88%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
29,71.67114628553084,60.52715707650014,601919,中远海控,bottom_area,2022-09-29,11.08,2022-09-29,11.0,0.7272727272727278,2.7272727272727337,27.344782034346103,False,0.2715,0.6769,1,2,1,50.0,40.45881126173098,40.45881126173098,19.272727272727273,0.7272727272727278,历史1/2次成功; 当前距低点0.73%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
30,70.83232841099708,59.95849894187704,300549,优德精密,bottom_area,2022-09-29,11.8,2022-09-28,11.7,0.854700854700867,4.5299145299145405,27.23880597014925,False,0.0848,0.6536,1,2,1,50.0,38.963531669865645,38.963531669865645,19.145299145299134,0.854700854700867,历史1/2次成功; 当前距低点0.85%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
31,70.0915479566345,58.919144198281174,300484,蓝海华腾,bottom_area,2022-09-29,10.6,2022-09-29,10.55,0.47393364928908943,3.0331753554502225,30.819672131147534,False,0.3788,1.6418,1,2,1,50.0,28.708133971291865,28.708133971291865,19.52606635071091,0.47393364928908943,历史1/2次成功; 当前距低点0.47%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
32,68.2293544122134,57.329110904007486,601778,晶科科技,bottom_area,2022-09-29,4.46,2022-09-29,4.44,0.4504504504504408,2.477477477477464,28.271405492730207,False,-0.6682,0.7722,1,2,1,50.0,42.344827586206904,42.344827586206904,19.54954954954956,0.4504504504504408,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
33,67.2989918573924,57.08559471914313,002173,创新医疗,bottom_area,2022-09-29,6.26,2022-09-28,6.2,0.9677419354838646,10.645161290322584,27.2300469483568,False,0.9677,5.4716,1,2,1,50.0,24.903474903474905,24.903474903474905,19.032258064516135,0.9677419354838646,历史1/2次成功; 当前距低点0.97%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
34,65.02058688234466,54.773359539858426,000676,智度股份,bottom_area,2022-09-29,5.11,2022-09-29,5.08,0.590551181102367,3.9370078740157513,30.219780219780223,False,-1.5414,0.9039,1,2,1,50.0,30.321592649310862,30.321592649310862,19.409448818897634,0.590551181102367,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
35,65.00609160431118,54.665928750017855,002080,中材科技,bottom_area,2022-09-29,20.28,2022-09-29,20.18,0.49554013875124586,2.5768087215064397,29.661903102126182,False,-0.1969,0.5791,1,2,1,50.0,28.579356270810223,28.579356270810223,19.504459861248755,0.49554013875124586,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
36,64.72341086241138,54.2412132163139,600215,派斯林,bottom_area,2022-09-29,6.52,2022-09-29,6.5,0.30769230769230116,2.7692307692307647,31.57894736842105,False,-0.761,0.7647,1,2,1,50.0,23.993288590604024,23.993288590604024,19.6923076923077,0.30769230769230116,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
37,63.92103269589011,53.60035473860142,300560,中富通,bottom_area,2022-09-29,11.81,2022-09-29,11.77,0.3398470688190393,4.078164825828381,28.88217522658611,False,-1.6653,0.984,1,2,1,50.0,20.94196804037006,20.94196804037006,19.660152931180964,0.3398470688190393,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
38,63.712665120910316,53.650109280385585,000576,甘化科工,bottom_area,2022-09-29,10.61,2022-09-29,10.55,0.5687203791469073,3.127962085308057,27.040110650069156,False,-0.3756,1.2602,1,2,1,50.0,24.015009380863045,24.015009380863045,19.431279620853093,0.5687203791469073,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
39,63.677759664897664,53.56843457573357,601686,友发集团,bottom_area,2022-09-29,5.85,2022-09-29,5.82,0.5154639175257621,3.2646048109965546,31.770222743259076,False,-1.0152,0.5388,1,2,1,50.0,22.923076923076927,22.923076923076927,19.48453608247424,0.5154639175257621,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
40,63.6037946618771,53.73561797752808,300342,天银机电,bottom_area,2022-09-29,8.07,2022-09-29,8.01,0.7490636704119913,3.6204744069912724,29.73684210526316,False,-0.6158,0.7543,1,2,1,50.0,26.68539325842696,26.68539325842696,19.250936329588008,0.7490636704119913,历史1/2次成功; 当前距低点0.75%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
41,61.27035168378693,51.9200449467673,002600,领益智造,bottom_area,2022-09-29,4.42,2022-09-29,4.38,0.9132420091324209,4.109589041095884,29.240710823909538,False,-1.3393,0.3293,1,3,1,33.33333333333333,38.381201044386415,38.381201044386415,19.086757990867582,0.9132420091324209,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
42,58.42885886774139,49.4850346024992,603033,三维股份,bottom_area,2022-09-29,15.99,2022-09-26,15.85,0.8832807570977954,6.246056782334387,32.83898305084747,False,-0.4978,0.2423,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,19.116719242902207,0.8832807570977954,历史1/3次成功; 当前距低点0.88%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
43,58.245445788205025,53.080085295515545,688021,奥福科技,bottom_area,2022-09-29,21.21,2022-09-26,20.22,4.896142433234432,8.110781404549954,31.643002028397564,True,-0.1882,1.0537,1,2,1,50.0,24.96392496392497,24.96392496392497,15.10385756676557,4.896142433234432,历史1/2次成功; 当前距低点4.90%; 最新日涨幅-0.19%; 状态bottom_area; 底部已确认
