rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.74417191807851,82.14739052554026,002155,湖南黄金,bottom_area,2025-06-25,17.75,2025-06-24,17.57,1.0244735344336922,2.675014228799083,28.548190321268805,False,0.5666,2.0031,1,1,1,100.0,28.834355828220854,28.834355828220854,18.975526465566308,1.0244735344336922,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
20,67.81240425675533,57.81664007480789,300483,首华燃气,bottom_area,2025-06-25,11.36,2025-06-25,11.22,1.2477718360071193,4.901960784313716,32.40963855421687,False,-5.8824,17.0455,1,3,1,33.33333333333333,44.56035767511176,44.56035767511176,18.752228163992882,1.2477718360071193,历史1/3次成功; 当前距低点1.25%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
21,67.50395393443345,57.99117139584568,300703,创源股份,bottom_area,2025-06-25,20.8,2025-06-25,20.46,1.661779081133919,4.252199413489723,30.761421319796955,False,-1.5152,10.7743,1,2,1,50.0,20.914127423822727,20.914127423822727,18.33822091886608,1.661779081133919,历史1/2次成功; 当前距低点1.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
22,66.52258117923394,59.395161767173164,002172,澳洋健康,bottom_area,2025-06-25,3.85,2025-06-23,3.71,3.7735849056603805,7.277628032345014,27.11198428290766,True,0.0,7.3997,2,6,2,33.33333333333333,25.46022590723384,29.824561403508774,16.226415094339618,3.7735849056603805,历史2/6次成功; 当前距低点3.77%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
23,64.76884790882899,57.39602516416402,002678,珠江钢琴,bottom_area,2025-06-25,4.92,2025-06-23,4.76,3.361344537815129,3.991596638655471,29.79351032448378,False,0.2037,1.4076,1,3,1,33.33333333333333,35.5191256830601,35.5191256830601,16.63865546218487,3.361344537815129,历史1/3次成功; 当前距低点3.36%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
24,63.6930972476045,57.43063521626968,603011,合锻智能,bottom_area,2025-06-25,15.48,2025-06-20,14.84,4.312668463611864,7.614555256064695,28.170377541142305,True,-0.8963,9.9392,1,2,1,50.0,41.201716738197426,41.201716738197426,15.687331536388138,4.312668463611864,历史1/2次成功; 当前距低点4.31%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
25,63.686822759872015,57.0635315985814,300949,奥雅股份,bottom_area,2025-06-25,39.58,2025-06-23,38.07,3.9663777252429684,6.0152350932492755,27.89772727272727,False,0.1518,5.4702,1,2,1,50.0,21.703617269544917,21.703617269544917,16.033622274757032,3.9663777252429684,历史1/2次成功; 当前距低点3.97%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
26,61.83665344964316,54.037435897435905,600250,南京商旅,bottom_area,2025-06-25,10.67,2025-06-23,10.4,2.5961538461538423,5.673076923076922,28.52233676975945,False,-0.0936,6.4219,1,6,1,16.666666666666664,53.93258426966293,53.93258426966293,17.40384615384616,2.5961538461538423,历史1/6次成功; 当前距低点2.60%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
27,59.989061302113626,53.65862915422501,603333,尚纬股份,bottom_area,2025-06-25,7.51,2025-06-23,7.23,3.872752420470254,7.1922544951590535,28.838582677165352,True,-1.1842,3.509,1,5,1,20.0,47.19626168224298,47.19626168224298,16.127247579529747,3.872752420470254,历史1/5次成功; 当前距低点3.87%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
28,58.84200966265742,53.55700617824508,300436,广生堂,bottom_area,2025-06-25,34.09,2025-06-20,32.52,4.82779827798278,7.595325953259528,29.671280276816603,True,0.3533,5.5928,1,5,1,20.0,35.88379705400981,35.88379705400981,15.17220172201722,4.82779827798278,历史1/5次成功; 当前距低点4.83%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
29,58.69652348376209,49.70794147425609,688059,华锐精密,bottom_area,2025-06-25,45.9,2025-06-25,45.5,0.879120879120876,3.868131868131864,31.5480667970513,False,-0.5633,2.1178,1,5,1,20.0,38.29213483146067,38.29213483146067,19.120879120879124,0.879120879120876,历史1/5次成功; 当前距低点0.88%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
