rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
74,77.34618014673548,73.09386415055535,002544,普天科技,bottom_area,2024-06-06,19.08,2024-06-06,18.7,2.032085561497321,6.0427807486630964,28.761904761904766,False,-2.9008,2.4366,1,1,1,100.0,14.983974358974352,14.983974358974352,7.96791443850268,2.032085561497321,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
75,77.2258594017232,70.20532672883927,000712,锦龙股份,confirmed_rebound,2024-06-06,8.22,2024-06-06,8.22,0.0,15.328467153284667,27.577092511013205,False,-9.9671,4.1368,2,2,2,100.0,30.404982413114322,45.922746781115876,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
76,77.12982651370488,71.62903334520567,000701,厦门信达,confirmed_rebound,2024-06-06,3.62,2024-06-06,3.58,1.1173184357541908,10.614525139664801,29.388560157790927,False,-6.701,4.592,3,4,3,75.0,20.492039670565752,30.161579892280066,8.882681564245809,1.1173184357541908,历史3/4次成功; 当前距低点1.12%; 最新日涨幅-6.70%; 状态confirmed_rebound; 底部未确认
77,76.96157559738882,72.89940969567213,002012,凯恩股份,bottom_area,2024-06-06,3.32,2024-06-06,3.25,2.153846153846149,9.53846153846154,28.88402625820569,False,-5.949,3.4498,1,1,1,100.0,25.646123260437374,25.646123260437374,7.846153846153851,2.153846153846149,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
78,76.85031823081223,70.2322767662959,300621,维业股份,bottom_area,2024-06-06,7.28,2024-06-06,7.26,0.27548209366391824,6.473829201101937,32.02247191011236,False,-4.4619,2.2877,1,1,1,100.0,28.120300751879686,28.120300751879686,9.724517906336082,0.27548209366391824,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
79,76.70321420357803,72.42136695995997,000633,合金投资,confirmed_rebound,2024-06-06,4.11,2024-06-06,4.03,1.985111662531019,13.64764267990074,27.25631768953068,False,-8.0537,3.4652,2,2,2,100.0,14.55602984156283,16.59090909090908,8.014888337468982,1.985111662531019,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-8.05%; 状态confirmed_rebound; 底部未确认
80,76.53001373130014,69.5727397557274,603023,威帝股份,bottom_area,2024-06-06,1.62,2024-06-06,1.62,0.0,6.1728395061728305,27.999999999999996,False,-5.2632,1.4465,2,2,2,100.0,16.788923417889233,19.22141119221411,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
81,76.35629606031642,71.89753424657533,600410,华胜天成,bottom_area,2024-06-06,3.87,2024-06-06,3.8,1.8421052631579022,9.736842105263161,27.893738140417458,False,-6.2954,2.869,1,1,1,100.0,16.43835616438356,16.43835616438356,8.157894736842099,1.8421052631579022,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-6.30%; 状态bottom_area; 底部未确认
82,76.30963511061886,72.26885053553869,300710,万隆光电,confirmed_rebound,2024-06-06,14.29,2024-06-06,13.99,2.1443888491779766,15.796997855611144,30.84527928818586,False,-7.3882,5.8118,2,2,2,100.0,15.688479094970239,19.8738907052779,7.855611150822024,2.1443888491779766,历史2/2次成功; 当前距低点2.14%; 最新日涨幅-7.39%; 状态confirmed_rebound; 底部未确认
83,76.15057233908824,69.80241108049377,688357,建龙微纳,bottom_area,2024-06-06,25.51,2024-06-06,25.4,0.43307086614174406,5.0787401574803255,32.012847965738764,False,-3.3712,0.9554,4,5,4,80.0,21.074261587618047,31.65083135391925,9.566929133858256,0.43307086614174406,历史4/5次成功; 当前距低点0.43%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
84,76.05698778045453,69.14271616404957,002490,山东墨龙,bottom_area,2024-06-06,1.88,2024-06-06,1.88,0.0,4.787234042553196,27.413127413127413,False,-5.0505,1.5241,2,2,2,100.0,14.47696862392244,14.885496183206094,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
85,75.99482153846155,69.0862013986014,603177,德创环保,confirmed_rebound,2024-06-06,7.08,2024-06-06,7.08,0.0,10.59322033898305,31.791907514450873,False,-10.0381,4.28,2,2,2,100.0,24.388179562373107,37.04615384615384,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
86,75.83423849524935,71.63955407879368,600322,津投城开,bottom_area,2024-06-06,1.52,2024-06-06,1.49,2.0134228187919483,7.382550335570476,28.01932367149758,False,-3.7975,2.8861,3,4,3,75.0,21.318054331394194,35.828877005347586,7.986577181208052,2.0134228187919483,历史3/4次成功; 当前距低点2.01%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
87,75.79256725983065,70.14515028771099,002148,北纬科技,bottom_area,2024-06-06,4.31,2024-06-06,4.27,0.9367681498829048,8.430913348946143,27.504244482173178,False,-5.8952,3.9538,2,2,2,100.0,19.09129929808615,19.756097560975626,9.063231850117095,0.9367681498829048,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
