rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.5769511186595,74.85621827984286,600203,福日电子,bottom_area,2025-03-25,9.51,2025-03-25,9.48,0.3164556962025249,4.430379746835443,28.988764044943814,False,-4.326,6.8685,3,3,3,100.0,20.149125092390385,24.045801526717554,14.683544303797474,0.3164556962025249,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
12,70.01688446266672,60.88424735884064,002173,创新医疗,bottom_area,2025-03-25,9.59,2025-03-25,9.59,0.0,5.109489051094893,27.840481565086527,False,-9.9531,23.8767,3,5,3,60.0,23.40993203677754,27.109266943291825,15.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
13,68.4908672672009,59.719085631349756,000678,襄阳轴承,bottom_area,2025-03-25,13.8,2025-03-25,13.78,0.14513788098694738,11.103047895500733,27.089947089947085,False,-9.8628,34.6805,2,5,2,40.0,90.5727155727156,121.62162162162164,14.85486211901305,0.14513788098694738,历史2/5次成功; 当前距低点0.15%; 最新日涨幅-9.86%; 状态bottom_area; 底部未确认
14,65.02323633993373,58.06775569470377,300605,恒锋信息,bottom_area,2025-03-25,14.23,2025-03-25,14.03,1.4255167498218182,3.991446899501073,29.990019960079838,False,-2.6676,6.4829,1,2,1,50.0,18.429752066115707,18.429752066115707,13.574483250178183,1.4255167498218182,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
15,59.45439783244941,51.99554458400307,002599,盛通股份,bottom_area,2025-03-25,9.85,2025-03-25,9.82,0.30549898167005457,4.582484725050909,27.313101406365654,False,-3.2417,5.4664,1,2,1,50.0,22.107969151670947,22.107969151670947,14.694501018329944,0.30549898167005457,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
16,59.0748419150858,53.82374485596707,301389,隆扬电子,bottom_area,2025-03-25,22.55,2025-03-25,22.0,2.500000000000003,9.272727272727268,28.571428571428577,False,-5.3317,11.1635,1,2,1,50.0,18.998628257887525,18.998628257887525,12.499999999999996,2.500000000000003,历史1/2次成功; 当前距低点2.50%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
17,58.22568296736714,51.512362217477126,000409,云鼎科技,bottom_area,2025-03-25,12.02,2025-03-25,11.91,0.9235936188077198,6.381192275398822,29.107142857142858,False,-3.3762,14.2764,1,3,1,33.33333333333333,46.53130287648054,46.53130287648054,14.07640638119228,0.9235936188077198,历史1/3次成功; 当前距低点0.92%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
18,57.34336466146983,54.33430552123235,300378,鼎捷数智,bottom_area,2025-03-25,35.22,2025-03-24,33.67,4.603504603504595,8.226908226908215,30.66309719934102,True,1.5571,5.9078,1,4,1,25.0,26.480086114101198,26.480086114101198,10.396495396495405,4.603504603504595,历史1/4次成功; 当前距低点4.60%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
19,55.99922272904181,49.55277390197884,002279,久其软件,bottom_area,2025-03-25,6.48,2025-03-25,6.42,0.9345794392523442,2.6479750778816187,27.04545454545455,False,-2.1148,3.2395,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,14.065420560747654,0.9345794392523442,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
20,53.8435708525852,47.19758598803122,002196,方正电机,bottom_area,2025-03-25,9.36,2025-03-25,9.32,0.429184549356214,10.515021459227473,28.25250192455735,False,-8.4149,21.6425,1,4,1,25.0,18.661971830985923,18.661971830985923,14.570815450643785,0.429184549356214,历史1/4次成功; 当前距低点0.43%; 最新日涨幅-8.41%; 状态bottom_area; 底部未确认
21,51.51826062288228,45.4182863921163,605303,园林股份,bottom_area,2025-03-25,9.59,2025-03-25,9.52,0.7352941176470619,4.201680672268911,30.30746705710103,False,-3.3266,4.3815,1,5,1,20.0,23.681489141675293,23.681489141675293,14.264705882352938,0.7352941176470619,历史1/5次成功; 当前距低点0.74%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
