rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.44164855322953,91.72344988130486,001212,中旗新材,bottom_area,2024-06-21,21.12,2024-06-21,20.83,1.3922227556409155,2.256361017762854,27.040280210157626,False,0.7153,1.323,4,4,4,100.0,34.82643959229107,82.06521739130437,6.607777244359085,1.3922227556409155,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
19,82.25111586980336,78.60583819993127,000886,海南高速,bottom_area,2024-06-21,4.33,2024-06-21,4.26,1.6431924882629174,3.0516431924882603,31.621187800963092,False,1.6432,1.0365,1,1,1,100.0,17.378048780487816,17.378048780487816,6.356807511737082,1.6431924882629174,历史1/1次成功; 当前距低点1.64%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
20,82.11983213150941,78.70556265303952,002162,悦心健康,confirmed_rebound,2024-06-21,2.84,2024-06-06,2.79,1.7921146953404954,9.318996415770602,28.64450127877238,True,-2.7397,1.0021,1,1,1,100.0,43.23432343234324,43.23432343234324,6.207885304659505,1.7921146953404954,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-2.74%; 状态confirmed_rebound; 底部已确认
21,81.69087049016511,76.67231871943827,002483,润邦股份,bottom_area,2024-06-21,4.29,2024-06-21,4.26,0.704225352112682,2.3474178403755994,27.054794520547947,False,0.2336,0.7715,1,1,1,100.0,35.31157270029672,35.31157270029672,7.295774647887318,0.704225352112682,历史1/1次成功; 当前距低点0.70%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
22,81.39131393212037,76.51662551792369,001322,箭牌家居,bottom_area,2024-06-21,7.66,2024-06-21,7.6,0.789473684210533,1.9736842105263206,32.6241134751773,False,0.3932,1.1127,2,2,2,100.0,18.85282536518115,26.897069872276486,7.210526315789467,0.789473684210533,历史2/2次成功; 当前距低点0.79%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
23,80.8124582088965,75.15531284222708,600185,珠免集团,bottom_area,2024-06-21,4.4,2024-06-21,4.39,0.2277904328018377,2.961275626423688,29.76,False,-1.3453,0.6172,2,2,2,100.0,27.12190875814659,38.80903490759753,7.772209567198162,0.2277904328018377,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
24,80.35615797609806,76.61111739284372,300662,科锐国际,bottom_area,2024-06-21,17.38,2024-06-21,17.12,1.5186915887850352,3.9719626168224282,28.992119452509325,False,-1.9187,2.0316,1,1,1,100.0,27.600721587492483,27.600721587492483,6.481308411214965,1.5186915887850352,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
25,79.3276690603514,74.38792207792207,301332,德尔玛,bottom_area,2024-06-21,9.18,2024-06-21,9.12,0.6578947368421107,3.728070175438615,27.733755942947703,False,-1.1841,0.6936,1,1,1,100.0,44.935064935064936,44.935064935064936,7.3421052631578885,0.6578947368421107,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
26,79.09434924003595,78.95187968271375,300749,顶固集创,confirmed_rebound,2024-06-21,5.32,2024-06-06,5.12,3.9062500000000036,9.765625,28.391608391608393,True,0.7576,1.5157,3,3,3,100.0,14.667363885557775,20.833333333333336,4.0937499999999964,3.9062500000000036,历史3/3次成功; 当前距低点3.91%; 最新日涨幅0.76%; 状态confirmed_rebound; 底部已确认
27,79.04686364114339,74.36062660144421,000402,金融街,bottom_area,2024-06-21,2.45,2024-06-20,2.43,0.8230452674897125,3.292181069958832,30.571428571428566,False,0.823,0.8139,1,1,1,100.0,24.339622641509433,24.339622641509433,7.176954732510287,0.8230452674897125,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
28,78.36131188068715,75.75253873713037,603307,扬州金泉,bottom_area,2024-06-21,31.5,2024-06-21,30.81,2.239532619279459,3.148328464784169,30.278343516632724,False,0.4144,1.8288,1,1,1,100.0,9.347704887567367,9.347704887567367,5.760467380720541,2.239532619279459,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
29,78.2655278169316,73.65273762603182,605198,安德利,bottom_area,2024-06-21,27.54,2024-06-21,27.31,0.842182350787259,1.9772976931527013,32.36750866765726,False,-0.4698,0.3015,1,1,1,100.0,43.241469816272954,43.241469816272954,7.157817649212742,0.842182350787259,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
30,78.16272393599576,73.0492747065381,000897,津滨发展,bottom_area,2024-06-21,2.08,2024-06-20,2.07,0.48309178743962466,2.898550724637684,27.368421052631586,False,0.0,1.2421,1,1,1,100.0,13.122171945701359,13.122171945701359,7.516908212560375,0.48309178743962466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,76.99675808952365,72.26756841260293,002410,广联达,bottom_area,2024-06-21,10.0,2024-06-21,9.93,0.7049345417925507,2.2155085599194426,29.27350427350427,False,-0.7937,1.3409,4,5,4,80.0,27.445264343494348,45.94594594594595,7.295065458207449,0.7049345417925507,历史4/5次成功; 当前距低点0.70%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
32,76.99413312476997,71.29086400441663,603366,日出东方,bottom_area,2024-06-21,3.61,2024-06-21,3.61,0.0,1.9390581717451603,31.106870229007637,False,-1.0959,0.5427,2,2,2,100.0,15.811096797938903,17.583732057416277,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
33,76.91073296539341,72.32352005961991,002244,滨江集团,bottom_area,2024-06-21,7.53,2024-06-20,7.47,0.8032128514056291,3.212851405622493,29.19431279620854,False,0.133,0.972,1,1,1,100.0,13.14432989690721,13.14432989690721,7.19678714859437,0.8032128514056291,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
34,76.57289791516935,74.96676296052094,603119,浙江荣泰,bottom_area,2024-06-21,18.11,2024-06-19,17.6,2.8977272727272614,4.715909090909081,32.30769230769231,False,0.2214,1.2505,1,1,1,100.0,13.191296464188579,13.191296464188579,5.102272727272739,2.8977272727272614,历史1/1次成功; 当前距低点2.90%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
35,76.11051512922485,71.61413521866791,603217,元利科技,bottom_area,2024-06-21,14.5,2024-06-21,14.38,0.8344923504867816,1.947148817802499,30.058365758754857,False,-0.0689,0.303,2,2,2,100.0,15.520310633213857,19.81481481481482,7.165507649513218,0.8344923504867816,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
36,75.45023255813955,75.45023255813955,600231,凌钢股份,bottom_area,2024-06-21,1.3,2024-06-21,1.25,4.0000000000000036,5.600000000000005,28.97727272727273,False,1.5625,0.5141,1,1,1,100.0,29.302325581395344,29.302325581395344,3.9999999999999964,4.0000000000000036,历史1/1次成功; 当前距低点4.00%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
37,73.75511828611907,68.73902711804547,002218,拓日新能,bottom_area,2024-06-21,2.96,2024-06-20,2.95,0.3389830508474504,4.745762711864396,28.743961352656992,False,0.0,2.2401,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,7.6610169491525495,0.3389830508474504,历史2/3次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
38,73.36695659887867,73.42649159206141,300642,透景生命,confirmed_rebound,2024-06-21,11.84,2024-06-06,11.38,4.042179261862909,8.963093145869943,27.28434504792332,True,0.4241,0.5077,1,1,1,100.0,19.960539296284104,19.960539296284104,3.957820738137091,4.042179261862909,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.42%; 状态confirmed_rebound; 底部已确认
39,72.13512920616547,68.0551028020339,605298,必得科技,bottom_area,2024-06-21,8.3,2024-06-21,8.22,0.9732360097323608,3.041362530413625,30.042553191489358,False,-0.9547,0.3771,1,1,1,100.0,14.753123140987512,14.753123140987512,7.02676399026764,0.9732360097323608,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
40,71.9749657181695,72.22289505941826,002792,通宇通讯,bottom_area,2024-06-21,10.72,2024-06-21,10.29,4.1788143828960305,6.511175898931018,29.326923076923084,False,1.1321,3.2886,1,1,1,100.0,14.14296694850115,14.14296694850115,3.82118561710397,4.1788143828960305,历史1/1次成功; 当前距低点4.18%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
41,71.20033368478504,72.47556354182596,002012,凯恩股份,confirmed_rebound,2024-06-21,3.41,2024-06-06,3.25,4.923076923076927,9.53846153846154,28.88402625820569,True,0.0,0.8276,1,1,1,100.0,25.646123260437374,25.646123260437374,3.076923076923073,4.923076923076927,历史1/1次成功; 当前距低点4.92%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
42,70.877205828556,66.70663946218099,601778,晶科科技,bottom_area,2024-06-21,2.38,2024-06-21,2.36,0.8474576271186449,5.084745762711869,31.79190751445087,False,-3.6437,1.7001,3,4,3,75.0,20.34324113984674,42.344827586206904,7.1525423728813555,0.8474576271186449,历史3/4次成功; 当前距低点0.85%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
43,70.41634328501935,71.52844633761836,002562,兄弟科技,confirmed_rebound,2024-06-21,2.83,2024-06-14,2.7,4.81481481481481,11.111111111111104,32.668329177057345,True,-0.7018,0.7969,2,2,2,100.0,25.033462986000675,33.466135458167344,3.1851851851851896,4.81481481481481,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-0.70%; 状态confirmed_rebound; 底部已确认
44,69.05953014677513,68.44551043159737,688265,南模生物,bottom_area,2024-06-21,21.67,2024-06-06,20.93,3.5355948399426755,6.688963210702334,28.125000000000007,False,-0.8692,0.598,1,1,1,100.0,8.422939068100368,8.422939068100368,4.464405160057325,3.5355948399426755,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
45,68.08475679489905,63.55213706124061,000002,万科A,bottom_area,2024-06-21,7.19,2024-06-21,7.16,0.4189944134078247,2.5139664804469235,27.82258064516129,False,-0.2774,1.5035,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,7.581005586592175,0.4189944134078247,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
46,60.78061581317396,58.27520726716238,688058,宝兰德,bottom_area,2024-06-21,21.92,2024-06-21,21.53,1.8114259173246656,2.6010218300046386,32.5501253132832,False,-1.1276,0.8108,1,2,1,50.0,24.27558257345491,24.27558257345491,6.188574082675334,1.8114259173246656,历史1/2次成功; 当前距低点1.81%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
47,60.63024966757008,56.84183639891087,688092,爱科科技,bottom_area,2024-06-21,21.81,2024-06-21,21.67,0.6460544531610383,3.691739732348856,32.91021671826624,False,-2.2411,1.1112,1,2,1,50.0,42.12279866730127,42.12279866730127,7.353945546838962,0.6460544531610383,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
48,57.74451468451043,57.25376810078938,000779,甘咨询,bottom_area,2024-06-21,7.28,2024-06-06,7.03,3.556187766714082,7.254623044096725,27.30093071354705,False,2.391,1.375,1,2,1,50.0,17.69825918762089,17.69825918762089,4.443812233285918,3.556187766714082,历史1/2次成功; 当前距低点3.56%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
