rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.2083591828581,81.07168316547173,601086,国芳集团,bottom_area,2023-06-26,4.32,2023-06-26,4.27,1.1709601873536468,2.1077283372365514,28.83333333333334,False,0.0,1.5085,1,1,1,100.0,24.846625766871185,24.846625766871185,8.829039812646354,1.1709601873536468,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,80.17307956199323,73.46869600284649,688302,海创药业,bottom_area,2023-06-26,52.83,2023-06-26,52.61,0.4181714502946186,3.915605398213272,29.70336718332443,False,-1.5835,1.1651,1,1,1,100.0,37.054445750097926,37.054445750097926,9.581828549705381,0.4181714502946186,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
15,78.73081035920842,72.6920212733116,002299,圣农发展,bottom_area,2023-06-26,18.61,2023-06-26,18.46,0.812567713976157,2.275189599133251,27.00672202451561,False,-0.7996,0.4738,2,2,2,100.0,21.046643339662563,26.73830594184577,9.187432286023842,0.812567713976157,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
16,78.4362780437494,72.49366435618252,002545,东方铁塔,bottom_area,2023-06-26,6.99,2023-06-26,6.93,0.8658008658008731,2.0202020202020283,27.58620689655173,False,-0.1429,0.6719,2,2,2,100.0,20.63274371079842,28.468653648509758,9.134199134199129,0.8658008658008731,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
17,78.35817441860466,71.23470401691333,601388,怡球资源,bottom_area,2023-06-26,2.7,2023-06-26,2.7,0.0,1.8518518518518452,28.571428571428566,False,-1.8182,0.5222,2,2,2,100.0,15.509161381254394,18.333333333333325,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
18,77.6916018252989,72.82884961264453,688236,春立医疗,confirmed_rebound,2023-06-26,25.91,2023-06-26,25.5,1.6078431372549025,12.823529411764703,27.142857142857142,False,-9.0877,3.8105,1,1,1,100.0,28.788881535407025,28.788881535407025,8.392156862745098,1.6078431372549025,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-9.09%; 状态confirmed_rebound; 底部未确认
19,77.60789473684213,70.55263157894738,600935,华塑股份,bottom_area,2023-06-26,3.66,2023-06-26,3.66,0.0,1.36612021857923,28.375733855185914,False,-1.3477,0.2514,1,1,1,100.0,28.50877192982458,28.50877192982458,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
20,75.7204335898005,69.31621781354873,601595,上海电影,confirmed_rebound,2023-06-26,27.6,2023-06-26,27.5,0.3636363636363688,11.890909090909089,32.91046596730911,False,-9.3298,6.029,2,2,2,100.0,17.824240444299242,19.99999999999999,9.636363636363631,0.3636363636363688,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-9.33%; 状态confirmed_rebound; 底部未确认
21,75.71277704098993,69.81374948392538,002041,登海种业,bottom_area,2023-06-26,14.9,2023-06-26,14.79,0.7437457741717459,2.096010818120355,30.235849056603776,False,-1.6502,0.5671,1,1,1,100.0,21.395106715252467,21.395106715252467,9.256254225828254,0.7437457741717459,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
22,75.58055254465317,72.70491055982433,000657,中钨高新,bottom_area,2023-06-26,9.38,2023-06-14,9.11,2.963776070252485,8.12294182217344,27.294493216280923,True,-0.9504,0.4622,1,1,1,100.0,15.120000000000006,15.120000000000006,7.036223929747515,2.963776070252485,历史1/1次成功; 当前距低点2.96%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
23,75.53619901915998,69.6028419965069,002481,双塔食品,bottom_area,2023-06-26,4.27,2023-06-26,4.24,0.7075471698113057,2.3584905660377276,31.61290322580645,False,-2.2883,1.0246,1,1,1,100.0,19.817470664928287,19.817470664928287,9.292452830188696,0.7075471698113057,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
24,75.5341662805388,69.3718771897474,601669,中国电建,bottom_area,2023-06-26,5.64,2023-06-07,5.61,0.5347593582887586,4.812834224598923,29.78723404255319,False,-1.2259,0.7044,1,1,1,100.0,16.457680250783696,16.457680250783696,9.465240641711242,0.5347593582887586,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
25,74.59412317327768,67.81283924843424,002084,海鸥住工,bottom_area,2023-06-26,3.72,2023-06-26,3.72,0.0,1.8817204301075225,28.598848368522066,False,-1.5873,0.8378,1,1,1,100.0,13.778705636743219,13.778705636743219,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
26,74.55691727917792,68.48190920457824,002378,章源钨业,bottom_area,2023-06-26,5.58,2023-06-26,5.55,0.5405405405405451,1.441441441441443,28.663239074550134,False,-0.7117,0.5448,1,1,1,100.0,11.743772241992884,11.743772241992884,9.459459459459456,0.5405405405405451,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
27,74.46262355542113,68.55816486343782,002768,国恩股份,bottom_area,2023-06-26,22.7,2023-06-26,22.55,0.6651884700665125,2.838137472283816,28.526148969889064,False,-2.1552,1.215,1,1,1,100.0,13.681691264459511,13.681691264459511,9.33481152993349,0.6651884700665125,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
28,73.74180671615383,68.12438984471052,688085,三友医疗,bottom_area,2023-06-26,25.14,2023-06-26,24.93,0.8423586040914595,2.6073004412354535,29.25652667423383,False,-1.4504,0.279,1,1,1,100.0,13.52133044107013,13.52133044107013,9.157641395908541,0.8423586040914595,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
29,73.04533107215357,67.57587661118757,000703,恒逸石化,bottom_area,2023-06-26,6.61,2023-06-12,6.55,0.9160305343511527,5.954198473282451,27.222222222222225,False,-0.6015,0.2463,1,1,1,100.0,11.475409836065575,11.475409836065575,9.083969465648847,0.9160305343511527,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
30,72.7600175474095,67.24140060530112,001219,青岛食品,bottom_area,2023-06-26,17.57,2023-06-26,17.42,0.8610792192881663,1.3777267508610702,29.158194387962578,False,-0.6783,2.2351,3,4,3,75.0,13.170221641280364,16.264559068219636,9.138920780711835,0.8610792192881663,历史3/4次成功; 当前距低点0.86%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
31,72.60785714285716,66.00714285714287,300370,安控科技,bottom_area,2023-06-26,2.72,2023-06-26,2.72,0.0,6.249999999999997,27.46666666666666,False,-6.8493,3.9037,1,1,1,100.0,14.285714285714285,14.285714285714285,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.85%; 状态bottom_area; 底部未确认
32,72.0928633204451,68.2405729140091,600984,建设机械,bottom_area,2023-06-26,4.34,2023-06-12,4.25,2.1176470588235263,7.9999999999999964,32.0,True,-2.4719,0.7505,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,7.882352941176474,2.1176470588235263,历史2/3次成功; 当前距低点2.12%; 最新日涨幅-2.47%; 状态bottom_area; 底部已确认
33,71.04270369783357,69.07629813061179,000572,海马汽车,confirmed_rebound,2023-06-26,4.11,2023-05-26,3.97,3.526448362720406,10.579345088161196,32.59762308998301,True,-1.4388,1.1087,1,1,1,100.0,12.723658051689855,12.723658051689855,6.473551637279595,3.526448362720406,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-1.44%; 状态confirmed_rebound; 底部已确认
34,68.52817888463441,62.73226325757578,000545,金浦钛业,bottom_area,2023-06-26,2.76,2023-06-26,2.75,0.3636363636363559,1.818181818181812,29.30591259640103,False,-1.0753,0.5721,2,3,2,66.66666666666666,17.55208333333334,24.6875,9.636363636363644,0.3636363636363559,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
35,67.36006337342894,61.917066015448974,600409,三友化工,bottom_area,2023-06-26,5.21,2023-06-14,5.18,0.579150579150584,6.370656370656372,30.000000000000004,False,-1.1385,0.4246,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,9.420849420849416,0.579150579150584,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
36,66.82506162702957,62.6430271340052,688316,青云科技,confirmed_rebound,2023-06-26,53.7,2023-06-26,52.85,1.6083254493850545,10.690633869441815,27.453671928620444,False,-8.3305,7.5083,2,3,2,66.66666666666666,12.921196193206702,13.030303030303022,8.391674550614946,1.6083254493850545,历史2/3次成功; 当前距低点1.61%; 最新日涨幅-8.33%; 状态confirmed_rebound; 底部未确认
37,65.03489113977862,62.250021745883814,000792,盐湖股份,bottom_area,2023-06-26,19.0,2023-05-30,18.5,2.7027027027027026,7.5675675675675595,29.49695121951219,True,0.6356,0.2604,1,2,1,50.0,24.904214559386965,24.904214559386965,7.297297297297297,2.7027027027027026,历史1/2次成功; 当前距低点2.70%; 最新日涨幅0.64%; 状态bottom_area; 底部已确认
38,64.42879766536964,58.57163424124513,002554,惠博普,bottom_area,2023-06-26,3.52,2023-06-26,3.52,0.0,2.5568181818181777,27.27272727272727,False,-2.2222,1.1992,2,4,2,50.0,22.428141081963094,28.404669260700388,10.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
39,55.40865074617817,50.96477129766248,600063,皖维高新,bottom_area,2023-06-26,4.92,2023-06-26,4.89,0.6134969325153425,1.6359918200409014,27.876106194690276,False,-0.4049,0.6234,1,2,1,50.0,10.126582278481,10.126582278481,9.386503067484659,0.6134969325153425,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
40,52.15989594482842,47.80206402141729,688229,博睿数据,confirmed_rebound,2023-06-26,49.91,2023-06-26,49.7,0.422535211267593,23.078470824949697,28.999999999999996,False,-18.7663,11.4002,1,2,1,50.0,11.21206614573869,11.21206614573869,9.577464788732408,0.422535211267593,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-18.77%; 状态confirmed_rebound; 底部未确认
