rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.1114282107239,80.8841667476622,002137,实益达,bottom_area,2023-12-20,6.91,2023-12-20,6.9,0.14492753623188095,2.4637681159420275,28.865979381443292,False,-1.8466,3.6284,3,3,3,100.0,40.23979317349941,89.3034825870647,7.855072463768119,0.14492753623188095,历史3/3次成功; 当前距低点0.14%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
12,78.34581682926022,72.61352022501973,002142,宁波银行,bottom_area,2023-12-20,19.67,2023-12-20,19.66,0.05086469989827855,1.678535096642921,32.393397524071524,False,-1.2054,0.3786,1,1,1,100.0,27.95425667090217,27.95425667090217,7.949135300101721,0.05086469989827855,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
13,77.78888998455105,72.55925200650974,300351,永贵电器,bottom_area,2023-12-20,18.37,2023-12-20,18.3,0.3825136612021873,4.808743169398901,32.47232472324723,False,-3.7716,7.5007,2,2,2,100.0,25.27625351640169,33.447979363714516,7.617486338797813,0.3825136612021873,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
14,77.60351608079864,72.41252743711479,300347,泰格医药,bottom_area,2023-12-20,52.54,2023-12-19,52.33,0.4012994458245765,3.497038027899863,28.501161360841643,False,-0.9053,1.0641,2,2,2,100.0,14.502635341907641,20.78172934893761,7.598700554175424,0.4012994458245765,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
15,77.04749056525547,72.61495282018971,600328,中盐化工,confirmed_rebound,2023-12-20,7.68,2023-10-26,7.61,0.9198423127463783,8.147174770039422,28.207547169811313,True,-0.3891,0.3696,2,2,2,100.0,22.968781146513187,37.26315789473683,7.080157687253622,0.9198423127463783,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-0.39%; 状态confirmed_rebound; 底部已确认
16,76.7229115727003,71.03973293768546,002129,TCL中环,bottom_area,2023-12-20,14.42,2023-12-20,14.42,0.0,2.4965325936199685,27.09807886754298,False,-1.6371,0.9901,1,1,1,100.0,31.12759643916912,31.12759643916912,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
17,76.33824244666862,70.8411036849711,605188,国光连锁,bottom_area,2023-12-20,8.66,2023-12-20,8.65,0.11560693641618251,2.543352601156056,28.09642560266001,False,-2.3675,0.6925,1,1,1,100.0,19.218749999999993,19.218749999999993,7.884393063583818,0.11560693641618251,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
18,76.26742822729155,71.55386305491353,000710,贝瑞基因,bottom_area,2023-12-20,11.78,2023-12-19,11.7,0.6837606837606843,3.247863247863255,28.61500915192191,False,-0.5068,5.435,2,2,2,100.0,13.34858824670914,17.3469387755102,7.316239316239316,0.6837606837606843,历史2/2次成功; 当前距低点0.68%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
19,75.69823450216288,70.3386122726831,002369,卓翼科技,bottom_area,2023-12-20,5.47,2023-12-20,5.46,0.18315018315017925,3.1135531135531123,29.910141206675227,False,-1.6187,3.2634,1,1,1,100.0,17.345132743362825,17.345132743362825,7.81684981684982,0.18315018315017925,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
20,75.63989500640206,70.03693982074265,601628,中国人寿,bottom_area,2023-12-20,27.3,2023-12-20,27.3,0.0,2.0146520146520173,28.79499217527387,False,-2.0803,0.0356,1,1,1,100.0,25.736235595390532,25.736235595390532,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
21,74.83801485050698,69.77935083752824,300683,海特生物,bottom_area,2023-12-20,36.03,2023-12-11,35.9,0.3621169916434612,6.211699164345416,30.48024786986832,False,-1.6111,0.7708,1,1,1,100.0,16.532137518684582,16.532137518684582,7.637883008356539,0.3621169916434612,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
22,74.10917537683567,69.74539636475916,601601,中国太保,bottom_area,2023-12-20,22.67,2023-12-11,22.48,0.8451957295373722,7.250889679715298,27.178490443796566,True,-2.2845,0.3322,1,1,1,100.0,13.077648538195538,13.077648538195538,7.154804270462628,0.8451957295373722,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.28%; 状态bottom_area; 底部已确认
23,73.47718562874252,68.03443113772455,601016,节能风电,bottom_area,2023-12-20,2.96,2023-12-20,2.96,0.0,1.3513513513513526,27.450980392156865,False,-0.6711,0.2478,1,1,1,100.0,14.970059880239523,14.970059880239523,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
24,72.81676758535582,67.42293294940353,002508,老板电器,bottom_area,2023-12-20,21.12,2023-12-20,21.12,0.0,1.8939393939393872,31.76090468497576,False,-1.5385,0.3256,1,1,1,100.0,11.682435211846977,11.682435211846977,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
25,72.72877532502385,67.40412090812103,001270,铖昌科技,bottom_area,2023-12-20,62.15,2023-12-20,62.12,0.04829362524146996,6.728911783644559,31.130820399113084,False,-6.0327,6.208,1,1,1,100.0,10.130270826191285,10.130270826191285,7.95170637475853,0.04829362524146996,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-6.03%; 状态bottom_area; 底部未确认
26,72.52884483883274,67.21104766124012,603267,鸿远电子,bottom_area,2023-12-20,47.32,2023-12-20,47.3,0.0422832980972582,3.974630021141655,27.764202810018336,False,-3.3891,1.3671,1,1,1,100.0,9.01856763925729,9.01856763925729,7.957716701902743,0.0422832980972582,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
27,72.09385693298935,67.62481544990415,600132,重庆啤酒,bottom_area,2023-12-20,61.29,2023-12-19,60.88,0.6734559789750272,2.7759526938239123,27.046135410425403,False,-1.7001,0.5493,1,1,1,100.0,8.765027322404368,8.765027322404368,7.326544021024974,0.6734559789750272,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
28,66.44615446948595,61.524217101375875,002456,欧菲光,bottom_area,2023-12-20,8.38,2023-12-20,8.38,0.0,2.6252983293555947,27.633851468048356,False,-2.1028,3.0491,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
