rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.17203144917687,87.10031607493033,300454,深信服,bottom_area,2024-01-16,64.35,2024-01-16,63.07,2.029491041699689,3.7577295068970944,30.677071883930534,False,0.0,1.1838,4,4,4,100.0,17.782557258094812,29.49391262831224,7.970508958300311,2.029491041699689,历史4/4次成功; 当前距低点2.03%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,84.6456638425902,79.99348954407428,600996,贵广网络,bottom_area,2024-01-16,8.03,2024-01-16,7.87,2.0330368487928747,4.193138500635314,30.53839364518976,False,-1.8337,1.4277,2,2,2,100.0,35.42372881355932,40.00000000000001,7.966963151207127,2.0330368487928747,历史2/2次成功; 当前距低点2.03%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
13,83.162669735328,78.27074798619105,002195,岩山科技,bottom_area,2024-01-16,2.8,2024-01-16,2.75,1.818181818181812,2.181818181818184,29.48717948717949,False,0.0,1.4176,1,1,1,100.0,17.72151898734177,17.72151898734177,8.181818181818189,1.818181818181812,历史1/1次成功; 当前距低点1.82%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,82.9279114329527,80.01816015460348,002146,荣盛发展,bottom_area,2024-01-16,1.65,2024-01-10,1.6,3.124999999999989,6.874999999999992,27.927927927927932,False,-1.7857,2.0839,4,4,4,100.0,15.608387927975553,19.587628865979376,6.8750000000000115,3.124999999999989,历史4/4次成功; 当前距低点3.12%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
15,82.67187348774257,77.91750591146797,601995,中金公司,bottom_area,2024-01-16,33.4,2024-01-15,32.78,1.8913971934106082,2.104942037827937,27.63796909492273,False,1.059,0.4488,1,1,1,100.0,16.719846841097638,16.719846841097638,8.108602806589392,1.8913971934106082,历史1/1次成功; 当前距低点1.89%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
16,82.20399955200925,76.28574595150133,600981,苏豪汇鸿,bottom_area,2024-01-16,2.81,2024-01-16,2.78,1.079136690647491,3.237410071942457,28.717948717948723,False,-1.0563,0.8376,1,1,1,100.0,20.463320463320475,20.463320463320475,8.92086330935251,1.079136690647491,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
17,81.90630506739213,76.9457259456875,603306,华懋科技,bottom_area,2024-01-16,23.05,2024-01-11,22.66,1.721094439541044,5.8693733451014936,27.603833865814696,False,-0.988,1.2897,2,2,2,100.0,15.214092837855201,19.519094766619503,8.278905560458957,1.721094439541044,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
18,81.90219117776884,77.90933762451257,600006,东风股份,bottom_area,2024-01-16,5.6,2024-01-10,5.47,2.3765996343692852,3.2906764168190237,27.645502645502646,False,0.5386,0.7719,1,1,1,100.0,22.6235741444867,22.6235741444867,7.623400365630715,2.3765996343692852,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
19,81.81999079036187,77.20408516913825,603039,泛微网络,bottom_area,2024-01-16,39.69,2024-01-16,38.93,1.9522219368096532,3.1081428204469583,30.962936690902644,False,-0.6757,0.3845,2,2,2,100.0,19.43629669389389,25.971438060445035,8.047778063190346,1.9522219368096532,历史2/2次成功; 当前距低点1.95%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
20,81.25517591240876,77.01912408759125,001366,播恩集团,bottom_area,2024-01-16,15.4,2024-01-11,15.07,2.1897810218978107,4.512276045122759,27.478344562078927,False,0.3257,6.5694,1,1,1,100.0,15.547445255474459,15.547445255474459,7.81021897810219,2.1897810218978107,历史1/1次成功; 当前距低点2.19%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
21,80.88551953868952,76.14364015197943,002413,雷科防务,bottom_area,2024-01-16,5.01,2024-01-16,4.92,1.829268292682924,2.6422764227642253,28.488372093023255,False,-0.7921,1.7528,1,1,1,100.0,28.894472361809044,28.894472361809044,8.170731707317076,1.829268292682924,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
22,80.04267935996265,76.05670474849748,001236,弘业期货,bottom_area,2024-01-16,10.59,2024-01-10,10.35,2.3188405797101472,2.9951690821256087,28.025034770514612,False,0.7612,1.8107,1,1,1,100.0,11.955168119551693,11.955168119551693,7.681159420289853,2.3188405797101472,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
23,80.04088827319688,76.04761461563247,300413,芒果超媒,bottom_area,2024-01-16,22.11,2024-01-16,21.61,2.3137436372049978,2.406293382693196,31.00255427841635,False,0.3631,1.7068,1,1,1,100.0,11.843817787418656,11.843817787418656,7.686256362795002,2.3137436372049978,历史1/1次成功; 当前距低点2.31%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
24,79.87780990811514,74.77922629695885,603186,华正新材,bottom_area,2024-01-16,30.36,2024-01-16,29.9,1.5384615384615414,4.749163879598668,31.890660592255127,False,-2.0961,1.3785,1,1,1,100.0,17.994186046511643,17.994186046511643,8.46153846153846,1.5384615384615414,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
25,79.77069851081806,75.60947897034093,301396,宏景科技,bottom_area,2024-01-16,25.22,2024-01-16,24.68,2.1880064829821686,5.024311183144254,28.359941944847613,False,-2.7381,5.5944,2,2,2,100.0,13.753407266345539,14.060963618485728,7.811993517017831,2.1880064829821686,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
26,79.50762916855776,74.09416793098964,301339,通行宝,bottom_area,2024-01-16,17.93,2024-01-16,17.7,1.29943502824859,4.0677966101695056,28.858520900321544,False,-2.6073,3.3715,1,1,1,100.0,11.381074168797946,11.381074168797946,8.70056497175141,1.29943502824859,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
27,79.06044637551084,74.75025048084898,002355,兴民智通,bottom_area,2024-01-16,4.96,2024-01-16,4.86,2.0576131687242727,3.0864197530864086,29.870129870129862,False,-0.8,2.0432,4,5,4,80.0,17.535529599679155,21.138211382113823,7.942386831275727,2.0576131687242727,历史4/5次成功; 当前距低点2.06%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
28,78.92716786473063,74.01539132379247,002544,普天科技,bottom_area,2024-01-16,17.48,2024-01-12,17.2,1.6279069767441927,5.232558139534897,29.45036915504512,False,-1.5211,0.6883,1,1,1,100.0,14.983974358974352,14.983974358974352,8.372093023255808,1.6279069767441927,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
29,78.8763453167064,75.59301245260343,601016,节能风电,bottom_area,2024-01-16,2.97,2023-12-27,2.89,2.7681660899654004,5.8823529411764675,29.166666666666664,False,0.0,0.4016,1,1,1,100.0,14.970059880239523,14.970059880239523,7.2318339100346005,2.7681660899654004,历史1/1次成功; 当前距低点2.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
30,78.44046510548574,73.48453158030256,301488,豪恩汽电,bottom_area,2024-01-16,61.92,2024-01-16,60.96,1.5748031496063006,2.362204724409445,32.11581291759465,False,-0.2899,4.0517,1,1,1,100.0,11.478939577445836,11.478939577445836,8.4251968503937,1.5748031496063006,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
31,77.7184439389092,74.72575662230624,002041,登海种业,bottom_area,2024-01-16,12.26,2024-01-10,11.91,2.9387069689336665,6.5491183879093136,29.484902309058615,False,-0.487,0.381,2,2,2,100.0,18.2043468358871,21.395106715252467,7.061293031066334,2.9387069689336665,历史2/2次成功; 当前距低点2.94%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
32,76.39545441493088,72.59793920014653,000021,深科技,bottom_area,2024-01-16,13.21,2024-01-16,12.91,2.3237800154918724,5.03485670023238,27.471910112359556,False,-4.6898,3.3475,1,1,1,100.0,26.108374384236456,26.108374384236456,7.676219984508129,2.3237800154918724,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
33,75.90302470694289,72.01325751281978,601933,永辉超市,bottom_area,2024-01-16,2.74,2024-01-10,2.68,2.2388059701492558,4.104477611940293,32.83208020050125,False,-0.7246,0.2922,1,1,1,100.0,11.70825335892515,11.70825335892515,7.761194029850745,2.2388059701492558,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
34,75.36784972202531,69.74684690320852,002385,大北农,bottom_area,2024-01-16,5.41,2024-01-16,5.36,0.932835820895519,2.425373134328356,28.05369127516778,False,-1.0969,0.9641,1,1,1,100.0,23.353293413173663,23.353293413173663,9.06716417910448,0.932835820895519,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
35,74.87214107255728,68.6053098814622,600399,抚顺特钢,confirmed_rebound,2024-01-16,7.28,2024-01-16,7.25,0.41379310344827924,11.172413793103456,28.571428571428577,False,-9.6774,4.8952,2,2,2,100.0,14.616979340453145,15.078707539353772,9.586206896551722,0.41379310344827924,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-9.68%; 状态confirmed_rebound; 底部未确认
36,74.31212323774476,70.5464672173587,300513,恒实科技,bottom_area,2024-01-16,10.36,2024-01-16,10.13,2.270483711747272,3.6525172754195383,29.554937413073713,False,-4.1628,3.1768,1,1,1,100.0,14.42564559216384,14.42564559216384,7.729516288252729,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
37,72.30381169907125,68.36817687455287,605218,伟时电子,bottom_area,2024-01-16,20.29,2024-01-16,19.88,2.0623742454728378,3.370221327967816,31.941116056145162,False,-1.0244,2.8724,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,7.937625754527162,2.0623742454728378,历史2/3次成功; 当前距低点2.06%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
38,70.61932218503148,66.70190851059945,300678,中科信息,bottom_area,2024-01-16,26.46,2024-01-16,25.94,2.00462606013878,3.6237471087124042,29.58740499457112,False,-1.4158,2.2384,2,3,2,66.66666666666666,19.170910005640856,24.552238805970156,7.995373939861221,2.00462606013878,历史2/3次成功; 当前距低点2.00%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
39,69.43046614230668,65.45764830041753,300601,康泰生物,bottom_area,2024-01-16,25.11,2024-01-09,24.64,1.9074675324675279,6.006493506493507,27.911059098888234,False,-0.7117,1.0492,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,8.092532467532473,1.9074675324675279,历史2/3次成功; 当前距低点1.91%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
40,65.6875131336055,65.52029197080296,603023,威帝股份,bottom_area,2024-01-16,4.31,2024-01-16,4.11,4.866180048661783,5.839416058394144,32.62295081967212,False,-3.3632,13.3014,1,1,1,100.0,19.22141119221411,19.22141119221411,5.133819951338218,4.866180048661783,历史1/1次成功; 当前距低点4.87%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
41,62.629871338767614,58.94576126001658,601777,千里科技,bottom_area,2024-01-16,3.36,2024-01-08,3.3,1.81818181818182,4.242424242424246,28.41648590021693,False,-0.2967,0.2905,1,2,1,50.0,27.96352583586626,27.96352583586626,8.18181818181818,1.81818181818182,历史1/2次成功; 当前距低点1.82%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
42,62.17162805677748,58.307854561723516,600986,浙文互联,bottom_area,2024-01-16,4.98,2024-01-16,4.9,1.632653061224491,2.6530612244897935,31.46853146853147,False,-0.7968,2.2044,1,2,1,50.0,22.25969645868466,22.25969645868466,8.367346938775508,1.632653061224491,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
43,60.57598918489038,56.754291255859066,002324,普利特,bottom_area,2024-01-16,10.93,2024-01-16,10.76,1.5799256505576205,3.159851301115241,30.039011703511058,False,-0.9964,1.0085,1,2,1,50.0,13.260869565217392,13.260869565217392,8.42007434944238,1.5799256505576205,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
44,60.379949660125746,57.26758112094399,300451,创业慧康,bottom_area,2024-01-16,5.52,2024-01-16,5.4,2.2222222222222077,2.962962962962949,32.1608040201005,False,-0.5405,1.8614,1,2,1,50.0,23.89380530973452,23.89380530973452,7.777777777777793,2.2222222222222077,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
45,59.56003582915302,57.3781665076712,605118,力鼎光电,bottom_area,2024-01-16,20.67,2024-01-15,20.06,3.040877367896326,4.536390827517449,31.465664502904,False,0.6329,2.6463,1,2,1,50.0,12.050359712230225,12.050359712230225,6.959122632103674,3.040877367896326,历史1/2次成功; 当前距低点3.04%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
46,58.29852919595219,56.2413781171698,601011,宝泰隆,bottom_area,2024-01-16,2.98,2024-01-16,2.89,3.1141868512110675,4.152249134948085,28.817733990147776,False,-2.6144,3.289,1,2,1,50.0,29.31034482758621,29.31034482758621,6.885813148788933,3.1141868512110675,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
47,54.22146129743723,51.428647336137075,605178,时空科技,bottom_area,2024-01-16,21.14,2024-01-16,20.68,2.2243713733075476,3.5783365570599712,32.196721311475414,False,-0.5176,3.6219,1,3,1,33.33333333333333,11.97247706422018,11.97247706422018,7.775628626692453,2.2243713733075476,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
