rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.04160036693888,81.70379475657678,002455,百川股份,bottom_area,2023-05-05,7.73,2023-05-05,7.63,1.310615989515079,4.587155963302759,28.691588785046722,False,-2.5221,1.6279,3,3,3,100.0,19.096769960597644,35.42600896860987,6.689384010484921,1.310615989515079,历史3/3次成功; 当前距低点1.31%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
49,73.34402480364412,74.12412439170319,002553,南方精工,bottom_area,2023-05-05,10.11,2023-04-26,9.67,4.550155118924504,7.445708376421931,28.844738778513612,True,-1.9399,1.518,2,2,2,100.0,25.52945195081221,32.14285714285715,3.449844881075496,4.550155118924504,历史2/2次成功; 当前距低点4.55%; 最新日涨幅-1.94%; 状态bottom_area; 底部已确认
50,73.29792969934547,71.07153890191877,688313,仕佳光子,bottom_area,2023-05-05,12.82,2023-05-05,12.52,2.396166134185309,4.87220447284346,32.177681473456126,False,-0.4658,5.4292,1,1,1,100.0,8.574181117533707,8.574181117533707,5.603833865814691,2.396166134185309,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
51,72.62630371279056,72.34398571973793,002806,华锋股份,bottom_area,2023-05-05,10.66,2023-04-25,10.27,3.7974683544303853,6.621226874391429,31.896551724137932,False,-1.0214,1.2513,2,2,2,100.0,15.925879396984929,20.35175879396985,4.202531645569615,3.7974683544303853,历史2/2次成功; 当前距低点3.80%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
52,72.58007760025163,72.53719846815223,002403,爱仕达,bottom_area,2023-05-05,8.12,2023-04-25,7.81,3.96927016645326,7.298335467349568,28.545288197621225,True,-2.4038,1.2027,2,2,2,100.0,9.877066922933613,11.190233977619528,4.03072983354674,3.96927016645326,历史2/2次成功; 当前距低点3.97%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
53,72.25350590698751,71.69797115703354,001266,宏英智能,confirmed_rebound,2023-05-05,24.47,2023-04-25,23.62,3.598645215918704,8.044030482641823,28.6404833836858,True,-2.3543,1.8917,2,2,2,100.0,11.03700134047409,13.763753373468953,4.401354784081296,3.598645215918704,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-2.35%; 状态confirmed_rebound; 底部已确认
54,71.95197319810153,67.83754708644022,605358,立昂微,bottom_area,2023-05-05,43.0,2023-05-05,42.6,0.9389671361502313,5.28169014084507,30.301047120418843,False,-2.6929,2.609,1,1,1,100.0,13.16339869281045,13.16339869281045,7.061032863849769,0.9389671361502313,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
55,71.62266998167158,67.4327388233704,301326,捷邦科技,bottom_area,2023-05-05,32.6,2023-05-05,32.32,0.8663366336633699,4.455445544554449,27.501121579183486,False,-2.4828,4.9952,1,1,1,100.0,10.096700796359514,10.096700796359514,7.133663366336631,0.8663366336633699,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
56,71.28274085578269,68.51759638210044,688298,东方生物,bottom_area,2023-05-05,57.19,2023-05-05,56.1,1.9429590017825245,4.099821746880565,27.780638516992795,False,-2.3228,0.9746,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,6.0570409982174755,1.9429590017825245,历史4/6次成功; 当前距低点1.94%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
57,71.20466941490308,71.88370704895087,688229,博睿数据,confirmed_rebound,2023-05-05,55.81,2023-05-04,53.41,4.493540535480258,10.166635461524072,31.525641025641033,False,1.1051,3.2487,2,2,2,100.0,9.725696074440098,11.21206614573869,3.506459464519742,4.493540535480258,历史2/2次成功; 当前距低点4.49%; 最新日涨幅1.11%; 状态confirmed_rebound; 底部未确认
58,70.42778596950727,71.71268079226164,000158,常山北明,bottom_area,2023-05-05,7.01,2023-04-27,6.68,4.940119760479043,7.035928143712584,30.705394190871377,True,0.5739,4.0801,1,1,1,100.0,11.538461538461533,11.538461538461533,3.0598802395209566,4.940119760479043,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
59,70.41566256080067,69.98498572556642,002383,合众思壮,bottom_area,2023-05-05,6.76,2023-04-28,6.52,3.680981595092028,5.828220858895718,28.50877192982456,False,-1.7442,1.3117,1,1,1,100.0,18.48184818481848,18.48184818481848,4.319018404907972,3.680981595092028,历史1/1次成功; 当前距低点3.68%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
60,70.02800461452262,69.10301781397993,300721,怡达股份,confirmed_rebound,2023-05-05,15.3,2023-04-28,14.81,3.3085752869682663,9.52059419311275,31.90804597701149,True,-3.0418,1.5942,1,1,1,100.0,20.411663807890235,20.411663807890235,4.691424713031734,3.3085752869682663,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-3.04%; 状态confirmed_rebound; 底部已确认
61,67.50395666022202,68.45317400644471,603363,傲农生物,confirmed_rebound,2023-05-05,9.75,2023-04-25,9.31,4.726100966702465,9.559613319011802,29.576399394856278,True,-0.8138,1.4064,1,1,1,100.0,24.078947368421055,24.078947368421055,3.273899033297535,4.726100966702465,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-0.81%; 状态confirmed_rebound; 底部已确认
62,65.01063466807767,60.75353717085499,000721,西安饮食,bottom_area,2023-05-05,12.57,2023-05-05,12.51,0.4796163069544404,5.595523581135101,27.182770663562284,False,-4.1921,8.8741,2,3,2,66.66666666666666,18.550514430346464,20.485175202156327,7.520383693045559,0.4796163069544404,历史2/3次成功; 当前距低点0.48%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
63,64.26858697249342,65.43085961657391,002654,万润科技,confirmed_rebound,2023-05-05,6.17,2023-04-26,5.88,4.931972789115647,11.22448979591837,31.308411214953274,True,-1.7516,4.3045,1,1,1,100.0,10.353535353535358,10.353535353535358,3.0680272108843534,4.931972789115647,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-1.75%; 状态confirmed_rebound; 底部已确认
64,57.37127954845121,55.18976874496705,603068,博通集成,bottom_area,2023-05-05,28.78,2023-04-27,28.22,1.9844082211197815,4.8547129695251625,29.290904535204206,False,-2.0755,1.5992,1,2,1,50.0,9.807631661936297,9.807631661936297,6.015591778880219,1.9844082211197815,历史1/2次成功; 当前距低点1.98%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
65,54.66464095251313,54.358207121692416,603029,天鹅股份,bottom_area,2023-05-05,19.3,2023-04-25,18.61,3.707684040838266,7.415368081676513,29.640831758034025,True,-2.0305,2.1036,1,2,1,50.0,17.26734803657881,17.26734803657881,4.292315959161734,3.707684040838266,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
66,54.14614012288127,53.67471353581568,002623,亚玛顿,bottom_area,2023-05-05,26.87,2023-04-25,25.95,3.545279383429679,7.013487475915222,30.42895442359249,True,-1.7191,1.0463,1,2,1,50.0,11.601884570082444,11.601884570082444,4.454720616570321,3.545279383429679,历史1/2次成功; 当前距低点3.55%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
67,52.00073379832626,52.38604774770782,002769,普路通,bottom_area,2023-05-05,8.81,2023-04-25,8.44,4.383886255924183,7.464454976303327,28.231292517006807,True,-0.7883,1.0301,1,2,1,50.0,14.953271028037399,14.953271028037399,3.6161137440758178,4.383886255924183,历史1/2次成功; 当前距低点4.38%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
68,49.745261426550805,50.30730841970056,002112,三变科技,confirmed_rebound,2023-05-05,9.81,2023-04-25,9.38,4.58422174840085,8.422174840085278,29.046898638426622,True,-2.1934,4.321,1,2,1,50.0,16.44803229061553,16.44803229061553,3.4157782515991504,4.58422174840085,历史1/2次成功; 当前距低点4.58%; 最新日涨幅-2.19%; 状态confirmed_rebound; 底部已确认
