rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.33146273644404,81.05111620732517,603033,三维股份,bottom_area,2023-08-03,15.3,2023-08-01,15.1,1.3245033112582854,2.7814569536423837,29.995363931386187,False,-0.3906,0.1272,3,3,3,100.0,15.757977188140112,24.922480620155024,6.675496688741715,1.3245033112582854,历史3/3次成功; 当前距低点1.32%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
12,75.96421549661544,72.9467715055272,600990,四创电子,bottom_area,2023-08-03,23.15,2023-07-24,22.72,1.8926056338028157,3.3890845070422517,29.199127454035533,False,-0.3444,0.3935,1,1,1,100.0,12.483399734395755,12.483399734395755,6.107394366197185,1.8926056338028157,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
13,75.88594825182747,74.47169719459852,605118,力鼎光电,bottom_area,2023-08-03,14.66,2023-07-28,14.23,3.02178496134926,4.216444132115247,30.210887690044142,False,0.0683,0.6357,1,1,1,100.0,12.050359712230225,12.050359712230225,4.978215038650741,3.02178496134926,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
14,74.75150135504569,74.75685547182074,600995,南网储能,confirmed_rebound,2023-08-03,11.17,2023-06-07,10.74,4.003724394785844,8.379888268156428,32.7909887359199,True,0.0,0.4375,1,1,1,100.0,26.64165103189493,26.64165103189493,3.9962756052141564,4.003724394785844,历史1/1次成功; 当前距低点4.00%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
15,73.76663127427705,73.99447191401227,300515,三德科技,bottom_area,2023-08-03,13.77,2023-07-28,13.22,4.160363086232972,4.311649016641441,27.162534435261698,False,1.6236,1.2687,1,1,1,100.0,23.441396508728182,23.441396508728182,3.839636913767028,4.160363086232972,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
16,73.75572210987424,74.51705296425604,002755,奥赛康,bottom_area,2023-08-03,8.3,2023-07-17,7.94,4.53400503778338,6.171284634760696,28.853046594982075,False,1.7157,0.2658,1,1,1,100.0,30.831099195710454,30.831099195710454,3.4659949622166204,4.53400503778338,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
17,73.06652106348331,72.51576839215052,300389,艾比森,bottom_area,2023-08-03,15.8,2023-08-01,15.25,3.6065573770491848,4.655737704918039,27.895981087470446,False,0.6369,1.9039,1,1,1,100.0,8.702791461412156,8.702791461412156,4.393442622950816,3.6065573770491848,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
18,72.48919832952488,73.23650965250967,002219,新里程,bottom_area,2023-08-03,3.92,2023-07-28,3.75,4.533333333333331,6.400000000000006,27.884615384615387,False,1.0309,0.5779,1,1,1,100.0,23.938223938223942,23.938223938223942,3.4666666666666686,4.533333333333331,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
19,72.20022483312417,68.05789690381731,688287,退市观典,bottom_area,2023-08-03,10.87,2023-08-01,10.77,0.9285051067780841,3.899721448467966,28.00802139037434,False,-0.0919,0.533,1,1,1,100.0,14.219830899308223,14.219830899308223,7.071494893221916,0.9285051067780841,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
20,71.78598953509518,67.5652942143935,300565,科信技术,bottom_area,2023-08-03,16.61,2023-08-03,16.47,0.8500303582270832,2.610807528840314,27.636203866432346,False,-1.3658,4.8009,1,1,1,100.0,10.60948081264109,10.60948081264109,7.149969641772917,0.8500303582270832,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
21,69.75451147588745,69.19442172164814,601360,三六零,bottom_area,2023-08-03,11.86,2023-07-24,11.45,3.5807860262008746,5.9388646288209745,29.1460396039604,False,-0.4198,0.9714,1,1,1,100.0,13.003300330033007,13.003300330033007,4.419213973799126,3.5807860262008746,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
22,69.06445992797315,69.99985161698301,688313,仕佳光子,bottom_area,2023-08-03,13.59,2023-08-01,12.98,4.699537750385203,6.9337442218798175,28.28729281767956,False,0.2212,4.119,1,1,1,100.0,8.574181117533707,8.574181117533707,3.300462249614797,4.699537750385203,历史1/1次成功; 当前距低点4.70%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
