rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.93405454226699,85.32997683545706,300598,诚迈科技,bottom_area,2025-12-18,44.05,2025-12-17,43.33,1.6616662820216912,4.1310870066928205,32.296875,False,-0.833,2.1035,5,5,5,100.0,26.22890300250812,45.24950099800398,8.33833371797831,1.6616662820216912,历史5/5次成功; 当前距低点1.66%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
12,85.74535789307092,84.72909847494657,600403,大有能源,bottom_area,2025-12-18,6.92,2025-12-17,6.63,4.374057315233786,7.993966817496233,27.934782608695645,True,0.5814,2.3134,4,4,4,100.0,24.58037179397625,37.18411552346569,5.625942684766215,4.374057315233786,历史4/4次成功; 当前距低点4.37%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
13,84.2318595993304,79.94460926044233,000701,厦门信达,bottom_area,2025-12-18,6.34,2025-12-17,6.2,2.2580645161290267,4.5161290322580685,28.32369942196532,False,0.158,5.5053,5,6,5,83.33333333333334,18.223994752060122,30.161579892280066,7.741935483870973,2.2580645161290267,历史5/6次成功; 当前距低点2.26%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
14,83.97816863945307,80.3425557801288,000665,湖北广电,bottom_area,2025-12-18,5.37,2025-12-17,5.23,2.6768642447418673,4.3977055449330695,27.46185852981969,False,0.5618,1.6788,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,7.323135755258134,2.6768642447418673,历史6/7次成功; 当前距低点2.68%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
15,83.68122944018658,78.13853088275904,600375,汉马科技,bottom_area,2025-12-18,5.78,2025-12-17,5.7,1.4035087719298258,2.8070175438596516,28.571428571428577,False,-0.6873,1.1991,2,2,2,100.0,17.73403700408087,22.073578595317713,8.596491228070175,1.4035087719298258,历史2/2次成功; 当前距低点1.40%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
16,83.10280629350942,77.78342376506015,000998,隆平高科,bottom_area,2025-12-18,9.3,2025-12-17,9.16,1.5283842794759888,1.9650655021834031,29.484218629715166,False,0.0,0.5797,1,1,1,100.0,11.549139367018313,11.549139367018313,8.471615720524012,1.5283842794759888,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,82.75802019851714,77.39145916175325,601162,天风证券,bottom_area,2025-12-18,4.11,2025-12-17,4.05,1.4814814814814938,3.4567901234568046,27.678571428571423,False,-0.9639,1.4993,2,2,2,100.0,14.673316879199232,18.939393939393938,8.518518518518507,1.4814814814814938,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
18,82.2896941176471,79.12470588235297,600708,光明地产,bottom_area,2025-12-18,3.15,2025-12-17,3.06,2.9411764705882306,3.921568627450984,27.65957446808511,False,0.9615,0.6387,1,1,1,100.0,36.07843137254903,36.07843137254903,7.05882352941177,2.9411764705882306,历史1/1次成功; 当前距低点2.94%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
19,81.88295960435417,78.10998241009413,003038,鑫铂股份,bottom_area,2025-12-18,15.03,2025-12-17,14.66,2.5238744884038145,3.7517053206002777,32.098193608151924,False,0.6024,1.6422,1,1,1,100.0,25.507614213197975,25.507614213197975,7.476125511596186,2.5238744884038145,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
20,81.51513347565154,78.52847665847668,003016,欣贺股份,bottom_area,2025-12-18,9.15,2025-12-17,8.88,3.0405405405405355,5.1801801801801695,30.5707584050039,False,0.5495,4.2994,1,1,1,100.0,34.09090909090909,34.09090909090909,6.959459459459465,3.0405405405405355,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
21,81.31181203364001,76.57041635200625,002459,晶澳科技,bottom_area,2025-12-18,11.03,2025-12-16,10.83,1.84672206832871,3.8781163434903037,29.215686274509807,False,-1.1649,0.8103,5,6,5,83.33333333333334,17.51402867990521,26.683937823834192,8.15327793167129,1.84672206832871,历史5/6次成功; 当前距低点1.85%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
22,81.13793126221324,76.59802146496627,301567,贝隆精密,bottom_area,2025-12-18,44.34,2025-12-17,43.48,1.9779208831646886,3.6798528058877675,31.527559055118115,False,-1.2912,9.8996,2,2,2,100.0,16.4929090246331,16.59192825112107,8.022079116835313,1.9779208831646886,历史2/2次成功; 当前距低点1.98%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
23,81.12016418428561,76.51326049947511,300681,英搏尔,bottom_area,2025-12-18,23.75,2025-12-17,23.3,1.9313304721030013,4.206008583690989,28.593319031566043,False,-1.1241,3.1262,5,6,5,83.33333333333334,18.24387442223989,27.487589035182385,8.068669527896999,1.9313304721030013,历史5/6次成功; 当前距低点1.93%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
24,81.06906826133489,76.4665775732752,301487,盟固利,bottom_area,2025-12-18,21.1,2025-12-17,20.7,1.9323671497584645,4.2995169082125635,28.000000000000004,False,-0.5186,3.1743,2,2,2,100.0,15.227820831852117,18.439999999999998,8.067632850241537,1.9323671497584645,历史2/2次成功; 当前距低点1.93%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
25,81.03320217767188,79.43892615110984,603030,全筑股份,confirmed_rebound,2025-12-18,2.89,2025-12-17,2.78,3.956834532374112,10.071942446043176,30.845771144278604,True,1.049,3.9904,6,7,6,85.71428571428571,32.19167603261121,51.87969924812029,6.043165467625888,3.956834532374112,历史6/7次成功; 当前距低点3.96%; 最新日涨幅1.05%; 状态confirmed_rebound; 底部已确认
26,80.7418630010652,74.89497100849593,605368,蓝天燃气,bottom_area,2025-12-18,7.66,2025-12-18,7.58,1.0554089709762544,1.4511873350923525,31.65013525698828,False,-0.7772,1.464,1,1,1,100.0,12.695179904955879,12.695179904955879,8.944591029023746,1.0554089709762544,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
27,80.25385559610302,74.32013594245723,600048,保利发展,bottom_area,2025-12-18,6.25,2025-12-17,6.19,0.969305331179315,1.93861066235863,27.60233918128655,False,-0.4777,0.7863,2,2,2,100.0,31.721247836269217,31.987577639751546,9.030694668820685,0.969305331179315,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
28,79.99453445173,75.38751937859375,002596,海南瑞泽,confirmed_rebound,2025-12-18,4.86,2025-12-18,4.77,1.8867924528302045,10.691823899371085,32.340425531914896,False,-6.8966,13.4197,3,3,3,100.0,12.631215973368882,14.970059880239523,8.113207547169795,1.8867924528302045,历史3/3次成功; 当前距低点1.89%; 最新日涨幅-6.90%; 状态confirmed_rebound; 底部未确认
29,79.41876250151533,77.54897795075132,301024,霍普股份,bottom_area,2025-12-18,34.59,2025-12-17,33.34,3.7492501499700057,5.068986202759441,27.913513513513504,False,0.8455,1.327,1,1,1,100.0,37.51219512195122,37.51219512195122,6.250749850029995,3.7492501499700057,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
30,79.29782392141726,72.20341828736775,002632,道明光学,bottom_area,2025-12-18,12.04,2025-12-18,12.03,0.08312551953449532,2.4937655860349186,27.223230490018157,False,-3.2932,6.1504,2,2,2,100.0,19.693249848959194,25.259515570934255,9.916874480465506,0.08312551953449532,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
31,79.08279072917829,74.65397648008648,603072,天和磁材,bottom_area,2025-12-18,40.27,2025-12-17,39.49,1.9751835907824793,3.7731071157254865,27.05947543405984,False,-0.0992,2.2492,1,1,1,100.0,22.674167027260935,22.674167027260935,8.024816409217522,1.9751835907824793,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
32,79.01476123209969,74.09020283975659,000593,德龙汇能,bottom_area,2025-12-18,10.02,2025-12-16,9.86,1.622718052738338,8.519269776876266,31.14525139664805,False,-1.7647,3.2655,1,1,1,100.0,15.322580645161285,15.322580645161285,8.377281947261663,1.622718052738338,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
33,79.01329360624382,71.9020595760022,002317,众生药业,bottom_area,2025-12-18,19.12,2025-12-18,19.11,0.05232862375720336,3.5060177917320865,29.74264705882353,False,-3.2389,6.1647,4,5,4,80.0,27.695531388003374,58.31999999999999,9.947671376242798,0.05232862375720336,历史4/5次成功; 当前距低点0.05%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
34,78.88932109155118,76.84024781644597,000819,岳阳兴长,bottom_area,2025-12-18,15.75,2025-12-17,15.2,3.618421052631584,5.0657894736842195,27.028324531925108,False,0.5747,1.5591,2,2,2,100.0,15.431439873365429,20.739549839228296,6.381578947368416,3.618421052631584,历史2/2次成功; 当前距低点3.62%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
35,78.67631438306186,73.9281232494386,603038,华立股份,bottom_area,2025-12-18,15.85,2025-12-17,15.58,1.7329910141206648,5.0064184852374805,29.661399548532724,False,-0.627,1.6703,3,4,3,75.0,19.969584739966248,28.753412192902637,8.267008985879336,1.7329910141206648,历史3/4次成功; 当前距低点1.73%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
36,77.82521865028566,74.85580069987088,688005,容百科技,bottom_area,2025-12-18,27.15,2025-12-16,26.37,2.9579067121729143,5.536594615092898,28.864310763420555,False,-1.6304,2.0435,5,6,5,83.33333333333334,21.916638012321442,38.76758854924795,7.042093287827086,2.9579067121729143,历史5/6次成功; 当前距低点2.96%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
37,77.6002627412832,73.58163933152969,603938,三孚股份,bottom_area,2025-12-18,17.12,2025-12-17,16.75,2.208955223880603,4.656716417910454,29.798826487845766,False,-0.8111,1.1129,1,1,1,100.0,19.774501300954046,19.774501300954046,7.7910447761193975,2.208955223880603,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
38,77.47322611831171,73.65338031950637,000692,惠天热电,bottom_area,2025-12-18,3.49,2025-12-17,3.41,2.346041055718477,3.8123167155425186,28.511530398322844,False,0.2874,2.9971,3,5,3,60.0,36.0341608954005,59.042553191489375,7.6539589442815235,2.346041055718477,历史3/5次成功; 当前距低点2.35%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
39,76.73481030397866,72.97307827316175,300890,翔丰华,bottom_area,2025-12-18,29.04,2025-12-17,28.37,2.361649629890723,4.2650687345787714,28.122624778312638,False,-1.0562,2.8081,1,1,1,100.0,18.37440553393861,18.37440553393861,7.638350370109277,2.361649629890723,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
40,76.66897646556328,73.98667247217733,301177,迪阿股份,bottom_area,2025-12-18,28.99,2025-12-17,28.11,3.130558520099605,6.438989683386703,31.88756966319361,False,1.7907,0.5214,1,1,1,100.0,10.776053215077603,10.776053215077603,6.869441479900395,3.130558520099605,历史1/1次成功; 当前距低点3.13%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
41,76.32512638858869,75.14393411323024,300358,楚天科技,bottom_area,2025-12-18,8.97,2025-12-17,8.61,4.1811846689895615,5.458768873403027,30.564516129032267,False,1.9318,2.8581,3,4,3,75.0,34.04319977702382,38.205499276411004,5.818815331010439,4.1811846689895615,历史3/4次成功; 当前距低点4.18%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
42,75.8123599780968,74.49113527196722,603178,圣龙股份,bottom_area,2025-12-18,18.38,2025-12-05,17.66,4.077010192525475,5.832389580973959,28.182187881252542,False,-0.863,1.2863,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,5.922989807474526,4.077010192525475,历史6/7次成功; 当前距低点4.08%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
43,75.77737417466855,73.3819926380861,603197,保隆科技,bottom_area,2025-12-18,35.23,2025-11-21,34.1,3.3137829912023324,6.334310850439873,27.431368376250266,False,-0.7046,1.4134,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,6.686217008797668,3.3137829912023324,历史5/6次成功; 当前距低点3.31%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
44,75.19235648070205,71.30809442657171,300768,迪普科技,bottom_area,2025-12-18,18.45,2025-12-17,18.05,2.216066481994452,3.379501385041548,29.43706020328381,False,-0.378,0.9372,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,7.783933518005548,2.216066481994452,历史2/3次成功; 当前距低点2.22%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
45,75.13776434629978,73.3616404203338,600802,福建水泥,bottom_area,2025-12-18,6.65,2025-12-18,6.41,3.7441497659906426,6.552262090483618,29.714912280701743,False,1.2177,7.7846,1,1,1,100.0,14.937106918238982,14.937106918238982,6.255850234009358,3.7441497659906426,历史1/1次成功; 当前距低点3.74%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
46,74.49124938293664,70.24975475615022,603353,和顺石油,bottom_area,2025-12-18,26.5,2025-12-17,26.0,1.9230769230769231,4.500000000000007,31.57894736842105,False,-0.6747,3.5696,4,6,4,66.66666666666666,20.579050936015864,27.079174983366617,8.076923076923077,1.9230769230769231,历史4/6次成功; 当前距低点1.92%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
47,73.44889862168729,72.79708681701092,300878,维康药业,bottom_area,2025-12-18,21.22,2025-12-17,20.3,4.5320197044334884,5.172413793103452,28.771929824561397,False,1.677,1.5847,1,1,1,100.0,21.55963302752294,21.55963302752294,5.467980295566512,4.5320197044334884,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
48,72.90476757371971,72.64118164246638,605033,美邦股份,bottom_area,2025-12-18,18.74,2025-12-18,17.88,4.809843400447424,7.326621923937374,28.135048231511256,False,-1.056,4.4531,2,2,2,100.0,29.933465567131744,31.96664350243223,5.1901565995525765,4.809843400447424,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
49,72.65434708769583,71.16641574923997,300035,中科电气,bottom_area,2025-12-18,20.71,2025-12-16,19.93,3.913697942799805,6.6231811339688935,30.798611111111114,False,-1.1456,3.8484,1,1,1,100.0,27.686274509803933,27.686274509803933,6.086302057200196,3.913697942799805,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
50,72.29785126118013,69.2528380968352,688337,普源精电,bottom_area,2025-12-18,36.73,2025-12-04,35.75,2.7412587412587324,6.545454545454556,28.499999999999996,False,0.0,0.6325,3,6,3,50.0,38.886602295188766,54.46153846153845,7.258741258741268,2.7412587412587324,历史3/6次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
51,70.83027285650832,68.85661393253261,300652,雷迪克,bottom_area,2025-12-18,49.75,2025-12-17,48.06,3.5164377861007026,6.471077819392425,27.18181818181818,False,-0.4203,1.3543,1,1,1,100.0,10.39834454216245,10.39834454216245,6.483562213899298,3.5164377861007026,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
52,69.1368857920842,64.83531219456049,600383,金地集团,bottom_area,2025-12-18,3.12,2025-12-15,3.07,1.6286644951140152,3.583061889250825,32.675438596491226,False,-0.6369,1.2783,2,4,2,50.0,23.971329265701364,32.594936708860764,8.371335504885986,1.6286644951140152,历史2/4次成功; 当前距低点1.63%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
53,68.95302168427845,68.93890064768533,688190,云路股份,bottom_area,2025-12-18,97.64,2025-12-10,93.0,4.989247311827957,9.548387096774189,28.351309707241917,True,-0.4385,0.2616,1,1,1,100.0,19.70099203576919,19.70099203576919,5.010752688172043,4.989247311827957,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.44%; 状态bottom_area; 底部已确认
54,68.46138720180744,67.55461386138614,601360,三六零,bottom_area,2025-12-18,10.43,2025-12-17,10.0,4.299999999999997,5.9999999999999964,30.50729673384295,False,-0.7612,1.8778,1,1,1,100.0,13.003300330033007,13.003300330033007,5.700000000000004,4.299999999999997,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
55,67.03490715234614,66.95064251085775,301291,明阳电气,confirmed_rebound,2025-12-18,42.11,2025-12-04,40.13,4.933964615001238,12.010964365811114,27.888589398023356,True,-2.7483,2.5139,1,1,1,100.0,18.54882705946537,18.54882705946537,5.066035384998763,4.933964615001238,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-2.75%; 状态confirmed_rebound; 底部已确认
56,65.2126292549138,63.77915635953661,603032,德新科技,bottom_area,2025-12-18,18.42,2025-12-16,17.74,3.833145434047369,6.8207440811724975,28.869286287089025,False,-2.1254,2.9521,3,5,3,60.0,23.649074995508602,33.061224489795926,6.166854565952631,3.833145434047369,历史3/5次成功; 当前距低点3.83%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
57,64.91939355368048,61.65860209664632,002184,海得控制,bottom_area,2025-12-18,12.48,2025-12-17,12.2,2.2950819672131244,3.688524590163943,29.357266936884773,False,-0.6369,2.2058,2,5,2,40.0,36.72789775210886,50.27203482045704,7.704918032786876,2.2950819672131244,历史2/5次成功; 当前距低点2.30%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
58,63.75211093225661,59.179051881319424,002017,东信和平,confirmed_rebound,2025-12-18,20.33,2025-12-16,20.11,1.0939830929885572,10.691198408751875,30.342916522341532,False,-2.7273,3.4282,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,8.906016907011443,1.0939830929885572,历史1/3次成功; 当前距低点1.09%; 最新日涨幅-2.73%; 状态confirmed_rebound; 底部未确认
59,61.762105564497695,59.15511867610839,001282,三联锻造,bottom_area,2025-12-18,19.9,2025-12-17,19.37,2.7361899845121194,4.078471863706758,27.992565055762075,False,0.2014,2.8543,1,3,1,33.33333333333333,37.31343283582089,37.31343283582089,7.2638100154878815,2.7361899845121194,历史1/3次成功; 当前距低点2.74%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
60,61.56595300904237,58.310741700518285,002453,华软科技,bottom_area,2025-12-18,6.18,2025-12-17,6.05,2.1487603305785106,6.115702479338845,28.31753554502369,False,-0.8026,3.1956,1,2,1,50.0,28.60169491525425,28.60169491525425,7.851239669421489,2.1487603305785106,历史1/2次成功; 当前距低点2.15%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
61,61.084218586683534,59.28662636841913,300056,中创环保,bottom_area,2025-12-18,8.74,2025-12-17,8.45,3.4319526627219052,6.9822485207100575,29.34782608695653,False,0.8074,6.953,1,2,1,50.0,27.10472279260781,27.10472279260781,6.568047337278096,3.4319526627219052,历史1/2次成功; 当前距低点3.43%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
62,60.93568177572944,59.35028006775831,002605,姚记科技,bottom_area,2025-12-18,23.21,2025-12-17,22.4,3.6160714285714386,4.776785714285716,27.71861890932559,False,1.709,1.629,2,5,2,40.0,18.037220026350465,23.2121212121212,6.383928571428562,3.6160714285714386,历史2/5次成功; 当前距低点3.62%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
63,60.42038983642349,57.885925011591645,002402,和而泰,bottom_area,2025-12-18,38.85,2025-12-17,37.81,2.750595080666488,6.241734990743188,29.221265443654058,False,0.4655,7.5178,1,2,1,50.0,11.221945137157112,11.221945137157112,7.249404919333513,2.750595080666488,历史1/2次成功; 当前距低点2.75%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
64,56.58262049919455,51.9213881486605,002670,国盛证券,bottom_area,2025-12-18,16.43,2025-12-17,16.35,0.48929663608561647,3.1804281345565717,29.6774193548387,False,-1.4988,1.1575,1,2,1,50.0,13.747228381374727,13.747228381374727,9.510703363914384,0.48929663608561647,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
65,56.45255344377954,53.13891206411898,688348,昱能科技,bottom_area,2025-12-18,50.21,2025-12-17,49.31,1.8251875887243938,3.4272966943824734,31.77919203099059,False,-1.1614,0.6121,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,8.174812411275607,1.8251875887243938,历史1/3次成功; 当前距低点1.83%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
66,55.15695017217804,53.59028452395054,603767,中马传动,bottom_area,2025-12-18,22.85,2025-11-21,22.08,3.487318840579724,9.601449275362324,27.725040916530286,True,-0.9536,1.9252,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,6.512681159420277,3.487318840579724,历史1/3次成功; 当前距低点3.49%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
67,51.099648403141195,47.2040634399781,002163,海南发展,confirmed_rebound,2025-12-18,13.22,2025-12-18,13.11,0.8390541571319696,10.60259344012205,30.708245243128975,False,-5.6388,13.6688,1,3,1,33.33333333333333,32.54716981132074,32.54716981132074,9.160945842868031,0.8390541571319696,历史1/3次成功; 当前距低点0.84%; 最新日涨幅-5.64%; 状态confirmed_rebound; 底部未确认
