rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.48968759064921,84.1827299703264,300348,长亮科技,bottom_area,2026-06-02,10.25,14.95,2026-06-01,10.11,1.3847675568743876,4.945598417408506,32.37458193979933,31.438127090301,False,-2.1947,1.9678,2,2,2,100.0,61.67178134052256,87.71331058020478,18.615232443125613,1.3847675568743876,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
69,71.25318790815919,61.02288133192475,000566,海南海药,bottom_area,2026-06-02,4.08,5.57,2026-05-27,4.02,1.4925373134328483,4.72636815920399,27.827648114901265,26.750448833034113,False,-2.3923,1.5269,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,18.507462686567152,1.4925373134328483,历史2/6次成功; 当前距低点1.49%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
70,71.10912176297914,60.2702896351161,688552,航天南湖,bottom_area,2026-06-02,29.46,42.49,2026-06-02,29.19,0.9249743062692687,7.810894141829385,31.30148270181219,30.666039068016005,False,-5.5466,2.9259,2,3,2,66.66666666666666,21.411636487867607,21.800367421922857,19.075025693730733,0.9249743062692687,历史2/3次成功; 当前距低点0.92%; 最新日涨幅-5.55%; 状态bottom_area; 底部未确认
71,70.9867230349019,64.647378779577,688283,坤恒顺维,bottom_area,2026-06-02,37.12,49.97,2026-06-02,35.4,4.858757062146889,6.553672316384182,29.15749449669802,25.715429257554533,False,0.0539,1.6899,2,4,2,50.0,40.08249936167695,44.29121231558692,15.14124293785311,4.858757062146889,历史2/4次成功; 当前距低点4.86%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
72,70.63612085577982,59.873570980198174,000813,德展健康,bottom_area,2026-06-02,3.26,4.5,2026-05-28,3.23,0.9287925696594366,8.359133126934985,28.22222222222222,27.55555555555556,True,-4.3988,1.8821,3,6,3,50.0,29.57644107000913,39.9103139013453,19.071207430340564,0.9287925696594366,历史3/6次成功; 当前距低点0.93%; 最新日涨幅-4.40%; 状态bottom_area; 底部已确认
73,70.03106049201827,62.251472552086675,600391,航发科技,bottom_area,2026-06-02,33.72,47.53,2026-06-02,32.57,3.530856616518264,7.737181455326998,31.474857984430887,29.055333473595628,False,-3.4364,4.527,2,3,2,66.66666666666666,24.1675213499013,27.709431751611014,16.46914338348174,3.530856616518264,历史2/3次成功; 当前距低点3.53%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
74,69.88047561845991,62.59372850115249,002519,银河电子,bottom_area,2026-06-02,6.58,9.11,2026-06-02,6.33,3.949447077409163,5.6872037914692,30.515916575192094,27.77167947310647,False,-1.2012,3.1491,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,16.05055292259084,3.949447077409163,历史2/3次成功; 当前距低点3.95%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
75,67.5290457025272,58.20521978021978,301636,泽润新能,bottom_area,2026-06-02,50.84,69.6,2026-06-02,49.92,1.8429487179487214,5.949519230769228,28.27586206896551,26.954022988505738,False,-2.8659,2.9397,1,2,1,50.0,24.285714285714274,24.285714285714274,18.157051282051277,1.8429487179487214,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
76,67.51740483721346,58.40236083357122,600770,综艺股份,bottom_area,2026-06-02,6.01,8.62,2026-06-02,5.89,2.037351443123941,4.753820033955862,31.67053364269141,30.278422273781896,False,-2.2764,2.6733,1,2,1,50.0,27.72861356932153,27.72861356932153,17.96264855687606,2.037351443123941,历史1/2次成功; 当前距低点2.04%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
77,67.38597302716482,56.45250269082307,600009,上海机场,bottom_area,2026-06-02,24.35,34.16,2026-06-02,24.28,0.2883031301482713,2.018121911037885,28.92271662763465,28.717798594847764,False,-1.9726,0.8045,2,5,2,40.0,23.97760122344691,27.704918032786885,19.711696869851732,0.2883031301482713,历史2/5次成功; 当前距低点0.29%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
78,67.16825605100821,57.96936198891716,688133,泰坦科技,bottom_area,2026-06-02,21.3,29.15,2026-06-02,20.9,1.9138755980861348,7.129186602870824,28.30188679245283,26.92967409948541,False,-4.8682,4.4565,1,2,1,50.0,34.10214168039539,34.10214168039539,18.086124401913867,1.9138755980861348,历史1/2次成功; 当前距低点1.91%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
79,67.07849042446004,60.54719496733898,688170,德龙激光,bottom_area,2026-06-02,71.4,95.65,2026-06-02,68.41,4.370706037129088,7.732787604151449,28.478829064296924,25.352848928384734,False,1.9126,7.9109,2,5,2,40.0,33.722606085985475,41.82021217197096,15.629293962870912,4.370706037129088,历史2/5次成功; 当前距低点4.37%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
80,66.97437725043496,57.29133475639616,300546,雄帝科技,bottom_area,2026-06-02,17.04,23.58,2026-06-02,16.8,1.428571428571419,5.654761904761901,28.7531806615776,27.735368956743002,False,-3.2368,2.9241,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,18.571428571428584,1.428571428571419,历史2/6次成功; 当前距低点1.43%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
81,66.51187849341244,57.40095731377723,300569,天能重工,bottom_area,2026-06-02,5.33,7.18,2026-06-02,5.23,1.9120458891013314,4.780114722753346,27.158774373259043,25.766016713091915,False,-2.381,1.7836,1,3,1,33.33333333333333,40.25316455696202,40.25316455696202,18.087954110898668,1.9120458891013314,历史1/3次成功; 当前距低点1.91%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
82,66.11020908363153,58.137118540882014,603113,金能科技,bottom_area,2026-06-02,5.25,7.5,2026-05-26,5.1,2.9411764705882426,5.882352941176485,32.00000000000001,30.0,False,-2.4164,0.953,2,5,2,40.0,25.71505856894199,31.03448275862069,17.05882352941176,2.9411764705882426,历史2/5次成功; 当前距低点2.94%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
83,65.35687371615373,57.730385895254344,603275,众辰科技,bottom_area,2026-06-02,41.8,55.6,2026-06-02,40.51,3.1843989138484305,4.023697852382135,27.140287769784177,24.820143884892094,False,-0.3576,4.6921,1,2,1,50.0,38.17642698295033,38.17642698295033,16.81560108615157,3.1843989138484305,历史1/2次成功; 当前距低点3.18%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
84,65.31738353216802,58.997723848515236,605218,伟时电子,bottom_area,2026-06-02,16.58,22.37,2026-06-01,15.88,4.408060453400488,9.886649874055406,29.01206973625391,25.8828788556102,False,0.3025,2.0916,2,6,2,33.33333333333333,40.29445348889792,42.36874236874236,15.591939546599514,4.408060453400488,历史2/6次成功; 当前距低点4.41%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
85,65.28924411744104,56.29170575358242,603123,翠微股份,bottom_area,2026-06-02,9.86,13.39,2026-06-02,9.68,1.8595041322314023,5.888429752066119,27.707244212098587,26.362957430918605,False,-4.0856,2.8028,2,7,2,28.57142857142857,37.51123366013071,45.93749999999999,18.1404958677686,1.8595041322314023,历史2/7次成功; 当前距低点1.86%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
86,65.00551499081531,58.01567466922227,300603,立昂技术,bottom_area,2026-06-02,9.13,12.6,2026-06-02,8.8,3.7500000000000004,4.886363636363632,30.15873015873015,27.53968253968253,False,-0.8686,4.8425,3,8,3,37.5,40.39341220011974,49.427168576104755,16.25,3.7500000000000004,历史3/8次成功; 当前距低点3.75%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
87,64.98690276686447,55.57453950515576,300615,欣天科技,bottom_area,2026-06-02,11.49,15.98,2026-06-01,11.33,1.4121800529567532,7.14916151809356,29.09887359198999,28.09762202753442,False,-2.1295,3.7831,1,3,1,33.33333333333333,24.306326304106545,24.306326304106545,18.58781994704325,1.4121800529567532,历史1/3次成功; 当前距低点1.41%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
88,64.82245105148658,56.71964467005076,600067,冠城新材,bottom_area,2026-06-02,3.08,4.2,2026-05-29,3.0,2.6666666666666687,5.666666666666664,28.571428571428577,26.666666666666668,False,-1.9108,1.7441,1,2,1,50.0,26.39593908629443,26.39593908629443,17.333333333333336,2.6666666666666687,历史1/2次成功; 当前距低点2.67%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
89,64.60468974944177,57.41863894577817,603348,文灿股份,bottom_area,2026-06-02,16.46,22.0,2026-06-01,15.9,3.5220125786163554,4.968553459119502,27.727272727272727,25.181818181818176,False,-0.9627,0.4201,2,5,2,40.0,28.97219153238415,31.539888682745836,16.477987421383645,3.5220125786163554,历史2/5次成功; 当前距低点3.52%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
90,64.56702208879828,57.07582063098191,601002,晋亿实业,bottom_area,2026-06-02,5.12,6.81,2026-05-28,4.96,3.2258064516129057,8.66935483870967,27.16593245227606,24.816446402349477,False,-0.7752,1.4407,1,2,1,50.0,35.164835164835154,35.164835164835154,16.774193548387096,3.2258064516129057,历史1/2次成功; 当前距低点3.23%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
91,64.37753517493627,54.682652125993016,000710,贝瑞基因,bottom_area,2026-06-02,8.72,12.09,2026-05-28,8.63,1.0428736964078777,4.866743916570103,28.61869313482216,27.874276261373033,False,-2.8953,1.8174,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,18.957126303592123,1.0428736964078777,历史1/7次成功; 当前距低点1.04%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
92,63.75715622674085,55.02235704573104,002392,北京利尔,bottom_area,2026-06-02,8.0,11.33,2026-06-02,7.85,1.9108280254777117,3.3121019108280225,30.71491615180936,29.3909973521624,False,-0.6211,1.7965,1,4,1,25.0,28.838951310861425,28.838951310861425,18.089171974522287,1.9108280254777117,历史1/4次成功; 当前距低点1.91%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
93,63.68273663198256,56.61469131832796,002469,三维化学,bottom_area,2026-06-02,6.44,8.96,2026-05-29,6.22,3.536977491961425,6.430868167202579,30.58035714285715,28.125,False,-1.8293,1.1263,1,2,1,50.0,36.5,36.5,16.463022508038577,3.536977491961425,历史1/2次成功; 当前距低点3.54%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
94,63.677462148644075,53.64935837257395,688656,浩欧博,bottom_area,2026-06-02,107.64,147.77,2026-06-02,107.0,0.5981308411214958,3.8878504672897165,27.59017391892807,27.157068417134738,False,-3.123,0.5585,1,2,1,50.0,34.5865413458654,34.5865413458654,19.401869158878505,0.5981308411214958,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
95,62.791986355667156,53.10294125754954,002009,天奇股份,bottom_area,2026-06-02,21.32,28.99,2026-06-02,21.15,0.8037825059101735,4.491725768321526,27.043808209727494,26.457399103139007,False,-1.342,5.2494,1,4,1,25.0,44.78798586572438,44.78798586572438,19.19621749408983,0.8037825059101735,历史1/4次成功; 当前距低点0.80%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
96,62.7228512529562,55.25843336843338,300511,雪榕生物,bottom_area,2026-06-02,6.1,8.48,2026-05-29,5.92,3.040540540540536,6.250000000000002,30.188679245283023,28.066037735849065,False,-2.2436,3.3727,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,16.959459459459463,3.040540540540536,历史2/6次成功; 当前距低点3.04%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
97,62.57566807721366,54.70775211450878,002654,万润科技,bottom_area,2026-06-02,14.88,20.1,2026-06-02,14.5,2.620689655172419,5.379310344827582,27.86069651741294,25.970149253731346,False,-1.7822,6.0755,1,4,1,25.0,35.84905660377357,35.84905660377357,17.37931034482758,2.620689655172419,历史1/4次成功; 当前距低点2.62%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
98,62.35188294330677,54.61522847821586,603318,水发燃气,bottom_area,2026-06-02,9.05,12.28,2026-05-29,8.81,2.7241770715096503,7.604994324631099,28.257328990228004,26.302931596091195,True,-2.1622,7.1514,1,3,1,33.33333333333333,26.037735849056602,26.037735849056602,17.27582292849035,2.7241770715096503,历史1/3次成功; 当前距低点2.72%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
99,62.2171973370161,55.00765775258731,603131,上海沪工,bottom_area,2026-06-02,18.51,25.48,2026-06-02,17.93,3.2348020078081534,4.740658114891252,29.631083202511775,27.354788069073777,False,-1.4377,2.3238,2,6,2,33.33333333333333,26.933725790626717,30.158730158730158,16.76519799219185,3.2348020078081534,历史2/6次成功; 当前距低点3.23%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
100,61.77006954630805,53.68003695826506,000792,盐湖股份,bottom_area,2026-06-02,30.35,41.6,2026-06-02,29.67,2.291877317155375,3.2018874283788317,28.677884615384613,27.04326923076923,False,-0.0987,1.532,1,3,1,33.33333333333333,24.904214559386965,24.904214559386965,17.708122682844625,2.291877317155375,历史1/3次成功; 当前距低点2.29%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
101,61.57899128709296,52.11706679195056,600620,天宸股份,bottom_area,2026-06-02,4.77,6.54,2026-06-01,4.73,0.8456659619450135,6.76532769556024,27.675840978593264,27.064220183486242,False,-3.6364,1.1356,1,2,1,50.0,29.38271604938273,29.38271604938273,19.154334038054987,0.8456659619450135,历史1/2次成功; 当前距低点0.85%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
102,61.159298802372575,52.866512524084776,688223,晶科能源,bottom_area,2026-06-02,5.61,7.83,2026-06-02,5.5,2.0000000000000058,6.181818181818179,29.757343550447,28.352490421455933,False,-3.1088,1.4161,1,3,1,33.33333333333333,27.167630057803482,27.167630057803482,17.999999999999993,2.0000000000000058,历史1/3次成功; 当前距低点2.00%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
103,60.526969014555974,54.13201882081773,301387,光大同创,bottom_area,2026-06-02,91.64,121.48,2026-06-02,88.23,3.8648985605802975,5.610336620197215,27.370760619031937,24.563714191636485,False,0.3175,8.1013,1,3,1,33.33333333333333,24.143302180685357,24.143302180685357,16.135101439419703,3.8648985605802975,历史1/3次成功; 当前距低点3.86%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
104,60.52348642664163,54.671342700910394,688221,前沿生物,bottom_area,2026-06-02,19.17,25.51,2026-06-02,18.36,4.411764705882366,5.718954248366017,28.028224225793814,24.85299882399059,False,-1.793,3.1542,3,8,3,37.5,30.52508725979674,34.87394957983194,15.588235294117636,4.411764705882366,历史3/8次成功; 当前距低点4.41%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
105,60.472271311090296,54.541219423147155,002809,红墙股份,bottom_area,2026-06-02,8.92,11.99,2026-06-01,8.55,4.32748538011695,9.005847953216369,28.6905754795663,25.604670558799004,True,-2.938,4.1623,1,2,1,50.0,25.84884994523548,25.84884994523548,15.672514619883051,4.32748538011695,历史1/2次成功; 当前距低点4.33%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
106,60.34875703479594,51.114453557021875,600611,大众交通,bottom_area,2026-06-02,4.55,6.59,2026-06-02,4.51,0.8869179600886926,4.656319290465631,31.562974203338396,30.955993930197266,False,-4.6122,5.8853,1,2,1,50.0,24.497991967871478,24.497991967871478,19.11308203991131,0.8869179600886926,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
107,60.16647205659047,52.164034886502094,603360,百傲化学,bottom_area,2026-06-02,19.36,27.99,2026-06-02,18.95,2.16358839050132,8.073878627968343,32.29724901750625,30.832440157199,False,-4.9116,2.9927,1,3,1,33.33333333333333,25.39614561027837,25.39614561027837,17.836411609498683,2.16358839050132,历史1/3次成功; 当前距低点2.16%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
108,60.150923412071165,52.852901674556186,688123,聚辰股份,bottom_area,2026-06-02,127.2,176.5,2026-06-02,123.62,2.8959715256430982,6.058890147225375,29.960339943342774,27.932011331444755,False,-0.3681,5.1963,1,3,1,33.33333333333333,27.862276449941504,27.862276449941504,17.1040284743569,2.8959715256430982,历史1/3次成功; 当前距低点2.90%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
109,59.91308478279498,51.3471590909091,688176,亚虹医药,bottom_area,2026-06-02,10.61,14.59,2026-06-02,10.45,1.5311004784689008,5.0717703349282415,28.375599725839624,27.27895819054147,False,-3.1934,2.332,1,5,1,20.0,25.473484848484844,25.473484848484844,18.4688995215311,1.5311004784689008,历史1/5次成功; 当前距低点1.53%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
110,59.25106160814619,51.64741447683446,688682,霍莱沃,bottom_area,2026-06-02,39.6,53.63,2026-06-02,38.65,2.45795601552394,6.8564036222509674,27.93212754055567,26.160730934178634,False,-3.5793,2.0529,1,3,1,33.33333333333333,26.22699386503069,26.22699386503069,17.54204398447606,2.45795601552394,历史1/3次成功; 当前距低点2.46%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
111,59.084764158117984,49.72405046302008,002772,众兴菌业,bottom_area,2026-06-02,13.11,19.2,2026-06-02,13.04,0.5368098159509225,5.521472392638042,32.083333333333336,31.71875,False,-4.0264,2.7802,1,3,1,33.33333333333333,32.175502742230364,32.175502742230364,19.46319018404908,0.5368098159509225,历史1/3次成功; 当前距低点0.54%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
112,59.00070752667921,51.83388021169486,002769,普路通,bottom_area,2026-06-02,7.84,10.99,2026-05-28,7.62,2.8871391076115454,7.086614173228346,30.664240218380346,28.66242038216561,True,-3.3292,2.343,1,5,1,20.0,35.51912568306011,35.51912568306011,17.112860892388458,2.8871391076115454,历史1/5次成功; 当前距低点2.89%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
113,58.763064925942885,53.185748587570615,600103,青山纸业,bottom_area,2026-06-02,3.7,5.1,2026-06-02,3.54,4.51977401129944,4.802259887005648,30.588235294117645,27.450980392156854,False,0.271,3.8998,1,3,1,33.33333333333333,27.083333333333325,27.083333333333325,15.48022598870056,4.51977401129944,历史1/3次成功; 当前距低点4.52%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
114,58.60145552825773,52.884737734583595,300490,华自科技,bottom_area,2026-06-02,15.56,21.17,2026-06-02,14.91,4.359490274983235,6.371562709590874,29.570146433632505,26.499763816721778,False,-0.6386,3.3487,2,6,2,33.33333333333333,29.306678646301293,32.06349206349206,15.640509725016766,4.359490274983235,历史2/6次成功; 当前距低点4.36%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
115,58.24254466501241,48.89692307692307,002320,海峡股份,bottom_area,2026-06-02,7.44,11.0,2026-05-28,7.41,0.4048582995951451,4.858299595141693,32.63636363636363,32.36363636363636,False,-3.125,0.7647,1,3,1,33.33333333333333,26.111111111111097,26.111111111111097,19.595141700404856,0.4048582995951451,历史1/3次成功; 当前距低点0.40%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
116,57.978035418741506,50.74625240981644,003001,中岩大地,bottom_area,2026-06-02,17.22,23.75,2026-06-02,16.77,2.6833631484794234,6.320810971973755,29.389473684210525,27.494736842105265,False,-3.8526,4.7996,1,4,1,25.0,25.533980582524272,25.533980582524272,17.316636851520578,2.6833631484794234,历史1/4次成功; 当前距低点2.68%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
117,57.87742860186282,51.7153541139033,301517,陕西华达,bottom_area,2026-06-02,53.88,75.69,2026-06-02,51.9,3.8150289017341117,5.780346820809249,31.43083630598494,28.81490289338089,False,-0.517,3.9818,1,4,1,25.0,34.40118284869394,34.40118284869394,16.184971098265887,3.8150289017341117,历史1/4次成功; 当前距低点3.82%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
118,57.71275695685901,51.86379979891921,002218,拓日新能,bottom_area,2026-06-02,4.54,6.46,2026-06-02,4.36,4.1284403669724705,4.816513761467888,32.50773993808049,29.721362229102166,False,-1.3043,3.5789,1,4,1,25.0,39.04109589041095,39.04109589041095,15.871559633027532,4.1284403669724705,历史1/4次成功; 当前距低点4.13%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
119,57.12785014503365,50.651939001086596,002466,天齐锂业,bottom_area,2026-06-02,61.29,82.49,2026-06-02,59.28,3.390688259109308,5.145074224021587,28.136743847739115,25.700084858770754,False,-1.4155,3.7143,1,5,1,20.0,34.31563565513881,34.31563565513881,16.609311740890693,3.390688259109308,历史1/5次成功; 当前距低点3.39%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
120,56.14295868478466,49.85570557377051,300739,明阳电路,bottom_area,2026-06-02,31.56,41.8,2026-06-02,30.5,3.4754098360655696,6.688524590163931,27.033492822966505,24.49760765550239,False,-0.1266,9.4946,1,4,1,25.0,20.239999999999995,20.239999999999995,16.524590163934434,3.4754098360655696,历史1/4次成功; 当前距低点3.48%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
121,55.78920212631257,50.220830925428594,002612,朗姿股份,bottom_area,2026-06-02,13.33,17.94,2026-05-28,12.79,4.222048475371391,7.505863956215801,28.70680044593089,25.696767001114836,True,-2.4872,1.6687,1,3,1,33.33333333333333,20.77294685990338,20.77294685990338,15.777951524628609,4.222048475371391,历史1/3次成功; 当前距低点4.22%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
122,55.172922277171644,48.71938040604136,002858,力盛体育,bottom_area,2026-06-02,13.03,17.45,2026-06-02,12.63,3.167062549485341,8.076009501187645,27.621776504297983,25.32951289398281,False,-3.8376,5.2147,1,4,1,25.0,20.566037735849065,20.566037735849065,16.83293745051466,3.167062549485341,历史1/4次成功; 当前距低点3.17%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
123,55.13388531706777,46.415668072413084,300751,迈为股份,bottom_area,2026-06-02,218.72,303.0,2026-06-02,217.51,0.5562962622408202,10.965013102845857,28.21452145214522,27.815181518151817,False,-9.7987,7.3349,1,5,1,20.0,26.849588980226617,26.849588980226617,19.44370373775918,0.5562962622408202,历史1/5次成功; 当前距低点0.56%; 最新日涨幅-9.80%; 状态bottom_area; 底部未确认
124,55.003135051726225,49.01091435822753,688084,晶品特装,bottom_area,2026-06-02,51.79,72.06,2026-06-02,49.96,3.662930344275417,7.08566853482786,30.668887038578962,28.12933666389121,False,-2.2277,2.0844,1,5,1,20.0,28.830083565459613,28.830083565459613,16.337069655724584,3.662930344275417,历史1/5次成功; 当前距低点3.66%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
125,54.5394460560605,49.48886963446135,002589,瑞康医药,bottom_area,2026-06-02,2.92,3.95,2026-05-27,2.79,4.659498207885301,5.734767025089611,29.367088607594937,26.07594936708861,False,-0.6803,1.6523,2,8,2,25.0,32.78239542171958,37.073170731707336,15.340501792114699,4.659498207885301,历史2/8次成功; 当前距低点4.66%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
126,53.96702982804565,49.14161195030673,300485,赛升药业,bottom_area,2026-06-02,8.86,12.14,2026-05-27,8.45,4.852071005917162,7.810650887573967,30.395387149917635,27.018121911037902,True,-2.2075,1.476,1,5,1,20.0,34.915773353751916,34.915773353751916,15.147928994082838,4.852071005917162,历史1/5次成功; 当前距低点4.85%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
127,53.02585235586743,48.36397891433853,688152,麒麟信安,bottom_area,2026-06-02,32.7,43.11,2026-05-29,31.16,4.942233632862654,10.847240051347878,27.719786592437952,24.147529575504514,True,-2.0665,1.4098,1,4,1,25.0,21.006836544437533,21.006836544437533,15.057766367137349,4.942233632862654,历史1/4次成功; 当前距低点4.94%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
