rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.06690132014657,76.24613316261203,002401,中远海科,bottom_area,2025-04-03,15.66,2025-03-31,15.62,0.25608194622279723,5.953905249679908,28.414298808432637,False,-2.8536,2.9064,1,1,1,100.0,68.49925705794946,68.49925705794946,19.743918053777204,0.25608194622279723,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
12,72.04093985314402,61.85584146011331,000665,湖北广电,bottom_area,2025-04-03,4.98,2025-03-31,4.9,1.632653061224491,8.367346938775494,27.83505154639175,True,-0.994,4.0794,2,6,2,33.33333333333333,34.919124227805554,43.606557377049185,18.367346938775512,1.632653061224491,历史2/6次成功; 当前距低点1.63%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
13,70.04378517334818,59.53721739734594,002599,盛通股份,bottom_area,2025-04-03,9.35,2025-03-31,9.25,1.0810810810810774,6.162162162162165,31.53219837157661,False,-2.9076,4.0259,1,2,1,50.0,22.107969151670947,22.107969151670947,18.918918918918923,1.0810810810810774,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
14,69.08932987800831,59.05498678453446,300676,华大基因,bottom_area,2025-04-03,51.92,2025-03-31,51.21,1.3864479593829346,6.22925209919937,27.155049786628734,False,-2.5526,0.9926,1,2,1,50.0,23.258538343696497,23.258538343696497,18.613552040617066,1.3864479593829346,历史1/2次成功; 当前距低点1.39%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
15,68.69280630468747,57.96298682252116,002406,远东传动,bottom_area,2025-04-03,7.39,2025-04-03,7.34,0.6811989100817415,3.9509536784741153,32.53676470588236,False,-3.0184,9.005,2,5,2,40.0,47.12967923391146,67.88321167883211,19.31880108991826,0.6811989100817415,历史2/5次成功; 当前距低点0.68%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
16,68.65405772506811,60.41712493632196,002329,皇氏集团,bottom_area,2025-04-03,3.11,2025-04-03,3.02,2.980132450331121,6.95364238410596,27.05314009661835,False,0.0,16.2672,1,2,1,50.0,27.644230769230756,27.644230769230756,17.01986754966888,2.980132450331121,历史1/2次成功; 当前距低点2.98%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,68.44813593203403,59.40781609195405,301428,世纪恒通,bottom_area,2025-04-03,40.48,2025-03-31,39.6,2.2222222222222103,8.005050505050509,27.999999999999996,True,-1.196,4.5403,1,2,1,50.0,26.206896551724135,26.206896551724135,17.777777777777793,2.2222222222222103,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
18,67.3037829607195,56.7244913267698,000555,神州信息,bottom_area,2025-04-03,11.41,2025-04-03,11.34,0.6172839506172865,3.703703703703703,29.080675422138842,False,-2.3952,2.588,1,2,1,50.0,41.139240506329116,41.139240506329116,19.382716049382715,0.6172839506172865,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
19,65.45328960918043,55.039389671361505,002123,梦网科技,bottom_area,2025-04-03,14.27,2025-04-03,14.2,0.49295774647887525,3.5211267605633805,30.630190522716173,False,-2.5273,3.5571,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,19.507042253521124,0.49295774647887525,历史1/3次成功; 当前距低点0.49%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
20,65.3382965548022,56.880365641808936,300386,飞天诚信,bottom_area,2025-04-03,14.58,2025-03-31,14.24,2.387640449438201,4.6348314606741585,30.536585365853657,False,-1.2195,2.5464,3,9,3,33.33333333333333,26.61748673760595,31.195335276967924,17.612359550561802,2.387640449438201,历史3/9次成功; 当前距低点2.39%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
21,65.24899178516623,55.25816182811152,301366,一博科技,bottom_area,2025-04-03,51.57,2025-04-03,51.12,0.8802816901408507,4.166666666666672,32.29139072847683,False,-2.9727,4.4148,1,2,1,50.0,36.479591836734706,36.479591836734706,19.119718309859152,0.8802816901408507,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
22,64.59800334982698,54.538981001727095,002730,电光科技,bottom_area,2025-04-03,15.55,2025-03-31,15.44,0.7124352331606296,5.375647668393783,31.071428571428566,False,-2.6299,2.3994,1,3,1,33.33333333333333,113.1578947368421,113.1578947368421,19.28756476683937,0.7124352331606296,历史1/3次成功; 当前距低点0.71%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
23,64.30709661293614,56.56943786982248,600960,渤海汽车,bottom_area,2025-04-03,3.48,2025-03-31,3.38,2.9585798816568074,5.917159763313615,30.737704918032787,False,-0.5714,2.0316,1,4,1,25.0,69.9604743083004,69.9604743083004,17.041420118343193,2.9585798816568074,历史1/4次成功; 当前距低点2.96%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
24,63.91615516171387,57.7226832860104,600097,开创国际,bottom_area,2025-04-03,9.73,2025-03-31,9.32,4.399141630901289,5.150214592274683,27.751937984496124,False,0.9336,3.2171,1,2,1,50.0,30.552291421856637,30.552291421856637,15.600858369098713,4.399141630901289,历史1/2次成功; 当前距低点4.40%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
25,63.8917303851382,54.950613596547434,601798,蓝科高新,bottom_area,2025-04-03,6.49,2025-03-31,6.38,1.724137931034488,5.799373040752353,29.96706915477497,False,0.0,3.1554,1,6,1,16.666666666666664,21.74721189591078,21.74721189591078,18.275862068965512,1.724137931034488,历史1/6次成功; 当前距低点1.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,63.492359124868486,56.38783659378597,000890,法尔胜,bottom_area,2025-04-03,3.27,2025-03-31,3.16,3.4810126582278436,5.379746835443036,27.853881278538807,False,0.0,2.2715,1,4,1,25.0,32.954545454545446,32.954545454545446,16.518987341772156,3.4810126582278436,历史1/4次成功; 当前距低点3.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
27,63.1735480614882,55.5760928672262,300377,赢时胜,bottom_area,2025-04-03,24.33,2025-04-01,23.63,2.962336013542105,7.363520947947533,28.393939393939398,False,0.3299,5.5731,1,3,1,33.33333333333333,20.843471208434714,20.843471208434714,17.037663986457897,2.962336013542105,历史1/3次成功; 当前距低点2.96%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
28,62.70078228580829,55.725604570821154,002163,海南发展,bottom_area,2025-04-03,7.35,2025-04-02,7.1,3.5211267605633805,9.014084507042263,32.892249527410215,True,-3.1621,3.8937,1,2,1,50.0,32.54716981132074,32.54716981132074,16.47887323943662,3.5211267605633805,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-3.16%; 状态bottom_area; 底部已确认
29,59.44790607942779,49.93624110671935,002342,巨力索具,bottom_area,2025-04-03,4.62,2025-04-03,4.6,0.43478260869566226,7.608695652173925,32.74853801169591,False,-7.9681,16.4245,1,4,1,25.0,33.45454545454545,33.45454545454545,19.565217391304337,0.43478260869566226,历史1/4次成功; 当前距低点0.43%; 最新日涨幅-7.97%; 状态bottom_area; 底部未确认
30,59.209200903974555,52.16241502347416,002279,久其软件,bottom_area,2025-04-03,6.44,2025-03-31,6.25,3.0400000000000063,6.079999999999998,28.977272727272734,False,-1.0753,1.8278,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,16.959999999999994,3.0400000000000063,历史1/3次成功; 当前距低点3.04%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
31,57.87199133577725,51.92429891464516,300746,汉嘉数智,bottom_area,2025-04-03,12.1,2025-03-31,11.63,4.041272570937221,5.4170249355115985,27.584059775840586,False,-0.4934,1.3978,1,3,1,33.33333333333333,36.90896259703598,36.90896259703598,15.95872742906278,4.041272570937221,历史1/3次成功; 当前距低点4.04%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
32,57.81134205729414,51.9416368523079,688111,金山办公,bottom_area,2025-04-03,304.48,2025-03-31,292.44,4.117083846259069,5.286554506907393,27.251921689594273,False,2.2225,1.086,1,5,1,20.0,27.68058076225045,27.68058076225045,15.882916153740933,4.117083846259069,历史1/5次成功; 当前距低点4.12%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
33,57.80263537048054,49.05838293894542,600203,福日电子,bottom_area,2025-04-03,9.1,2025-03-31,9.01,0.998890122086569,4.550499445061045,32.50936329588015,False,-1.6216,3.2551,1,3,1,33.33333333333333,24.045801526717554,24.045801526717554,19.001109877913432,0.998890122086569,历史1/3次成功; 当前距低点1.00%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
34,57.658847142482976,48.61131527704017,002369,卓翼科技,bottom_area,2025-04-03,9.51,2025-04-03,9.45,0.6349206349206402,4.021164021164029,27.251732101616632,False,-3.4518,5.8239,1,6,1,16.666666666666664,46.84014869888477,46.84014869888477,19.36507936507936,0.6349206349206402,历史1/6次成功; 当前距低点0.63%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
35,55.8974887942451,49.21339980886019,002178,延华智能,bottom_area,2025-04-03,6.17,2025-03-31,5.99,3.005008347245404,4.674457429048403,27.305825242718445,False,-0.1618,1.6585,1,6,1,16.666666666666664,29.076086956521735,29.076086956521735,16.9949916527546,3.005008347245404,历史1/6次成功; 当前距低点3.01%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
36,53.50485871418658,48.23464758186944,300671,富满微,bottom_area,2025-04-03,27.64,2025-03-31,26.5,4.301886792452833,14.943396226415098,30.023765513599148,False,-0.504,2.031,1,3,1,33.33333333333333,20.266753415744958,20.266753415744958,15.698113207547168,4.301886792452833,历史1/3次成功; 当前距低点4.30%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
