rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.0024828525736,87.64369949972746,000919,金陵药业,bottom_area,2026-06-05,6.22,8.83,2026-06-04,6.15,1.1382113821138113,2.276422764227637,30.35107587768969,29.55832389580974,False,0.4847,1.0812,3,3,3,100.0,26.44527661799429,31.2267657992565,18.86178861788619,1.1382113821138113,历史3/3次成功; 当前距低点1.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
15,91.3272643540947,77.73718650124177,688228,开普云,bottom_area,2026-06-05,86.5,121.5,2026-06-05,85.51,1.1577593263945676,3.8475032159981195,29.62139917695473,28.80658436213992,False,-1.0976,2.1716,5,7,5,71.42857142857143,41.135287525306936,77.58669034489205,18.842240673605435,1.1577593263945676,历史5/7次成功; 当前距低点1.16%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
16,91.22998510076268,81.88081081384688,300986,志特新材,bottom_area,2026-06-05,18.97,25.4,2026-06-05,18.23,4.059243006034001,6.527701590784428,28.22834645669291,25.314960629921263,False,0.5299,3.6431,2,2,2,100.0,47.93486487959358,54.76987447698747,15.940756993965998,4.059243006034001,历史2/2次成功; 当前距低点4.06%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
17,90.73264388812089,77.90598064604063,002131,利欧股份,bottom_area,2026-06-05,5.6,7.59,2026-06-05,5.51,1.6333938294010864,5.626134301270427,27.40447957839262,26.218708827404484,False,-1.9264,4.4479,1,1,1,100.0,35.96837944664033,35.96837944664033,18.366606170598914,1.6333938294010864,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
18,90.44539186585398,75.97478767035243,601969,海南矿业,bottom_area,2026-06-05,9.23,12.75,2026-06-05,9.19,0.43525571273123964,2.9379760609358145,27.92156862745098,27.6078431372549,False,-1.9129,0.8921,2,2,2,100.0,34.07081019021319,36.79833679833681,19.564744287268763,0.43525571273123964,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
19,89.98737527694318,78.47760004600418,301616,浙江华业,bottom_area,2026-06-05,38.36,52.37,2026-06-05,37.43,2.4846379909163763,4.541811381244998,28.527783081917125,26.751957227420277,False,0.9474,3.8177,1,1,1,100.0,27.003089598352215,27.003089598352215,17.515362009083624,2.4846379909163763,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
20,89.95669985871699,76.62249729986038,001367,海森药业,bottom_area,2026-06-05,19.48,27.22,2026-06-05,19.25,1.194805194805197,2.753246753246759,29.279941219691402,28.434974283614984,False,-0.5107,1.3136,1,1,1,100.0,23.691683569979716,23.691683569979716,18.805194805194805,1.194805194805197,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
21,89.4783512223759,78.67395236662895,605158,华达新材,bottom_area,2026-06-05,6.67,9.04,2026-06-05,6.48,2.932098765432091,4.629629629629626,28.318584070796447,26.216814159292028,False,1.3678,0.9016,3,4,3,75.0,37.710416945237164,50.9433962264151,17.067901234567913,2.932098765432091,历史3/4次成功; 当前距低点2.93%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
22,89.27014005602241,78.1113725490196,600708,光明地产,bottom_area,2026-06-05,3.08,4.16,2026-06-04,3.0,2.6666666666666687,6.000000000000005,27.884615384615387,25.961538461538463,False,-1.2821,1.3229,2,2,2,100.0,33.071895424836605,36.07843137254903,17.333333333333336,2.6666666666666687,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
23,88.61968171909426,77.42049117217576,601186,中国铁建,bottom_area,2026-06-05,6.36,8.93,2026-05-28,6.2,2.5806451612903247,4.838709677419352,30.571108622620375,28.779395296752515,False,0.7924,0.3509,1,1,1,100.0,22.496570644718787,22.496570644718787,17.419354838709676,2.5806451612903247,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
24,87.81438069202026,74.34484421137174,605222,起帆电缆,bottom_area,2026-06-05,28.05,38.58,2026-06-04,27.81,0.8629989212513557,5.034160373966207,27.91601866251944,27.293934681181952,False,0.2144,1.9266,1,1,1,100.0,24.744525547445264,24.744525547445264,19.137001078748643,0.8629989212513557,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
25,87.41650886841467,75.08711562267891,688551,科威尔,bottom_area,2026-06-05,54.08,74.46,2026-06-05,53.2,1.6541353383458561,7.349624060150369,28.552242814934182,27.37040021488047,False,-3.8236,5.4595,1,1,1,100.0,31.28249566724438,31.28249566724438,18.345864661654147,1.6541353383458561,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
26,87.01191174903776,74.33133004926104,002300,太阳电缆,bottom_area,2026-06-05,8.23,11.73,2026-06-05,8.12,1.3546798029556801,3.2019704433497735,30.775788576300094,29.838022165387894,False,-0.9627,2.4782,3,5,3,60.0,50.34643279142729,75.7716049382716,18.64532019704432,1.3546798029556801,历史3/5次成功; 当前距低点1.35%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
27,85.3390925681625,72.10990668084887,603050,科林电气,bottom_area,2026-06-05,19.95,27.38,2026-06-05,19.8,0.7575757575757504,6.060606060606057,27.68444119795471,27.13659605551497,False,-2.7304,2.3479,3,4,3,75.0,38.076233376997756,41.09311740890686,19.24242424242425,0.7575757575757504,历史3/4次成功; 当前距低点0.76%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
28,85.18791419767906,71.88683523606592,603799,华友钴业,bottom_area,2026-06-05,49.96,70.85,2026-06-05,49.62,0.6852075775896885,4.1313986295848535,29.964714184897666,29.48482709950599,False,-2.6121,3.162,1,1,1,100.0,31.823164048227977,31.823164048227977,19.314792422410314,0.6852075775896885,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
29,84.73073335601386,71.59003716536189,300251,光线传媒,bottom_area,2026-06-05,12.04,17.22,2026-06-05,11.95,0.7531380753138064,2.343096234309633,30.60394889663182,30.081300813008134,False,-0.2486,1.2836,1,1,1,100.0,31.060171919770784,31.060171919770784,19.246861924686197,0.7531380753138064,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
30,84.58456378608703,70.9451155205219,600808,马钢股份,bottom_area,2026-06-05,2.84,4.2,2026-06-04,2.83,0.3533568904593564,2.473498233215542,32.61904761904762,32.38095238095239,False,-0.3509,0.9096,1,1,1,100.0,22.692307692307686,22.692307692307686,19.646643109540644,0.3533568904593564,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
31,83.97771860241177,70.98484969991337,300085,银之杰,bottom_area,2026-06-05,29.83,42.93,2026-06-05,29.6,0.7770270270270164,9.797297297297291,31.050547402748656,30.51479152108083,False,-10.0964,12.2283,2,2,2,100.0,21.6476952770697,22.936109117013643,19.222972972972986,0.7770270270270164,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
32,83.8762134542199,71.37150503057144,300759,康龙化成,bottom_area,2026-06-05,23.07,31.45,2026-06-04,22.81,1.1398509425690555,4.340201665936002,27.472178060413356,26.64546899841017,False,0.3916,1.9677,2,4,2,50.0,30.647124621660748,32.829977628635355,18.860149057430945,1.1398509425690555,历史2/4次成功; 当前距低点1.14%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
33,83.77382603030732,73.31672990728805,002760,凤形股份,bottom_area,2026-06-05,18.79,26.5,2026-06-05,18.3,2.677595628415292,4.699453551912565,30.943396226415093,29.094339622641513,False,-0.0532,4.6443,1,1,1,100.0,24.094881398252184,24.094881398252184,17.32240437158471,2.677595628415292,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
34,83.35706633436286,70.73514376614601,600426,华鲁恒升,bottom_area,2026-06-05,27.55,39.7,2026-06-05,27.28,0.9897360703812301,5.571847507331377,31.284634760705295,30.604534005037788,False,-2.8219,2.5762,1,1,1,100.0,29.36420433664095,29.36420433664095,19.01026392961877,0.9897360703812301,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
35,82.51337232689657,72.26470475957957,688018,乐鑫科技,bottom_area,2026-06-05,120.25,174.0,2026-06-05,117.07,2.7163235670966146,5.654736482446404,32.7183908045977,30.89080459770115,False,0.1499,2.5341,2,3,2,66.66666666666666,35.32933239727525,36.02954531694619,17.283676432903388,2.7163235670966146,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
36,82.43298851388212,70.71897230989133,300738,奥飞数据,bottom_area,2026-06-05,20.49,29.49,2026-06-05,20.17,1.586514625681689,4.610808130887454,31.603933536792123,30.51881993896236,False,-1.9617,4.9706,2,3,2,66.66666666666666,35.642790267628556,44.8948948948949,18.413485374318313,1.586514625681689,历史2/3次成功; 当前距低点1.59%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
37,81.75571652350274,73.51250444744453,301063,海锅股份,bottom_area,2026-06-05,19.78,26.24,2026-06-05,18.99,4.160084254870999,5.3185887309110145,27.629573170731707,24.61890243902438,False,1.54,2.2649,1,1,1,100.0,20.8467556373677,20.8467556373677,15.839915745129002,4.160084254870999,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
38,81.30031071087082,72.44359804255585,002963,豪尔赛,bottom_area,2026-06-05,16.13,21.5,2026-06-04,15.56,3.663239074550119,10.411311053984571,27.627906976744182,24.976744186046513,True,-0.6161,2.4479,1,1,1,100.0,22.289156626506017,22.289156626506017,16.336760925449884,3.663239074550119,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
39,80.49915882762625,70.61329721721599,603230,内蒙新华,bottom_area,2026-06-05,9.9,13.4,2026-05-28,9.63,2.8037383177570048,5.503634475597085,28.134328358208947,26.119402985074625,False,2.0619,0.5142,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,17.196261682242998,2.8037383177570048,历史2/3次成功; 当前距低点2.80%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
40,80.25046041284745,69.24379713664881,603079,圣达生物,bottom_area,2026-06-05,13.4,18.25,2026-06-05,13.15,1.9011406844106464,3.041825095057037,27.94520547945205,26.575342465753423,False,0.6006,0.9879,2,4,2,50.0,28.539773640349868,34.84698914116485,18.098859315589355,1.9011406844106464,历史2/4次成功; 当前距低点1.90%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
41,79.63311402704204,70.99875949660617,002773,康弘药业,bottom_area,2026-06-05,21.33,30.6,2026-05-28,20.57,3.6947010209042195,6.611570247933882,32.77777777777778,30.294117647058833,False,-1.4325,1.3897,1,1,1,100.0,24.10041841004185,24.10041841004185,16.30529897909578,3.6947010209042195,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
42,77.97811753449761,71.10466644483063,688512,慧智微,bottom_area,2026-06-05,13.2,17.89,2026-06-05,12.58,4.928457869634334,8.426073131955489,29.68138624930129,26.215762996087204,False,-1.419,5.6979,1,1,1,100.0,39.79328165374677,39.79328165374677,15.071542130365668,4.928457869634334,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
43,77.84949732309872,68.64073057878312,300471,厚普股份,bottom_area,2026-06-05,9.69,13.73,2026-06-05,9.4,3.085106382978714,4.3617021276595755,31.536780772032046,29.424617625637296,False,0.3106,1.7701,2,3,2,66.66666666666666,20.366163791978032,20.386007237635724,16.91489361702129,3.085106382978714,历史2/3次成功; 当前距低点3.09%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
44,77.49952937518377,67.0393866012842,688552,航天南湖,bottom_area,2026-06-05,29.52,42.49,2026-06-05,28.93,2.039405461458693,3.560318008987214,31.913391386208524,30.524829371616857,False,-0.0339,1.1202,2,3,2,66.66666666666666,21.411636487867607,21.800367421922857,17.960594538541308,2.039405461458693,历史2/3次成功; 当前距低点2.04%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
45,77.27007207472057,65.92652411575564,002469,三维化学,bottom_area,2026-06-05,6.3,8.96,2026-05-29,6.22,1.2861736334405156,6.430868167202579,30.58035714285715,29.68750000000001,False,0.0,1.0402,1,2,1,50.0,36.5,36.5,18.713826366559484,1.2861736334405156,历史1/2次成功; 当前距低点1.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
46,76.6713389055354,63.892782421279506,002755,奥赛康,bottom_area,2026-06-05,12.92,17.77,2026-06-04,12.92,0.0,4.798761609907114,27.293190770962294,27.293190770962294,False,-0.768,1.1114,2,3,2,66.66666666666666,31.59202018609052,32.35294117647059,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
47,76.57541996900014,65.4320918420234,002588,史丹利,bottom_area,2026-06-05,8.89,12.1,2026-06-04,8.77,1.368301026225781,3.192702394526809,27.520661157024794,26.528925619834702,False,0.7937,1.2377,1,2,1,50.0,34.848484848484844,34.848484848484844,18.63169897377422,1.368301026225781,历史1/2次成功; 当前距低点1.37%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
48,75.9954308147209,65.12495037601728,000566,海南海药,bottom_area,2026-06-05,3.99,5.57,2026-06-04,3.93,1.5267175572519098,3.8167938931297685,29.443447037701976,28.366247755834827,False,0.5038,1.7044,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,18.47328244274809,1.5267175572519098,历史2/6次成功; 当前距低点1.53%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
49,75.96943134348832,67.26979551494881,300437,清水源,bottom_area,2026-06-05,12.14,17.3,2026-06-05,11.75,3.319148936170217,5.02127659574468,32.08092485549133,29.826589595375726,False,1.251,4.8577,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,16.68085106382978,3.319148936170217,历史6/11次成功; 当前距低点3.32%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
50,75.23310828309745,64.27348514585567,688208,道通科技,bottom_area,2026-06-05,29.1,42.15,2026-06-05,28.71,1.3584117032392915,5.189829327760356,31.886120996441274,30.960854092526684,False,-2.1849,2.0503,2,5,2,40.0,39.30464424323251,43.885869565217384,18.64158829676071,1.3584117032392915,历史2/5次成功; 当前距低点1.36%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
51,75.22797828954533,63.69291741738981,300895,铜牛信息,bottom_area,2026-06-05,57.05,81.99,2026-06-05,56.56,0.8663366336633572,3.7305516265912297,31.0159775582388,30.418343700451274,False,-1.9085,3.7067,2,3,2,66.66666666666666,28.879022986427948,35.27357392316647,19.133663366336645,0.8663366336633572,历史2/3次成功; 当前距低点0.87%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
52,74.9957694033199,66.25666666666667,000576,甘化科工,bottom_area,2026-06-05,7.43,9.95,2026-06-05,7.2,3.194444444444438,4.444444444444437,27.63819095477386,25.326633165829143,False,0.9511,1.8347,2,5,2,40.0,57.033233678424665,90.05145797598628,16.805555555555564,3.194444444444438,历史2/5次成功; 当前距低点3.19%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
53,74.735559928752,67.02680324200546,688251,井松智能,bottom_area,2026-06-05,24.85,32.99,2026-06-05,23.89,4.018417748011724,6.0276266220175705,27.584116398908765,24.674143679903,False,1.1808,2.3385,2,4,2,50.0,42.57417047028053,45.35104364326376,15.981582251988277,4.018417748011724,历史2/4次成功; 当前距低点4.02%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
54,74.5502664924034,63.1544049728568,002470,金正大,bottom_area,2026-06-05,2.25,3.17,2026-06-02,2.23,0.896860986547086,4.48430493273543,29.652996845425868,29.022082018927442,False,-0.8811,2.5833,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,19.103139013452918,0.896860986547086,历史2/3次成功; 当前距低点0.90%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
55,74.26910649001728,66.47913376372692,000901,航天科技,bottom_area,2026-06-05,18.86,25.09,2026-06-02,18.15,3.911845730027553,5.674931129476591,27.660422479075336,24.830609804703073,False,2.0563,3.2804,2,4,2,50.0,38.32334423757916,42.402315484804625,16.08815426997245,3.911845730027553,历史2/4次成功; 当前距低点3.91%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
56,74.23197002220579,63.645958549222804,000932,华菱钢铁,bottom_area,2026-06-05,3.92,5.29,2026-06-04,3.86,1.5544041450777215,3.6269430051813503,27.032136105860115,25.897920604914937,False,-0.2545,1.0085,1,2,1,50.0,55.72289156626506,55.72289156626506,18.44559585492228,1.5544041450777215,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
57,73.56050490185895,63.77329968754384,600009,上海机场,bottom_area,2026-06-05,23.64,34.16,2026-06-04,23.14,2.16076058772688,3.457216940363011,32.2599531615925,30.79625292740046,False,1.0688,0.7133,2,5,2,40.0,23.97760122344691,27.704918032786885,17.839239412273123,2.16076058772688,历史2/5次成功; 当前距低点2.16%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
58,73.44693794089216,63.12829331869943,600067,冠城新材,bottom_area,2026-06-05,3.01,4.2,2026-06-05,2.96,1.689189189189183,3.378378378378381,29.52380952380953,28.333333333333343,False,0.6689,1.6854,1,2,1,50.0,26.39593908629443,26.39593908629443,18.310810810810818,1.689189189189183,历史1/2次成功; 当前距低点1.69%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
59,73.4379222893056,63.27425584811607,688318,财富趋势,bottom_area,2026-06-05,82.7,121.0,2026-06-05,81.22,1.8222112780103474,4.949519822703763,32.87603305785124,31.65289256198347,False,-1.6179,1.2906,4,9,4,44.44444444444444,29.988099198218027,36.949152542372886,18.177788721989653,1.8222112780103474,历史4/9次成功; 当前距低点1.82%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
60,73.15082131687241,63.637124346534854,300775,三角防务,bottom_area,2026-06-05,23.96,32.58,2026-06-05,23.41,2.3494233233660857,4.442545920546771,28.146101903007974,26.457949662369547,False,0.4612,2.9794,1,2,1,50.0,37.224782386072704,37.224782386072704,17.650576676633918,2.3494233233660857,历史1/2次成功; 当前距低点2.35%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
61,72.7061600409048,64.91255191240161,688089,嘉必优,bottom_area,2026-06-05,12.66,17.33,2026-06-05,12.2,3.770491803278696,5.409836065573772,29.601846508944025,26.947489901904202,False,1.6867,1.5141,2,5,2,40.0,49.83480227890883,58.830478440637926,16.229508196721305,3.770491803278696,历史2/5次成功; 当前距低点3.77%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
62,72.65014357561937,62.075548748398866,601865,福莱特,bottom_area,2026-06-05,11.13,15.09,2026-06-05,10.98,1.3661202185792383,3.5519125683059998,27.236580516898606,26.242544731610334,False,-0.8021,0.8847,1,2,1,50.0,39.24894003634159,39.24894003634159,18.633879781420763,1.3661202185792383,历史1/2次成功; 当前距低点1.37%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
63,72.37028026218579,60.9965704802547,300049,福瑞医科,bottom_area,2026-06-05,42.26,60.55,2026-06-05,42.0,0.6190476190476143,5.3333333333333375,30.635838150289015,30.206440957886045,False,-3.648,2.8838,2,3,2,66.66666666666666,21.566303145250508,22.22222222222222,19.380952380952387,0.6190476190476143,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
64,72.25263704060335,62.513850479655964,301397,溯联股份,bottom_area,2026-06-05,30.85,42.5,2026-06-05,30.23,2.0509427720807176,4.267284154813097,28.870588235294115,27.41176470588235,False,-1.0584,3.5424,1,2,1,50.0,65.27621195039458,65.27621195039458,17.949057227919283,2.0509427720807176,历史1/2次成功; 当前距低点2.05%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
65,72.10312391761833,65.33297020731364,002519,银河电子,bottom_area,2026-06-05,6.62,9.11,2026-06-02,6.33,4.58135860979463,6.477093206951029,30.515916575192094,27.33260153677277,False,2.4768,4.3186,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,15.418641390205371,4.58135860979463,历史2/3次成功; 当前距低点4.58%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
66,71.98842759499946,62.919836398973295,300736,百邦科技,bottom_area,2026-06-05,30.32,40.88,2026-06-05,29.55,2.6057529610829087,4.906937394247037,27.71526418786693,25.831702544031316,False,0.7309,3.993,1,2,1,50.0,36.51050080775442,36.51050080775442,17.394247038917094,2.6057529610829087,历史1/2次成功; 当前距低点2.61%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
67,71.92653227879576,62.403820065944416,600830,香溢融通,bottom_area,2026-06-05,7.89,10.78,2026-06-05,7.72,2.2020725388601026,3.108808290155443,28.385899814471244,26.808905380333954,False,1.1538,1.6181,1,2,1,50.0,28.787878787878785,28.787878787878785,17.7979274611399,2.2020725388601026,历史1/2次成功; 当前距低点2.20%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
68,71.68089841887986,63.937809244202626,001696,宗申动力,bottom_area,2026-06-05,14.5,19.97,2026-06-05,13.98,3.7195994277539306,6.080114449213159,29.99499248873309,27.391086629944912,False,1.683,3.259,2,5,2,40.0,43.97040827678273,65.16853932584267,16.28040057224607,3.7195994277539306,历史2/5次成功; 当前距低点3.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
