rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.09034011161035,85.24156430024821,002836,新宏泽,bottom_area,2024-12-31,7.36,2024-12-25,7.25,1.5172413793103492,7.5862068965517215,27.500000000000004,True,-1.7356,2.1742,3,3,3,100.0,31.456315296106556,59.30851063829788,8.482758620689651,1.5172413793103492,历史3/3次成功; 当前距低点1.52%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
30,77.8421779070236,71.33543144086903,002321,华英农业,bottom_area,2024-12-31,2.39,2024-12-31,2.38,0.4201680672269005,3.361344537815129,32.76836158192091,False,-1.2397,1.6033,1,1,1,100.0,25.609756097560986,25.609756097560986,9.5798319327731,0.4201680672269005,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
31,77.81550980392159,70.74137254901962,600255,鑫科材料,bottom_area,2024-12-31,3.42,2024-12-31,3.42,0.0,9.356725146198839,27.388535031847134,False,-10.0,22.4321,2,2,2,100.0,23.071895424836597,35.55555555555555,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
32,77.81270110981971,70.948489649885,600326,西藏天路,bottom_area,2024-12-31,6.46,2024-12-31,6.45,0.15503875968991915,4.9612403100775095,27.93296089385474,False,-4.1543,4.7224,1,1,1,100.0,30.494505494505493,30.494505494505493,9.84496124031008,0.15503875968991915,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
33,77.35903974023537,73.64955133555928,605180,华生科技,bottom_area,2024-12-31,12.27,2024-12-25,11.98,2.42070116861435,8.430717863105173,27.349909035779252,True,-2.5417,1.742,1,1,1,100.0,13.541666666666663,13.541666666666663,7.57929883138565,2.42070116861435,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-2.54%; 状态bottom_area; 底部已确认
34,77.19592753104725,70.69924056061258,002285,世联行,bottom_area,2024-12-31,2.59,2024-12-31,2.58,0.3875968992247979,5.038759689922476,28.92561983471074,False,-3.3582,1.7585,2,2,2,100.0,15.338502638952242,18.932038834951463,9.612403100775202,0.3875968992247979,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
35,77.1171993565868,70.10654486962436,300651,金陵体育,bottom_area,2024-12-31,12.66,2024-12-31,12.66,0.0,3.5545023696682407,32.98041291688724,False,-1.7081,4.6944,4,5,4,80.0,19.443789621636355,25.720461095100855,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
36,76.53504405286344,69.5773127753304,000031,大悦城,bottom_area,2024-12-31,3.04,2024-12-31,3.04,0.0,4.605263157894741,27.962085308056867,False,-3.1847,0.6201,1,1,1,100.0,33.48017621145373,33.48017621145373,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
37,76.45821589005493,70.06892945785395,300340,科恒股份,bottom_area,2024-12-31,9.53,2024-12-25,9.49,0.42149631190726183,6.95468914646997,29.703703703703706,False,-2.9532,2.4691,3,4,3,75.0,22.983554026895213,42.54473161033797,9.57850368809274,0.42149631190726183,历史3/4次成功; 当前距低点0.42%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
38,76.25429644248786,71.54683960911537,688165,埃夫特,bottom_area,2024-12-31,26.4,2024-12-30,25.97,1.6557566422795524,5.352329611089721,29.140518417462484,False,0.3421,4.6569,2,4,2,50.0,37.91378899738032,53.84615384615383,8.34424335772045,1.6557566422795524,历史2/4次成功; 当前距低点1.66%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
39,76.21061214219695,69.2823746747245,301487,盟固利,bottom_area,2024-12-31,21.27,2024-12-31,21.27,0.0,8.039492242595209,27.971554351506946,False,-11.5593,8.9447,2,2,2,100.0,15.227820831852117,18.439999999999998,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-11.56%; 状态bottom_area; 底部未确认
40,76.00109816472929,69.38409982146192,688023,安恒信息,bottom_area,2024-12-31,40.8,2024-12-31,40.71,0.22107590272659375,5.8462294276590585,28.553878553878548,False,-4.0,2.3489,3,4,3,75.0,27.05996171870196,39.261744966442954,9.778924097273407,0.22107590272659375,历史3/4次成功; 当前距低点0.22%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
41,75.89405051837456,70.31496175001287,002370,亚太药业,bottom_area,2024-12-31,3.05,2024-12-31,3.02,0.993377483443702,3.6423841059602604,28.941176470588236,False,-0.974,3.3983,5,6,5,83.33333333333334,13.260909026511698,15.633423180592995,9.006622516556298,0.993377483443702,历史5/6次成功; 当前距低点0.99%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
42,75.5231066909072,68.90746594868548,601216,君正集团,bottom_area,2024-12-31,5.26,2024-12-31,5.25,0.1904761904761864,3.6190476190476266,27.48618784530387,False,-3.1308,1.4676,1,1,1,100.0,19.955654101995574,19.955654101995574,9.809523809523814,0.1904761904761864,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
43,75.48541335176793,69.10815359030926,000717,中南股份,bottom_area,2024-12-31,2.72,2024-12-31,2.71,0.3690036900369089,6.273062730627303,27.73333333333333,False,-3.5461,2.3048,3,4,3,75.0,27.389688191362467,56.020942408376975,9.630996309963091,0.3690036900369089,历史3/4次成功; 当前距低点0.37%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
44,75.39141708790063,69.75946063311689,000545,金浦钛业,bottom_area,2024-12-31,2.18,2024-12-31,2.16,0.9259259259259267,3.703703703703707,27.27272727272727,False,-0.9091,2.0734,4,5,4,80.0,16.669740560365565,24.6875,9.074074074074073,0.9259259259259267,历史4/5次成功; 当前距低点0.93%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
45,75.34454514079856,68.81468456192938,301566,达利凯普,bottom_area,2024-12-31,16.44,2024-12-31,16.4,0.24390243902440673,7.74390243902441,27.975406236275806,False,-6.8555,6.6165,1,1,1,100.0,20.111731843575413,20.111731843575413,9.756097560975594,0.24390243902440673,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
46,75.24679000701006,68.4061727336455,688234,天岳先进,bottom_area,2024-12-31,51.2,2024-12-31,51.2,0.0,5.214843749999989,28.069682495082894,False,-4.4776,2.1609,2,2,2,100.0,10.517057707771569,10.647803425167522,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
47,75.13728597292395,73.10541623794386,000692,惠天热电,bottom_area,2024-12-31,3.49,2024-12-25,3.37,3.5608308605341277,9.792284866468846,30.515463917525764,True,1.1594,3.9414,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,6.439169139465872,3.5608308605341277,历史2/3次成功; 当前距低点3.56%; 最新日涨幅1.16%; 状态bottom_area; 底部已确认
48,74.8735383709382,68.1696915776987,002827,高争民爆,bottom_area,2024-12-31,25.31,2024-12-31,25.29,0.07908264136021975,5.377619612495056,29.983388704318937,False,-4.1288,3.7794,1,1,1,100.0,14.623655913978487,14.623655913978487,9.92091735863978,0.07908264136021975,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
49,74.35306987570085,67.86723554301832,002583,海能达,bottom_area,2024-12-31,14.21,2024-12-31,14.18,0.2115655853314608,6.981664315937943,29.02902902902903,False,-3.2016,12.832,1,1,1,100.0,14.621532675129286,14.621532675129286,9.78843441466854,0.2115655853314608,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
50,74.02535284496994,73.04976960271867,600250,南京商旅,bottom_area,2024-12-31,9.21,2024-12-25,8.83,4.3035107587769055,9.060022650056633,31.069476971116316,True,0.2176,3.8887,3,4,3,75.0,15.09018350930115,19.004524886877824,5.696489241223095,4.3035107587769055,历史3/4次成功; 当前距低点4.30%; 最新日涨幅0.22%; 状态bottom_area; 底部已确认
51,73.89261106258242,67.17510096598402,002374,中锐股份,bottom_area,2024-12-31,2.74,2024-12-31,2.74,0.0,5.474452554744522,32.843137254901954,False,-1.4388,2.0759,3,4,3,75.0,14.51667186012914,20.94240837696336,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
52,73.53696574912257,67.07870852007788,300530,领湃科技,bottom_area,2024-12-31,16.93,2024-12-31,16.9,0.17751479289941502,4.615384615384623,27.962489343563522,False,-3.4778,1.5286,5,7,5,71.42857142857143,21.869505172979846,34.07510431154381,9.822485207100586,0.17751479289941502,历史5/7次成功; 当前距低点0.18%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
53,72.0470098876271,65.49728171602463,300359,全通教育,bottom_area,2024-12-31,5.26,2024-12-31,5.26,0.0,5.323193916349815,27.448275862068964,False,-3.8391,1.9567,3,4,3,75.0,15.711192021637723,18.19484240687678,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
54,71.95833333333336,65.41666666666669,002137,实益达,bottom_area,2024-12-31,8.99,2024-12-31,8.99,0.0,4.226918798665173,30.364058869093725,False,-10.01,32.3404,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
55,71.58580309908214,66.00569015245158,300468,四方精创,bottom_area,2024-12-31,16.3,2024-12-31,16.18,0.7416563658838133,6.922126081582207,28.501988510826337,False,-5.562,4.9202,2,3,2,66.66666666666666,57.6249523166438,105.06912442396315,9.258343634116187,0.7416563658838133,历史2/3次成功; 当前距低点0.74%; 最新日涨幅-5.56%; 状态bottom_area; 底部未确认
56,70.16573903390538,66.68018396310664,600382,广东明珠,bottom_area,2024-12-31,4.4,2024-12-25,4.3,2.32558139534885,7.906976744186044,31.200000000000006,True,-0.2268,0.8455,2,3,2,66.66666666666666,13.794854181910498,17.365269461077848,7.674418604651151,2.32558139534885,历史2/3次成功; 当前距低点2.33%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
57,68.17865003146134,62.545824857870834,000710,贝瑞基因,bottom_area,2024-12-31,8.45,2024-12-30,8.41,0.4756242568370886,6.183115338882278,28.789161727349704,False,-0.8216,3.0479,3,5,3,60.0,15.70025894333007,17.3469387755102,9.524375743162912,0.4756242568370886,历史3/5次成功; 当前距低点0.48%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
58,68.08405872190886,62.378955249645976,300769,德方纳米,bottom_area,2024-12-31,36.88,2024-12-31,36.73,0.40838551592705064,5.771848625102109,27.310508608747284,False,-4.7275,4.4047,5,8,5,62.5,18.77728078472927,41.300000000000004,9.591614484072949,0.40838551592705064,历史5/8次成功; 当前距低点0.41%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
59,66.79105098039217,60.719137254901966,002239,奥特佳,bottom_area,2024-12-31,3.05,2024-12-31,3.05,0.0,4.262295081967225,27.033492822966505,False,-2.8662,3.301,2,3,2,66.66666666666666,14.529411764705886,15.333333333333332,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
60,65.96995315675886,60.25921099405911,002238,天威视讯,bottom_area,2024-12-31,8.03,2024-12-31,8.01,0.249687890137323,5.3682896379525555,28.09694793536805,False,-3.717,1.63,2,3,2,66.66666666666666,13.074369445728676,15.169902912621358,9.750312109862676,0.249687890137323,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
61,64.69099342635823,59.73717861442991,300749,顶固集创,bottom_area,2024-12-31,6.15,2024-12-25,6.1,0.8196721311475527,8.032786885245907,31.690929451287797,True,-2.8436,2.8364,2,4,2,50.0,17.290489642184564,20.833333333333336,9.180327868852448,0.8196721311475527,历史2/4次成功; 当前距低点0.82%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
62,62.35447327888531,56.68588479898664,300546,雄帝科技,bottom_area,2024-12-31,16.82,2024-12-31,16.82,0.0,7.015457788347204,28.75900042354934,False,-5.0254,5.2704,3,6,3,50.0,22.50475698379909,33.791666666666664,10.0,0.0,历史3/6次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
63,62.05039058541885,56.44921228859147,688001,华兴源创,bottom_area,2024-12-31,27.1,2024-12-31,27.09,0.036913990402368264,5.72166851236619,29.945694336695116,False,-4.3079,0.8012,2,5,2,40.0,31.093420358649794,35.3639240506329,9.963086009597632,0.036913990402368264,历史2/5次成功; 当前距低点0.04%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
64,59.61346222807369,54.42189945145466,688133,泰坦科技,bottom_area,2024-12-31,18.24,2024-12-31,18.2,0.21978021978021509,6.208791208791204,29.402637703646246,False,-3.6959,2.1952,1,2,1,50.0,34.10214168039539,34.10214168039539,9.780219780219786,0.21978021978021509,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
65,53.254007086590114,49.03683893792829,002587,奥拓电子,bottom_area,2024-12-31,6.0,2024-12-31,5.96,0.671140939597316,5.7046979865771785,28.8782816229117,False,-3.537,6.8165,1,2,1,50.0,10.683012259194403,10.683012259194403,9.328859060402685,0.671140939597316,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
