rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.70093470305827,79.20433494335055,002343,慈文传媒,bottom_area,2022-09-28,5.0,2022-09-27,4.93,1.4198782961460505,4.0567951318458455,29.470672389127333,False,-1.9608,1.9664,1,1,1,100.0,40.33149171270718,40.33149171270718,13.580121703853948,1.4198782961460505,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
12,83.04847252869999,72.42214819664973,600215,派斯林,bottom_area,2022-09-28,6.57,2022-09-28,6.56,0.1524390243902542,4.268292682926833,30.947368421052634,False,-3.0973,1.0199,2,2,2,100.0,21.718866517524237,23.993288590604024,14.847560975609744,0.1524390243902542,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
13,82.18220103092784,71.46278350515465,002283,天润工业,bottom_area,2022-09-28,5.18,2022-09-28,5.18,0.0,2.702702702702714,27.95549374130738,False,-2.8143,0.3954,1,1,1,100.0,33.402061855670105,33.402061855670105,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
14,82.08611087020431,73.30496568352451,300671,富满微,bottom_area,2022-09-28,42.7,2022-09-26,42.1,1.425178147268412,5.368171021377667,31.074001309757694,False,-3.3499,1.0193,1,1,1,100.0,18.894472361809044,18.894472361809044,13.574821852731588,1.425178147268412,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
15,81.89092107471232,71.40466570858975,000591,太阳能,bottom_area,2022-09-28,6.84,2022-09-28,6.83,0.14641288433381827,4.3923865300146385,28.406708595387837,False,-3.2532,1.0476,1,1,1,100.0,32.84132841328414,32.84132841328414,14.853587115666182,0.14641288433381827,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
16,81.70108572162054,72.9595931283906,002213,大为股份,bottom_area,2022-09-28,12.82,2022-09-28,12.64,1.42405063291139,6.724683544303795,27.77142857142857,False,-4.0419,1.754,1,1,1,100.0,17.02380952380952,17.02380952380952,13.57594936708861,1.42405063291139,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
17,81.46323362635822,70.8375944577028,300484,蓝海华腾,bottom_area,2022-09-28,10.56,2022-09-28,10.56,0.0,5.018939393939387,30.754098360655735,False,-4.3478,1.8924,2,2,2,100.0,23.589217514531214,28.708133971291865,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
18,81.24040188444081,70.89750717711858,300502,新易盛,bottom_area,2022-09-28,20.9,2022-09-28,20.86,0.19175455417065745,4.793863854266539,28.781153977466712,False,-4.827,1.7144,1,1,1,100.0,30.670470756062763,30.670470756062763,14.808245445829343,0.19175455417065745,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
19,81.09135783543981,70.51422420473027,300437,清水源,bottom_area,2022-09-28,16.66,2022-09-28,16.66,0.0,4.9219687875150075,32.35891189606171,False,-4.3628,2.4123,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,15.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
20,81.029240594415,70.46020921253479,002173,创新医疗,bottom_area,2022-09-28,6.2,2022-09-28,6.2,0.0,10.645161290322584,27.2300469483568,False,-10.0145,7.1013,2,2,2,100.0,21.560264583520393,24.903474903474905,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
21,80.92906944274986,70.37310386326075,300342,天银机电,bottom_area,2022-09-28,8.12,2022-09-28,8.12,0.0,5.295566502463074,28.771929824561415,False,-4.3581,0.9723,2,2,2,100.0,21.09195625409008,26.68539325842696,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
22,80.92352763136238,71.16449473568221,688199,久日新材,bottom_area,2022-09-28,33.42,2022-09-28,33.22,0.6020469596628623,4.093919325707404,29.97470489038786,False,-3.1866,1.0144,1,1,1,100.0,37.135278514588855,37.135278514588855,14.397953040337136,0.6020469596628623,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
23,80.81179117417224,70.59863829003127,600126,杭钢股份,bottom_area,2022-09-28,4.03,2022-09-28,4.02,0.24875621890548946,2.2388059701492726,29.597197898423826,False,-2.1845,0.2449,1,1,1,100.0,19.54732510288064,19.54732510288064,14.75124378109451,0.24875621890548946,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
24,80.60106208723249,70.6660630673674,002516,旷达科技,bottom_area,2022-09-28,4.57,2022-09-28,4.55,0.4395604395604497,5.4945054945054945,30.955993930197266,False,-4.1929,0.6925,1,1,1,100.0,32.46376811594203,32.46376811594203,14.56043956043955,0.4395604395604497,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
25,80.42140972340628,74.02033318334647,688280,精进电动,bottom_area,2022-09-28,8.8,2022-09-26,8.54,3.0444964871194564,5.971896955503532,32.114467408585064,False,-2.5471,1.6015,1,1,1,100.0,32.37518910741301,32.37518910741301,11.955503512880544,3.0444964871194564,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
26,80.34155985383488,70.64372328458946,600110,诺德股份,bottom_area,2022-09-28,8.45,2022-09-28,8.4,0.5952380952380826,5.476190476190465,27.710843373493972,False,-4.5198,1.3363,1,1,1,100.0,34.251968503937015,34.251968503937015,14.404761904761918,0.5952380952380826,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
27,79.80211384820241,69.39314247669775,002138,顺络电子,bottom_area,2022-09-28,20.19,2022-09-28,20.19,0.0,3.813769192669636,28.983468167428768,False,-3.6737,1.0205,1,1,1,100.0,32.49001331557922,32.49001331557922,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
28,79.76898989625724,69.59300099811465,002451,摩恩电气,bottom_area,2022-09-28,5.69,2022-09-28,5.68,0.1760563380281809,5.281690140845083,32.21957040572793,False,-4.3697,1.1895,1,1,1,100.0,23.464566929133863,23.464566929133863,14.82394366197182,0.1760563380281809,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
29,79.72969122765205,69.75917724336227,688183,生益电子,bottom_area,2022-09-28,9.12,2022-09-26,9.09,0.33003300330032304,4.290429042904297,31.447963800904976,False,-3.0818,0.4015,1,1,1,100.0,26.24544349939247,26.24544349939247,14.669966996699676,0.33003300330032304,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
30,79.67190768185802,72.00880816436633,002481,双塔食品,bottom_area,2022-09-28,5.92,2022-09-27,5.8,2.0689655172413812,7.758620689655175,32.558139534883715,False,-3.5831,1.7637,1,1,1,100.0,19.817470664928287,19.817470664928287,12.93103448275862,2.0689655172413812,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
31,79.15096785271275,68.95257314105989,300541,先进数通,bottom_area,2022-09-28,10.26,2022-09-28,10.25,0.09756097560975402,4.682926829268297,30.17711171662125,False,-4.4693,1.837,1,1,1,100.0,19.05920519059205,19.05920519059205,14.902439024390246,0.09756097560975402,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-4.47%; 状态bottom_area; 底部未确认
32,79.12581269558774,69.17036101799744,000683,博源化工,bottom_area,2022-09-28,7.08,2022-09-28,7.06,0.2832861189801765,4.6742209631728056,28.17904374364192,False,-4.1949,1.4464,1,1,1,100.0,22.50673854447439,22.50673854447439,14.716713881019821,0.2832861189801765,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
33,79.12059548810409,68.86415896073423,603186,华正新材,bottom_area,2022-09-28,20.23,2022-09-28,20.22,0.04945598417409279,5.291790306627103,32.07927443735304,False,-4.8448,1.1846,1,1,1,100.0,17.994186046511643,17.994186046511643,14.950544015825907,0.04945598417409279,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
34,78.57054248184686,69.42687528946799,000688,国城矿业,bottom_area,2022-09-28,16.45,2022-09-28,16.31,0.8583690987124498,10.116492949110988,32.01333889120467,False,-8.8137,1.2034,1,1,1,100.0,30.935251798561143,30.935251798561143,14.141630901287549,0.8583690987124498,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-8.81%; 状态bottom_area; 底部未确认
35,76.13255660136274,67.81107109966523,002178,延华智能,bottom_area,2022-09-28,3.94,2022-09-26,3.89,1.2853470437017949,5.398457583547545,28.623853211009177,False,-2.716,1.0022,2,3,2,66.66666666666666,16.31718114321852,17.359413202933986,13.714652956298204,1.2853470437017949,历史2/3次成功; 当前距低点1.29%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
36,71.28026890992388,62.239426138436535,300648,星云股份,bottom_area,2022-09-28,36.28,2022-09-28,36.2,0.22099447513811685,5.4696132596685,28.046114092625718,False,-4.1226,2.1139,3,5,3,60.0,21.14673947178195,26.78362573099414,14.779005524861882,0.22099447513811685,历史3/5次成功; 当前距低点0.22%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
37,70.37189687785747,61.192953806832584,002600,领益智造,bottom_area,2022-09-28,4.48,2022-09-28,4.48,0.0,3.348214285714274,27.62520193861066,False,-3.6559,0.3731,2,3,2,66.66666666666666,27.29186634497801,38.381201044386415,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
38,65.65738645566685,57.38464923950952,601919,中远海控,bottom_area,2022-09-28,11.05,2022-09-28,11.02,0.2722323049001918,3.357531760435581,27.212681638044923,False,-2.5573,0.7725,1,2,1,50.0,40.45881126173098,40.45881126173098,14.727767695099809,0.2722323049001918,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
39,64.48755862068965,56.07613793103449,601778,晶科科技,bottom_area,2022-09-28,4.49,2022-09-28,4.49,0.0,3.7861915367483276,27.463651050080777,False,-2.603,0.8965,1,2,1,50.0,42.344827586206904,42.344827586206904,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
40,64.1839340210706,58.879915411464104,603229,奥翔药业,bottom_area,2022-09-28,24.4,2022-09-27,23.72,2.866779089376053,9.949409780775714,32.13161659513592,True,-4.5757,2.4945,1,2,1,50.0,41.48479427549196,41.48479427549196,12.133220910623946,2.866779089376053,历史1/2次成功; 当前距低点2.87%; 最新日涨幅-4.58%; 状态bottom_area; 底部已确认
41,63.89458373148792,57.53075312930016,300560,中富通,bottom_area,2022-09-28,12.01,2022-09-26,11.79,1.8659881255301158,4.071246819338426,28.76132930513596,False,-1.9592,1.049,1,2,1,50.0,20.94196804037006,20.94196804037006,13.134011874469884,1.8659881255301158,历史1/2次成功; 当前距低点1.87%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
42,63.45072942295577,55.97337073674886,300549,优德精密,bottom_area,2022-09-28,11.79,2022-09-28,11.7,0.769230769230768,4.5299145299145405,27.23880597014925,False,-2.7228,0.6105,1,2,1,50.0,38.963531669865645,38.963531669865645,14.23076923076923,0.769230769230768,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
43,62.46512191077048,55.744245958966076,603033,三维股份,bottom_area,2022-09-28,16.07,2022-09-26,15.85,1.388012618296534,6.246056782334387,32.83898305084747,False,-1.411,0.2942,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,13.611987381703466,1.388012618296534,历史1/3次成功; 当前距低点1.39%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
44,62.31309302730884,54.35725162972622,601686,友发集团,bottom_area,2022-09-28,5.91,2022-09-28,5.9,0.1694915254237252,2.8813559322033884,30.832356389214528,False,-2.4752,0.6237,1,2,1,50.0,22.923076923076927,22.923076923076927,14.830508474576273,0.1694915254237252,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
45,61.6082234657448,53.67112972449879,002080,中材科技,bottom_area,2022-09-28,20.32,2022-09-28,20.3,0.09852216748768262,4.433497536945805,29.243638898570936,False,-4.1961,0.5444,1,2,1,50.0,28.579356270810223,28.579356270810223,14.901477832512317,0.09852216748768262,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
46,61.58345259729798,53.667225535935756,300543,朗科智能,bottom_area,2022-09-28,8.62,2022-09-26,8.61,0.1161440185830405,3.3681765389082576,31.120000000000005,False,-2.8185,0.8187,1,2,1,50.0,18.559322033898297,18.559322033898297,14.88385598141696,0.1161440185830405,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
47,61.15749734393314,53.33478674880973,605319,无锡振华,bottom_area,2022-09-28,12.92,2022-09-27,12.9,0.15503875968991915,3.1007751937984525,31.23667377398721,False,-2.784,0.6677,1,2,1,50.0,17.248790972595383,17.248790972595383,14.84496124031008,0.15503875968991915,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
48,59.730788667687584,51.93981623277182,000676,智度股份,bottom_area,2022-09-28,5.19,2022-09-28,5.19,0.0,3.2755298651252396,28.708791208791208,False,-3.1716,0.8479,1,2,1,50.0,30.321592649310862,30.321592649310862,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
49,58.29429716819606,50.9697304818254,002112,三变科技,bottom_area,2022-09-28,6.83,2022-09-28,6.81,0.2936857562408291,6.461086637298097,31.00303951367781,False,-5.4017,6.3931,1,2,1,50.0,16.44803229061553,16.44803229061553,14.70631424375917,0.2936857562408291,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
50,56.810127191212516,50.23399047969232,300710,万隆光电,bottom_area,2022-09-28,27.03,2022-09-28,26.79,0.8958566629339381,7.092198581560292,32.90758827948911,False,-4.3863,2.4562,1,2,1,50.0,19.8738907052779,19.8738907052779,14.104143337066061,0.8958566629339381,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
51,55.84971556654351,52.62692022263449,002723,小崧股份,bottom_area,2022-09-28,10.9,2022-09-27,10.45,4.30622009569379,7.177033492822966,28.522571819425448,False,-0.3656,2.8008,1,2,1,50.0,24.489795918367328,24.489795918367328,10.693779904306208,4.30622009569379,历史1/2次成功; 当前距低点4.31%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
52,54.39912827526532,51.12088790446842,688356,键凯科技,bottom_area,2022-09-28,169.0,2022-09-23,162.25,4.160246533127889,9.362095531587055,28.76898761963298,True,-3.4837,1.9518,1,2,1,50.0,15.625,15.625,10.839753466872109,4.160246533127889,历史1/2次成功; 当前距低点4.16%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
