rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.58070813939509,84.26073532579052,300437,清水源,bottom_area,2022-04-26,17.66,2022-04-26,17.35,1.7867435158501366,8.126801152737752,29.643146796431463,False,-1.1198,7.5548,5,5,5,100.0,22.01349753725175,30.330330330330323,8.213256484149865,1.7867435158501366,历史5/5次成功; 当前距低点1.79%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
73,75.63535604701674,69.2395035961829,300745,欣锐科技,bottom_area,2022-04-26,24.78,2022-04-26,24.69,0.36452004860267256,7.452409882543538,27.275405007363773,False,-2.2485,4.8007,1,1,1,100.0,13.659189822564452,13.659189822564452,9.635479951397329,0.36452004860267256,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
74,75.6301692620176,71.15428571428572,002497,雅化集团,bottom_area,2022-04-26,23.21,2022-04-26,22.8,1.7982456140350884,7.4122807017543755,29.214529649177273,False,-5.4967,6.0527,1,1,1,100.0,11.904761904761903,11.904761904761903,8.201754385964913,1.7982456140350884,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
75,75.53343264682316,69.07930756084627,605177,东亚药业,bottom_area,2022-04-26,19.18,2022-04-26,19.12,0.31380753138074646,3.87029288702928,27.79456193353474,False,-2.1429,1.7455,1,1,1,100.0,12.17628350749659,12.17628350749659,9.686192468619254,0.31380753138074646,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
76,75.44012128818066,69.30894535309885,600307,酒钢宏兴,bottom_area,2022-04-26,1.82,2022-04-26,1.81,0.5524861878453043,4.972375690607727,30.384615384615387,False,-2.6738,1.813,1,1,1,100.0,16.33663366336634,16.33663366336634,9.447513812154696,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
77,75.18904287901992,68.35367534456356,600363,联创光电,bottom_area,2022-04-26,16.47,2022-04-26,16.47,0.0,8.075288403157268,29.705505761843792,False,-10.0,2.9315,1,1,1,100.0,26.901480347115875,26.901480347115875,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
78,75.1090608684387,68.75303035274815,300601,康泰生物,bottom_area,2022-04-26,61.17,2022-04-26,60.95,0.3609515996718603,5.775225594749788,27.05840114887506,False,-2.4402,1.3256,1,1,1,100.0,10.999999999999998,10.999999999999998,9.63904840032814,0.3609515996718603,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
79,75.07671841838362,68.71346448862697,002273,水晶光电,bottom_area,2022-04-26,8.52,2022-04-26,8.49,0.3533568904593564,6.595995288574799,28.05084745762712,False,-1.1601,2.578,1,1,1,100.0,10.694183864915576,10.694183864915576,9.646643109540644,0.3533568904593564,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
80,75.06504846526656,68.24095315024232,300736,百邦科技,confirmed_rebound,2022-04-26,8.81,2022-04-26,8.81,0.0,30.0794551645857,31.599378881987576,False,-19.9818,6.958,1,1,1,100.0,36.51050080775442,36.51050080775442,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
81,75.06317248483862,72.53059589271689,605567,春雪食品,bottom_area,2022-04-26,14.52,2022-04-26,14.07,3.198294243070357,9.310589907604836,28.903486609398684,False,-5.7143,20.66,1,1,1,100.0,36.46616541353383,36.46616541353383,6.8017057569296435,3.198294243070357,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
82,75.0504194653413,69.4711117474991,603208,江山欧派,bottom_area,2022-04-26,50.13,2022-04-26,49.66,0.946435763189702,6.121627064035454,27.503649635036503,False,-5.5932,1.1895,2,2,2,100.0,15.58594240629895,20.717539863325737,9.053564236810299,0.946435763189702,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
83,74.99827467300832,68.18024970273484,600955,维远股份,bottom_area,2022-04-26,26.62,2022-04-26,26.62,0.0,5.897821187077387,28.479312197743145,False,-5.7699,2.4819,1,1,1,100.0,25.969084423305596,25.969084423305596,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
84,74.75645844697803,71.15277401378658,300757,罗博特科,confirmed_rebound,2022-04-26,29.36,2022-04-25,28.67,2.406696895709793,11.47540983606557,27.34414597060314,True,-1.806,0.7757,1,1,1,100.0,10.161521161316717,10.161521161316717,7.593303104290207,2.406696895709793,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-1.81%; 状态confirmed_rebound; 底部已确认
85,74.56540549815375,68.82750827374821,300354,东华测试,confirmed_rebound,2022-04-26,20.2,2022-04-26,20.04,0.7984031936127752,11.177644710578853,27.601156069364162,False,-7.2118,0.9277,1,1,1,100.0,37.19283631820073,37.19283631820073,9.201596806387226,0.7984031936127752,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-7.21%; 状态confirmed_rebound; 底部未确认
86,74.46205440900563,67.69277673545966,002690,美亚光电,bottom_area,2022-04-26,20.45,2022-04-26,20.45,0.0,4.596577017114921,32.172470978441126,False,-2.0594,1.041,1,1,1,100.0,13.133208255159476,13.133208255159476,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
87,74.42282468676873,71.17585248744777,603197,保隆科技,confirmed_rebound,2022-04-26,28.19,2022-04-26,27.46,2.658412235979608,11.034231609613974,29.007238883143742,False,-7.6041,2.7453,2,2,2,100.0,16.113077341297156,20.16154085119603,7.341587764020392,2.658412235979608,历史2/2次成功; 当前距低点2.66%; 最新日涨幅-7.60%; 状态confirmed_rebound; 底部未确认
88,74.41895569351024,68.10610447797625,300382,斯莱克,bottom_area,2022-04-26,8.62,2022-04-26,8.59,0.34924330616995763,9.429569266589063,29.35855263157895,False,-6.71,2.8241,1,1,1,100.0,17.593436645396533,17.593436645396533,9.650756693830044,0.34924330616995763,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
89,74.35942859503145,68.59074448295272,300752,隆利科技,confirmed_rebound,2022-04-26,13.21,2022-04-26,13.11,0.7627765064836112,10.068649885583527,29.70509383378016,False,-5.8446,3.6192,2,2,2,100.0,18.816531815781463,21.807655194596325,9.237223493516389,0.7627765064836112,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-5.84%; 状态confirmed_rebound; 底部未确认
90,74.31529641695677,67.69938668856207,688011,新光光电,bottom_area,2022-04-26,18.46,2022-04-26,18.44,0.10845986984815387,8.405639913232088,30.36253776435045,False,-6.5789,1.3921,1,1,1,100.0,12.45524296675191,12.45524296675191,9.891540130151846,0.10845986984815387,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-6.58%; 状态bottom_area; 底部未确认
91,74.29101072665885,73.51965694883502,300675,建科院,bottom_area,2022-04-26,15.25,2022-04-25,14.6,4.45205479452055,7.876712328767126,29.502655721873495,True,3.2498,5.0686,1,1,1,100.0,15.270655270655267,15.270655270655267,5.54794520547945,4.45205479452055,历史1/1次成功; 当前距低点4.45%; 最新日涨幅3.25%; 状态bottom_area; 底部已确认
92,74.24916985425195,68.47234657039711,601068,中铝国际,bottom_area,2022-04-26,4.03,2022-04-26,4.0,0.7500000000000062,4.499999999999993,29.701230228471005,False,-0.7389,0.5066,1,1,1,100.0,14.259927797833935,14.259927797833935,9.249999999999995,0.7500000000000062,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
93,74.19223855302623,68.33495656199786,000572,海马汽车,bottom_area,2022-04-26,4.41,2022-04-26,4.38,0.6849315068493208,6.392694063926946,31.132075471698116,False,-2.0,1.6802,1,1,1,100.0,12.723658051689855,12.723658051689855,9.31506849315068,0.6849315068493208,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
94,74.16911764705884,67.4264705882353,603063,禾望电气,bottom_area,2022-04-26,22.06,2022-04-26,22.06,0.0,7.932910244786945,28.769777203745562,False,-5.4436,1.6801,1,1,1,100.0,21.916508538899436,21.916508538899436,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.44%; 状态bottom_area; 底部未确认
95,74.00183516483517,67.27439560439561,002474,榕基软件,bottom_area,2022-04-26,4.94,2022-04-26,4.94,0.0,5.263157894736838,31.388888888888882,False,-3.1373,2.4982,1,1,1,100.0,21.0989010989011,21.0989010989011,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
96,73.99798925719439,68.1097882117882,002249,大洋电机,bottom_area,2022-04-26,4.65,2022-04-26,4.62,0.6493506493506547,6.49350649350649,31.958762886597935,False,-1.0638,2.3035,1,1,1,100.0,11.076923076923073,11.076923076923073,9.350649350649345,0.6493506493506547,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
97,73.89510514687835,68.25425742574258,300549,优德精密,bottom_area,2022-04-26,10.89,2022-04-26,10.8,0.8333333333333319,9.53703703703703,29.687499999999993,False,-2.5939,1.3644,1,1,1,100.0,14.108910891089115,14.108910891089115,9.16666666666667,0.8333333333333319,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
98,73.80977258054588,67.66018126790945,002536,飞龙股份,bottom_area,2022-04-26,4.61,2022-04-26,4.59,0.4357298474945635,5.882352941176481,28.169014084507044,False,-3.1513,1.3136,1,1,1,100.0,16.256157635467986,16.256157635467986,9.564270152505436,0.4357298474945635,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
99,73.76845360313634,69.42485057847797,688262,国芯科技,confirmed_rebound,2022-04-26,28.61,2022-04-26,28.1,1.8149466192170747,19.003558718861196,29.714857428714346,False,-11.8064,13.4899,1,1,1,100.0,13.026499302649935,13.026499302649935,8.185053380782925,1.8149466192170747,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-11.81%; 状态confirmed_rebound; 底部未确认
100,73.6573634712181,68.20798114761601,000532,华金资本,bottom_area,2022-04-26,9.4,2022-04-26,9.31,0.9667024704618674,8.270676691729319,28.713629402756506,False,-5.1463,1.8542,1,1,1,100.0,25.710014947683103,25.710014947683103,9.033297529538133,0.9667024704618674,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
101,73.6289501313715,67.54949553336836,002156,通富微电,bottom_area,2022-04-26,12.6,2022-04-26,12.54,0.4784688995215351,5.661881977671459,29.629629629629633,False,-3.0023,1.1353,1,1,1,100.0,16.184971098265883,16.184971098265883,9.521531100478466,0.4784688995215351,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
102,73.6082144481018,67.92034914409496,688004,博汇科技,bottom_area,2022-04-26,21.96,2022-04-26,21.79,0.7801743919229083,7.939421753097752,30.31659737767829,False,-7.0673,1.2276,1,1,1,100.0,21.87713310580205,21.87713310580205,9.219825608077093,0.7801743919229083,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-7.07%; 状态bottom_area; 底部未确认
103,73.54720487650195,67.40870961769876,002247,聚力文化,bottom_area,2022-04-26,2.35,2022-04-26,2.34,0.42735042735043727,8.547008547008556,29.09090909090909,False,-5.2419,2.639,1,1,1,100.0,14.801444043321304,14.801444043321304,9.572649572649564,0.42735042735043727,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-5.24%; 状态bottom_area; 底部未确认
104,73.54326611156357,67.16353204172873,002442,龙星科技,bottom_area,2022-04-26,4.19,2022-04-26,4.18,0.23923444976078173,8.851674641148328,29.865771812080546,False,-6.4732,1.5917,1,1,1,100.0,11.177347242921014,11.177347242921014,9.760765550239219,0.23923444976078173,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-6.47%; 状态bottom_area; 底部未确认
105,73.44041454700269,67.25012149557953,688136,科兴制药,confirmed_rebound,2022-04-26,23.77,2022-04-26,23.68,0.380067567567567,10.64189189189189,29.649435531788466,False,-6.7843,5.1698,1,1,1,100.0,23.58427714856763,23.58427714856763,9.619932432432433,0.380067567567567,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-6.78%; 状态confirmed_rebound; 底部未确认
106,73.36791785227933,68.11410739107988,300511,雪榕生物,bottom_area,2022-04-26,5.51,2022-04-26,5.45,1.1009174311926533,8.256880733944957,32.465923172242874,False,-4.1739,3.8709,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,8.899082568807346,1.1009174311926533,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-4.17%; 状态bottom_area; 底部未确认
107,73.34598601298148,67.13427384250097,000650,仁和药业,bottom_area,2022-04-26,5.62,2022-04-26,5.6,0.3571428571428654,5.71428571428572,30.5210918114144,False,-3.6021,2.0047,1,1,1,100.0,12.46537396121883,12.46537396121883,9.642857142857135,0.3571428571428654,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
108,73.28781804150401,66.93601725516301,603338,浙江鼎力,bottom_area,2022-04-26,32.9,2022-04-26,32.82,0.24375380865325502,5.636806825106647,31.624999999999996,False,-3.6039,1.0874,1,1,1,100.0,10.009548058561412,10.009548058561412,9.756246191346746,0.24375380865325502,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
109,73.2768351800554,66.61530470914127,603070,万控智造,bottom_area,2022-04-26,18.03,2022-04-26,18.03,0.0,4.547975596228509,27.44466800804829,False,-9.985,26.1864,1,1,1,100.0,17.555401662049874,17.555401662049874,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
110,73.23484227129339,66.57712933753943,600403,大有能源,bottom_area,2022-04-26,4.65,2022-04-26,4.65,0.0,7.096774193548389,32.510885341074015,False,-10.058,1.7344,1,1,1,100.0,17.350157728706634,17.350157728706634,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
111,73.21650334244072,67.37846467065869,600268,国电南自,bottom_area,2022-04-26,6.29,2022-04-26,6.25,0.6400000000000006,6.560000000000002,29.617117117117125,False,-3.6753,1.2373,1,1,1,100.0,17.245508982035922,17.245508982035922,9.36,0.6400000000000006,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
112,73.00269898614984,67.26834800838579,000070,特发信息,bottom_area,2022-04-26,4.27,2022-04-26,4.24,0.7075471698113057,7.075471698113203,29.215358931552586,False,-4.6875,0.6827,1,1,1,100.0,17.481481481481477,17.481481481481477,9.292452830188696,0.7075471698113057,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
113,72.99236951760257,67.35695162228646,300671,富满微,bottom_area,2022-04-26,55.28,2022-04-26,54.85,0.7839562443026431,8.659981768459435,31.0062893081761,False,-5.1476,3.8997,1,1,1,100.0,18.894472361809044,18.894472361809044,9.216043755697358,0.7839562443026431,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
114,72.96663063479689,67.17422983281935,600219,南山铝业,bottom_area,2022-04-26,3.05,2022-04-26,3.03,0.6600660066006607,5.610561056105623,28.87323943661972,False,-3.481,0.9439,1,1,1,100.0,16.39344262295081,16.39344262295081,9.33993399339934,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
115,72.92863816819704,69.975541904344,002173,创新医疗,bottom_area,2022-04-26,5.45,2022-04-26,5.3,2.8301886792452895,8.490566037735853,29.708222811671092,False,-6.0345,5.1202,1,1,1,100.0,18.21705426356588,18.21705426356588,7.169811320754711,2.8301886792452895,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.03%; 状态bottom_area; 底部未确认
116,72.92483567260074,67.0619358883498,605098,行动教育,bottom_area,2022-04-26,38.41,2022-04-26,38.18,0.6024096385542087,8.748035620743853,29.53119232189,False,-6.454,2.0948,1,1,1,100.0,15.082956259426847,15.082956259426847,9.397590361445792,0.6024096385542087,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-6.45%; 状态bottom_area; 底部未确认
117,72.88456132209036,66.89245778365385,603039,泛微网络,bottom_area,2022-04-26,40.3,2022-04-26,40.1,0.49875311720697185,6.907730673316697,32.58238063214525,False,-3.1948,0.5358,1,1,1,100.0,12.901155327342744,12.901155327342744,9.501246882793028,0.49875311720697185,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
118,72.7556468752265,66.89047070491303,002115,三维通信,bottom_area,2022-04-26,3.41,2022-04-26,3.39,0.5899705014749268,7.079646017699108,30.816326530612248,False,-4.4818,1.8117,1,1,1,100.0,14.008620689655181,14.008620689655181,9.410029498525073,0.5899705014749268,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
119,72.75072115384617,66.13701923076924,002544,普天科技,bottom_area,2022-04-26,17.51,2022-04-26,17.51,0.0,5.7681324957167215,28.994322789943222,False,-9.9743,0.8016,1,1,1,100.0,14.983974358974352,14.983974358974352,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
120,72.67450771352993,66.83638936535164,002467,二六三,bottom_area,2022-04-26,3.32,2022-04-26,3.3,0.6060606060606066,7.27272727272728,32.37704918032787,False,-4.0462,1.2894,1,1,1,100.0,13.91509433962264,13.91509433962264,9.393939393939393,0.6060606060606066,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
121,72.64643435611211,66.147711793904,600230,沧州大化,confirmed_rebound,2022-04-26,11.97,2022-04-26,11.96,0.08361204013377747,12.709030100334443,32.73340832395951,False,-9.9323,4.5337,1,1,1,100.0,14.02337228714524,14.02337228714524,9.916387959866222,0.08361204013377747,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
122,72.56912467681057,69.39563872607866,688030,山石网科,bottom_area,2022-04-26,17.8,2022-04-26,17.34,2.6528258362168446,8.419838523644756,30.361445783132528,False,-4.0431,1.4634,1,1,1,100.0,12.9251700680272,12.9251700680272,7.347174163783156,2.6528258362168446,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
123,72.36467388710584,66.64427956989248,603336,宏辉果蔬,bottom_area,2022-04-26,5.93,2022-04-26,5.89,0.6791171477079803,5.7724957555178396,28.692493946731233,False,-3.4202,4.3902,1,1,1,100.0,13.777777777777775,13.777777777777775,9.32088285229202,0.6791171477079803,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
124,72.29658610271905,65.72416918429003,000534,万泽股份,bottom_area,2022-04-26,9.08,2022-04-26,9.08,0.0,8.370044052863433,29.938271604938276,False,-10.0099,1.8542,1,1,1,100.0,12.764350453172202,12.764350453172202,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
125,72.18067869096319,65.61879880996653,002837,英维克,bottom_area,2022-04-26,20.71,2022-04-26,20.71,0.0,5.64944471269917,31.355651309247595,False,-9.9957,4.1193,1,1,1,100.0,12.197843064336189,12.197843064336189,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
126,72.14038142010088,66.42006320163415,600149,廊坊发展,bottom_area,2022-04-26,4.54,2022-04-26,4.51,0.6651884700665244,7.760532150776066,32.68656716417911,False,-4.8218,2.7158,1,1,1,100.0,12.401574803149604,12.401574803149604,9.334811529933477,0.6651884700665244,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
127,72.12029049939598,68.47027528233855,688085,三友医疗,confirmed_rebound,2022-04-26,18.44,2022-04-26,18.03,2.2739877981142547,10.870770937326663,29.898911353032652,False,-5.9184,5.528,1,1,1,100.0,13.52133044107013,13.52133044107013,7.726012201885746,2.2739877981142547,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-5.92%; 状态confirmed_rebound; 底部未确认
128,72.12014605061273,66.44133870812968,688206,概伦电子,confirmed_rebound,2022-04-26,18.79,2022-04-26,18.66,0.6966773847802733,10.718113612004288,28.20315505963832,False,-7.2099,2.9213,1,1,1,100.0,23.11700615821885,23.11700615821885,9.303322615219727,0.6966773847802733,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-7.21%; 状态confirmed_rebound; 底部未确认
129,72.11170293797609,65.55609357997825,603028,赛福天,bottom_area,2022-04-26,7.34,2022-04-26,7.34,0.0,9.536784741144405,27.326732673267323,False,-7.673,1.3703,1,1,1,100.0,11.860718171926006,11.860718171926006,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.67%; 状态bottom_area; 底部未确认
130,72.06479574888382,65.7638661275266,001317,三羊马,confirmed_rebound,2022-04-26,55.15,2022-04-26,55.04,0.19985465116278966,11.082848837209305,28.136832484658576,False,-9.8119,47.1763,1,1,1,100.0,13.38459533428906,13.38459533428906,9.80014534883721,0.19985465116278966,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-9.81%; 状态confirmed_rebound; 底部未确认
131,71.93440350877194,65.39491228070176,605167,利柏特,bottom_area,2022-04-26,6.8,2022-04-26,6.8,0.0,6.470588235294124,31.726907630522096,False,-4.8951,2.6135,1,1,1,100.0,10.994152046783618,10.994152046783618,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
132,71.90628324873568,67.1899801275261,002111,威海广泰,bottom_area,2022-04-26,7.75,2022-04-26,7.64,1.4397905759162346,4.450261780104722,28.99628252788104,False,-0.641,0.9241,2,3,2,66.66666666666666,14.871161150260495,15.227629513343796,8.560209424083766,1.4397905759162346,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
133,71.88477535738599,65.3497957794418,300730,科创信息,confirmed_rebound,2022-04-26,13.88,2022-04-26,13.88,0.0,11.671469740633999,31.625615763546794,False,-8.6842,11.5142,1,1,1,100.0,20.966643975493536,20.966643975493536,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.68%; 状态confirmed_rebound; 底部未确认
134,71.8687772374957,66.14296806198094,000791,甘肃能源,bottom_area,2022-04-26,4.69,2022-04-26,4.66,0.64377682403434,5.793991416309003,27.52721617418351,False,-3.299,1.5049,1,1,1,100.0,10.649350649350641,10.649350649350641,9.356223175965662,0.64377682403434,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
135,71.85675673025943,66.27710302665962,600997,开滦股份,bottom_area,2022-04-26,6.64,2022-04-26,6.59,0.758725341426401,9.408194233687407,31.210855949895617,False,-9.2896,2.8942,1,1,1,100.0,12.77955271565495,12.77955271565495,9.2412746585736,0.758725341426401,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-9.29%; 状态bottom_area; 底部未确认
136,71.72947101819817,66.04080740964463,002654,万润科技,bottom_area,2022-04-26,3.03,2022-04-26,3.01,0.6644518272425255,5.647840531561474,32.662192393736014,False,-3.5032,1.7074,1,1,1,100.0,10.353535353535358,10.353535353535358,9.335548172757475,0.6644518272425255,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
137,71.67903107400929,66.10099197431781,300581,晨曦航空,bottom_area,2022-04-26,16.14,2022-04-26,16.02,0.7490636704119913,6.9912609238452,29.582417582417587,False,-4.7788,2.3061,1,1,1,100.0,11.714285714285719,11.714285714285719,9.25093632958801,0.7490636704119913,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
138,71.64983278570494,70.58789106176687,300658,延江股份,confirmed_rebound,2022-04-26,7.91,2022-04-26,7.59,4.216073781291176,14.361001317523057,29.72222222222223,False,-2.706,2.5551,2,2,2,100.0,21.830856360810415,26.72018348623853,5.7839262187088245,4.216073781291176,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-2.71%; 状态confirmed_rebound; 底部未确认
139,71.56845698706542,65.87093851132686,600215,派斯林,confirmed_rebound,2022-04-26,6.22,2022-04-26,6.18,0.647249190938512,11.812297734627839,29.047072330654434,False,-7.7151,1.31,1,1,1,100.0,19.444444444444457,19.444444444444457,9.352750809061488,0.647249190938512,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-7.72%; 状态confirmed_rebound; 底部未确认
140,71.45165532860558,67.1726552413509,603233,大参林,bottom_area,2022-04-26,23.72,2022-04-26,23.31,1.7589017589017597,5.4483054483054465,30.313901345291487,False,-0.2523,0.5775,2,3,2,66.66666666666666,18.689702069786225,20.223978919631097,8.241098241098241,1.7589017589017597,历史2/3次成功; 当前距低点1.76%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
141,71.36517565359476,65.80111111111111,000829,天音控股,bottom_area,2022-04-26,8.16,2022-04-26,8.1,0.7407407407407469,9.135802469135806,27.807486631016047,False,-7.9007,4.7728,1,1,1,100.0,10.000000000000014,10.000000000000014,9.259259259259252,0.7407407407407469,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-7.90%; 状态bottom_area; 底部未确认
142,71.1520980392157,64.68372549019608,002449,国星光电,confirmed_rebound,2022-04-26,6.27,2022-04-26,6.27,0.0,10.047846889952167,31.699346405228763,False,-10.043,3.0171,1,1,1,100.0,17.38562091503268,17.38562091503268,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
143,70.11400000000002,63.74000000000001,603297,永新光学,confirmed_rebound,2022-04-26,65.7,2022-04-26,65.7,0.0,12.617960426179591,27.39529229749143,False,-10.0,2.9938,1,1,1,100.0,12.31182795698925,12.31182795698925,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
144,69.73148050269798,64.38233803319649,002159,三特索道,confirmed_rebound,2022-04-26,8.69,2022-04-26,8.62,0.8120649651972192,11.25290023201857,28.99505766062604,False,-5.9524,2.9347,1,1,1,100.0,13.461538461538462,13.461538461538462,9.18793503480278,0.8120649651972192,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-5.95%; 状态confirmed_rebound; 底部未确认
145,69.71498609179416,63.37726008344924,002265,建设工业,confirmed_rebound,2022-04-26,11.57,2022-04-26,11.57,0.0,14.779602420051848,27.82283218964442,False,-9.9611,4.6939,1,1,1,100.0,10.361613351877597,10.361613351877597,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
146,69.45042016783529,64.33699152542374,300647,超频三,confirmed_rebound,2022-04-26,6.14,2022-04-26,6.08,0.9868421052631514,13.815789473684209,27.876631079478052,False,-8.631,2.6613,1,1,1,100.0,15.360169491525436,15.360169491525436,9.01315789473685,0.9868421052631514,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-8.63%; 状态confirmed_rebound; 底部未确认
