rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.71076923076924,79.70923076923077,000985,大庆华科,bottom_area,2024-02-01,13.15,2024-02-01,13.0,1.1538461538461564,9.230769230769226,28.88402625820569,False,-8.7439,4.5038,1,1,1,100.0,56.687898089171995,56.687898089171995,13.846153846153845,1.1538461538461564,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-8.74%; 状态bottom_area; 底部未确认
12,81.9463581152498,75.48356146209268,002384,东山精密,bottom_area,2024-02-01,12.69,2024-02-01,12.31,3.0869212022745653,3.7367993501218444,32.62178434592227,False,1.52,2.4368,1,1,1,100.0,18.28893442622951,18.28893442622951,11.913078797725435,3.0869212022745653,历史1/1次成功; 当前距低点3.09%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
13,81.86674316125821,74.26238459146771,603035,常熟汽饰,bottom_area,2024-02-01,13.55,2024-02-01,13.25,2.2641509433962317,4.075471698113201,30.664573521716378,False,-0.0737,1.1488,1,1,1,100.0,24.111014744145717,24.111014744145717,12.735849056603769,2.2641509433962317,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
14,81.81445143629423,78.03421119970109,300354,东华测试,bottom_area,2024-02-01,37.26,2024-02-01,35.5,4.957746478873234,10.366197183098592,30.83966491330606,False,1.8311,3.5602,2,2,2,100.0,38.26813533081753,39.34343434343434,10.042253521126765,4.957746478873234,历史2/2次成功; 当前距低点4.96%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
15,80.94022243443673,73.31619408106525,002571,德力股份,bottom_area,2024-02-01,5.14,2024-02-01,5.03,2.1868787276341837,7.554671968190853,27.62589928057554,False,-4.9908,3.644,1,1,1,100.0,28.291814946619215,28.291814946619215,12.813121272365816,2.1868787276341837,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
16,79.34113323613522,74.950464382576,688213,思特威,bottom_area,2024-02-01,39.04,2024-02-01,37.38,4.44087747458533,6.607811663991436,32.46612466124661,False,0.8786,1.5642,1,1,1,100.0,32.01970443349754,32.01970443349754,10.55912252541467,4.44087747458533,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
17,78.32756065584853,68.64566206829888,001208,华菱线缆,bottom_area,2024-02-01,7.2,2024-02-01,7.17,0.4184100418410076,8.786610878661087,28.22822822822823,False,-9.3199,5.4927,1,1,1,100.0,21.34213421342134,21.34213421342134,14.581589958158991,0.4184100418410076,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-9.32%; 状态bottom_area; 底部未确认
18,77.88973549488054,67.730204778157,002099,海翔药业,bottom_area,2024-02-01,4.34,2024-02-01,4.34,0.0,13.82488479262674,32.29329173166927,False,-9.9585,3.2445,1,1,1,100.0,23.549488054607508,23.549488054607508,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
19,77.55978240942818,67.90241379310345,300368,汇金股份,bottom_area,2024-02-01,5.53,2024-02-01,5.51,0.3629764065335837,6.715063520871145,28.255208333333332,False,-6.9024,3.6128,1,1,1,100.0,16.66666666666668,16.66666666666668,14.637023593466417,0.3629764065335837,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.90%; 状态bottom_area; 底部未确认
20,77.30649596050694,70.4211856988575,600410,华胜天成,bottom_area,2024-02-01,4.94,2024-02-01,4.82,2.4896265560165993,6.63900414937758,29.117647058823525,False,-6.7925,2.8608,1,1,1,100.0,16.43835616438356,16.43835616438356,12.510373443983399,2.4896265560165993,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-6.79%; 状态bottom_area; 底部未确认
21,77.09610166922866,67.61205741626797,000592,平潭发展,bottom_area,2024-02-01,2.21,2024-02-01,2.2,0.4545454545454448,5.909090909090904,29.260450160771693,False,-5.9574,6.4329,1,1,1,100.0,16.228070175438603,16.228070175438603,14.545454545454556,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
22,76.74336344875199,70.87960628314974,600201,生物股份,bottom_area,2024-02-01,7.99,2024-02-01,7.74,3.229974160206718,4.134366925064603,29.82774252039891,False,-1.9632,2.2746,1,1,1,100.0,17.76315789473684,17.76315789473684,11.77002583979328,3.229974160206718,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
23,76.3699332635006,70.84609555900178,300663,科蓝软件,bottom_area,2024-02-01,9.85,2024-02-01,9.52,3.4663865546218497,6.092436974789917,30.05143277002204,False,-1.5,6.2749,1,1,1,100.0,20.480951094298856,20.480951094298856,11.53361344537815,3.4663865546218497,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
24,76.34392589118201,66.38602251407131,603066,音飞储存,bottom_area,2024-02-01,11.03,2024-02-01,11.03,0.0,4.8957388939256665,29.204107830551994,False,-9.9592,12.8232,1,1,1,100.0,16.322701688555348,16.322701688555348,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
25,75.70274472282911,69.92714087139696,300437,清水源,bottom_area,2024-02-01,9.25,2024-02-01,8.96,3.2366071428571326,6.584821428571426,29.337539432176644,False,-2.8361,2.8806,5,7,5,71.42857142857143,24.628445545144793,30.330330330330323,11.763392857142867,3.2366071428571326,历史5/7次成功; 当前距低点3.24%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
26,74.48316098963399,71.03970845481052,001259,利仁科技,bottom_area,2024-02-01,25.2,2024-02-01,24.01,4.9562682215743346,7.205331112036638,27.63713080168776,False,-3.0396,7.5891,1,1,1,100.0,64.38308283816848,64.38308283816848,10.043731778425666,4.9562682215743346,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
27,73.54403464033182,69.94024346920848,000006,深振业A,bottom_area,2024-02-01,3.93,2024-02-01,3.75,4.800000000000004,11.733333333333345,27.6061776061776,False,-5.7554,4.1061,2,2,2,100.0,25.50668531832526,32.20338983050848,10.199999999999996,4.800000000000004,历史2/2次成功; 当前距低点4.80%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
28,72.69623611817732,65.72653563831511,603106,恒银科技,bottom_area,2024-02-01,5.38,2024-02-01,5.27,2.087286527514238,4.743833017077799,28.39673913043479,False,-0.3704,3.3531,2,4,2,50.0,34.38467161853536,34.60144927536232,12.912713472485763,2.087286527514238,历史2/4次成功; 当前距低点2.09%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
29,72.05806977745176,63.85522098192571,688311,盟升电子,bottom_area,2024-02-01,26.95,2024-02-01,26.68,1.011994002998499,6.034482758620688,27.499999999999996,False,-4.3987,4.1544,2,4,2,50.0,21.357888756786508,23.893805309734503,13.988005997001501,1.011994002998499,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
30,70.65270717197753,66.11633409156273,002103,广博股份,bottom_area,2024-02-01,6.34,2024-02-01,6.1,3.9344262295082006,6.065573770491806,30.917327293318237,False,-2.6114,11.6468,2,3,2,66.66666666666666,39.6782754202944,51.366120218579226,11.065573770491799,3.9344262295082006,历史2/3次成功; 当前距低点3.93%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
31,67.79706610740799,61.04155279503107,000678,襄阳轴承,bottom_area,2024-02-01,4.92,2024-02-01,4.83,1.8633540372670776,4.968944099378887,27.368421052631582,False,-3.5294,3.6703,1,2,1,50.0,121.62162162162164,121.62162162162164,13.13664596273292,1.8633540372670776,历史1/2次成功; 当前距低点1.86%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
32,67.38531037139172,63.0895087812711,603290,斯达半导,bottom_area,2024-02-01,132.03,2024-02-01,127.0,3.9606299212598435,6.47244094488189,28.631638100590052,False,3.6342,1.7987,2,4,2,50.0,20.697553772814736,23.2822670787034,11.039370078740156,3.9606299212598435,历史2/4次成功; 当前距低点3.96%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
33,66.87829557688245,60.578014809590975,002803,吉宏股份,bottom_area,2024-02-01,14.49,2024-02-01,14.18,2.186177715091682,5.0775740479548706,31.990407673860915,False,-0.5491,4.192,1,2,1,50.0,41.25000000000001,41.25000000000001,12.813822284908316,2.186177715091682,历史1/2次成功; 当前距低点2.19%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
34,66.53278438985706,62.180172326969206,000058,深赛格,bottom_area,2024-02-01,6.45,2024-02-01,6.21,3.8647342995169116,6.763285024154589,29.67157417893545,False,-5.9767,3.1899,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,11.135265700483089,3.8647342995169116,历史2/3次成功; 当前距低点3.86%; 最新日涨幅-5.98%; 状态bottom_area; 底部未确认
35,65.96619613009308,61.257789494735285,002829,星网宇达,bottom_area,2024-02-01,17.05,2024-02-01,16.47,3.5215543412264836,4.1287188828172425,27.476882430647297,False,-6.8306,7.415,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,11.478445658773516,3.5215543412264836,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
36,64.0054078035479,57.498482166321516,688233,神工股份,bottom_area,2024-02-01,20.43,2024-02-01,20.08,1.7430278884462223,8.665338645418338,28.260092890317974,False,-2.8069,2.491,1,2,1,50.0,19.261213720316633,19.261213720316633,13.256972111553777,1.7430278884462223,历史1/2次成功; 当前距低点1.74%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
37,63.17454027818675,59.64482096238062,300661,圣邦股份,bottom_area,2024-02-01,62.97,2024-01-31,60.31,4.4105455148399875,8.73818603879953,32.6145251396648,True,1.3194,0.8036,1,2,1,50.0,31.832606108687024,31.832606108687024,10.589454485160012,4.4105455148399875,历史1/2次成功; 当前距低点4.41%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
38,62.92580909175557,58.47961768303307,688279,峰岹科技,bottom_area,2024-02-01,84.0,2024-02-01,81.11,3.563062507705586,7.261743311552214,29.056240706726143,False,2.439,1.476,1,2,1,50.0,24.37311935807422,24.37311935807422,11.436937492294414,3.563062507705586,历史1/2次成功; 当前距低点3.56%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
39,62.72760563514838,56.6978727717415,301337,亚华电子,bottom_area,2024-02-01,33.0,2024-02-01,32.33,2.072378595731524,6.186204763377668,32.6317982913107,False,-1.2863,25.8018,1,2,1,50.0,18.994064354889115,18.994064354889115,12.927621404268475,2.072378595731524,历史1/2次成功; 当前距低点2.07%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
40,61.59328058949088,53.974208144796364,000887,中鼎股份,bottom_area,2024-02-01,9.73,2024-02-01,9.69,0.41279669762642857,4.437564499484002,28.487084870848715,False,-2.3092,1.6447,1,2,1,50.0,23.84615384615385,23.84615384615385,14.587203302373572,0.41279669762642857,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
41,60.48442478200309,54.632237721778274,688282,理工导航,bottom_area,2024-02-01,21.56,2024-02-01,21.13,2.0350212967344996,7.146237576904882,28.27562797012899,False,-4.8544,8.2047,1,2,1,50.0,17.645625152327572,17.645625152327572,12.964978703265501,2.0350212967344996,历史1/2次成功; 当前距低点2.04%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
42,60.00601859692306,56.66614219164139,605111,新洁能,bottom_area,2024-02-01,30.93,2024-01-31,29.62,4.422687373396349,9.250506414584734,29.274116523400195,True,2.7575,3.4328,1,4,1,25.0,36.800373134328346,36.800373134328346,10.57731262660365,4.422687373396349,历史1/4次成功; 当前距低点4.42%; 最新日涨幅2.76%; 状态bottom_area; 底部已确认
43,58.80340956572916,53.928487842900616,603116,红蜻蜓,bottom_area,2024-02-01,5.05,2024-02-01,4.91,2.851323828920564,7.535641547861509,27.259259259259256,False,-5.0752,3.0234,1,2,1,50.0,23.86831275720163,23.86831275720163,12.148676171079435,2.851323828920564,历史1/2次成功; 当前距低点2.85%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
44,58.79177819379024,54.893956520713985,600078,澄星股份,bottom_area,2024-02-01,6.26,2024-02-01,6.03,3.8142620232172395,5.306799336650073,29.308323563892134,False,-0.7924,0.7249,1,2,1,50.0,30.647709320695093,30.647709320695093,11.18573797678276,3.8142620232172395,历史1/2次成功; 当前距低点3.81%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
45,58.5613836774578,53.152441330521704,300566,激智科技,bottom_area,2024-02-01,12.48,2024-02-01,12.2,2.2950819672131244,5.163934426229515,30.681818181818194,False,-2.1176,2.6119,1,4,1,25.0,23.495850622406625,23.495850622406625,12.704918032786875,2.2950819672131244,历史1/4次成功; 当前距低点2.30%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
46,56.32348600612692,49.230848579711875,000635,英力特,bottom_area,2024-02-01,7.25,2024-02-01,7.23,0.27662517289072713,9.266943291839556,30.480769230769226,False,-8.575,5.5502,1,3,1,33.33333333333333,26.334519572953745,26.334519572953745,14.723374827109273,0.27662517289072713,历史1/3次成功; 当前距低点0.28%; 最新日涨幅-8.57%; 状态bottom_area; 底部未确认
47,55.65130926069831,52.79324844536224,688228,开普云,bottom_area,2024-02-01,41.94,2024-02-01,40.07,4.666833042176186,8.010980783628652,32.31418918918919,False,-0.2853,2.7292,1,2,1,50.0,29.80445043830074,29.80445043830074,10.333166957823813,4.666833042176186,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
48,55.4152621038344,51.12181452653599,001209,洪兴股份,bottom_area,2024-02-01,14.33,2024-02-01,13.89,3.1677465802735743,6.839452843772492,28.586118251928017,False,-2.517,8.8805,1,3,1,33.33333333333333,21.88679245283018,21.88679245283018,11.832253419726426,3.1677465802735743,历史1/3次成功; 当前距低点3.17%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
