rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.72788299670573,79.05204787436276,000065,北方国际,bottom_area,2024-07-23,9.34,2024-07-23,9.33,0.1071811361200406,2.893890675241153,29.58490566037736,False,-1.8908,0.6669,3,3,3,100.0,29.926993896325044,41.48061104582843,14.892818863879958,0.1071811361200406,历史3/3次成功; 当前距低点0.11%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
12,85.19351907668944,75.1242643391521,002687,乔治白,bottom_area,2024-07-23,4.04,2024-07-09,4.01,0.7481296758104801,6.733167082294276,31.45299145299145,False,-0.7371,0.7908,1,1,1,100.0,64.00000000000001,64.00000000000001,14.25187032418952,0.7481296758104801,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
13,84.96144127880794,76.66613490712702,603325,博隆技术,bottom_area,2024-07-23,60.18,2024-07-18,59.01,1.9827147941026975,5.388917132689374,31.922011998154137,False,-1.8111,1.047,1,1,1,100.0,33.584541062801925,33.584541062801925,13.017285205897302,1.9827147941026975,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
14,84.79554901897015,73.86921084795794,300349,金卡智能,bottom_area,2024-07-23,10.31,2024-07-23,10.3,0.09708737864077463,5.825242718446598,30.91884641180415,False,-4.2711,1.3681,1,1,1,100.0,45.48693586698337,45.48693586698337,14.902912621359224,0.09708737864077463,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
15,84.2347278170256,73.58560682878176,601717,中创智领,bottom_area,2024-07-23,12.21,2024-07-23,12.18,0.24630541871922115,4.761904761904763,32.707182320441994,False,-3.9339,1.4108,2,2,2,100.0,29.124640771298786,35.43478260869567,14.75369458128078,0.24630541871922115,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
16,83.5475,72.65,601038,一拖股份,bottom_area,2024-07-23,14.3,2024-07-23,14.3,0.0,3.4965034965034962,28.320802005012524,False,-3.5088,0.5654,1,1,1,100.0,53.52941176470589,53.52941176470589,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
17,82.95983565041999,77.28114718738837,688151,华强科技,bottom_area,2024-07-23,11.52,2024-07-09,11.11,3.6903690369036917,9.36093609360937,27.051871306631654,True,-2.9486,0.5414,2,2,2,100.0,31.9633795243483,32.022471910112344,11.309630963096309,3.6903690369036917,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
18,81.86953559358327,74.22982380093254,002367,康力电梯,bottom_area,2024-07-23,5.48,2024-07-18,5.36,2.2388059701492558,9.328358208955223,30.208333333333325,True,-3.351,1.1878,1,1,1,100.0,24.646781789638936,24.646781789638936,12.761194029850746,2.2388059701492558,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
19,80.94417067859101,70.51226527570786,001308,康冠科技,bottom_area,2024-07-23,20.92,2024-07-23,20.9,0.09569377990432118,4.593301435406703,30.170397594386905,False,-3.8161,2.9692,1,1,1,100.0,27.421758569299566,27.421758569299566,14.904306220095679,0.09569377990432118,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
20,80.85000000000001,70.30434782608697,000629,钒钛股份,bottom_area,2024-07-23,2.33,2024-07-23,2.33,0.0,3.8626609442060027,29.393939393939387,False,-2.9167,0.657,1,1,1,100.0,27.173913043478265,27.173913043478265,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
21,79.79878642185687,69.52411091576765,600970,中材国际,bottom_area,2024-07-23,9.71,2024-07-23,9.7,0.10309278350517076,4.020618556701037,28.360413589364846,False,-3.3831,0.5947,1,1,1,100.0,22.19979818365287,22.19979818365287,14.896907216494828,0.10309278350517076,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
22,79.18959017128502,72.78014527845033,000930,中粮科技,bottom_area,2024-07-23,4.86,2024-07-10,4.72,2.9661016949152663,8.262711864406793,28.915662650602407,True,-2.6052,0.7368,1,1,1,100.0,15.552995391705066,15.552995391705066,12.033898305084733,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
23,79.04521241830066,68.73496732026145,002543,万和电气,bottom_area,2024-07-23,8.84,2024-07-23,8.84,0.0,2.828054298642534,27.836734693877553,False,-1.8868,0.4226,1,1,1,100.0,18.736383442265804,18.736383442265804,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
24,79.02633326354083,69.33287450564289,603187,海容冷链,bottom_area,2024-07-23,10.55,2024-07-23,10.5,0.476190476190483,2.952380952380957,31.862426995457493,False,-2.2243,0.7636,1,1,1,100.0,15.530047265361235,15.530047265361235,14.523809523809517,0.476190476190483,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
25,78.53585118807698,68.4389458577439,002557,洽洽食品,bottom_area,2024-07-23,26.13,2024-07-23,26.1,0.11494252873562293,3.486590038314177,32.119635890767235,False,-3.2581,1.0662,1,1,1,100.0,16.510832383124292,16.510832383124292,14.885057471264377,0.11494252873562293,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
26,78.05688915949804,69.34248996138106,603229,奥翔药业,bottom_area,2024-07-23,7.07,2024-07-17,6.99,1.1444921316165961,4.864091559370527,32.52895752895753,False,-2.8846,0.5731,2,4,2,50.0,42.26845172831669,43.052109181141425,13.855507868383404,1.1444921316165961,历史2/4次成功; 当前距低点1.14%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
27,77.7485981134716,68.32278648939472,600389,江山股份,bottom_area,2024-07-23,12.5,2024-07-23,12.43,0.5631536604987954,5.470635559131132,32.07650273224044,False,-4.0675,1.2421,1,1,1,100.0,21.380520620064356,21.380520620064356,14.436846339501205,0.5631536604987954,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
28,76.18223238397887,71.4085140419481,002191,劲嘉股份,bottom_area,2024-07-23,3.62,2024-07-09,3.48,4.02298850574713,8.62068965517241,27.348643006263053,True,-1.3624,0.7683,1,1,1,100.0,21.134020618556693,21.134020618556693,10.977011494252869,4.02298850574713,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
29,75.67200954560577,68.13407745530415,002346,柘中股份,bottom_area,2024-07-23,7.1,2024-07-18,6.97,1.8651362984218063,4.160688665710187,29.381965552178315,False,-1.2517,0.2617,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,13.134863701578192,1.8651362984218063,历史2/3次成功; 当前距低点1.87%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
30,74.67523479333639,66.01046272535658,605337,李子园,bottom_area,2024-07-23,9.18,2024-07-09,9.1,0.87912087912088,8.35164835164835,31.00833965125095,True,-2.7542,0.4106,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,14.12087912087912,0.87912087912088,历史2/3次成功; 当前距低点0.88%; 最新日涨幅-2.75%; 状态bottom_area; 底部已确认
31,74.6203598731479,65.3307703111169,600955,维远股份,bottom_area,2024-07-23,13.77,2024-07-09,13.72,0.3644314868804587,7.069970845481041,28.911917098445596,True,-2.6167,0.2212,2,3,2,66.66666666666666,22.33874964805201,25.969084423305596,14.63556851311954,0.3644314868804587,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
32,72.26744160588082,62.84125357033115,603113,金能科技,bottom_area,2024-07-23,4.89,2024-07-23,4.89,0.0,3.0674846625766947,32.45856353591161,False,-1.0121,0.9206,3,5,3,60.0,23.71641704479105,31.03448275862069,15.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
33,71.85974136498447,66.60063811310188,000723,美锦能源,bottom_area,2024-07-23,4.54,2024-07-10,4.39,3.4168564920273434,8.200455580865611,31.406250000000007,True,-2.1552,0.3861,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,11.583143507972657,3.4168564920273434,历史2/3次成功; 当前距低点3.42%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
34,71.74444865566143,62.72639327471666,002044,美年健康,bottom_area,2024-07-23,3.45,2024-07-23,3.44,0.2906976744186114,2.6162790697674376,29.652351738241308,False,-1.9886,0.6436,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,14.709302325581389,0.2906976744186114,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
35,69.2599898173517,60.45394623740683,601666,平煤股份,bottom_area,2024-07-23,9.92,2024-07-22,9.9,0.20202020202019771,4.141414141414143,27.47252747252747,False,-2.8404,0.7454,2,4,2,50.0,22.766410204370302,27.30923694779115,14.797979797979801,0.20202020202019771,历史2/4次成功; 当前距低点0.20%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
36,69.07585840251133,60.575588891334775,688339,亿华通,bottom_area,2024-07-23,20.0,2024-07-22,19.91,0.45203415369161154,3.9176293319939783,31.627747252747255,False,-1.1369,1.0787,2,5,2,40.0,48.15175678361104,76.30996309963099,14.547965846308388,0.45203415369161154,历史2/5次成功; 当前距低点0.45%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
37,68.11840216092673,59.412258064516145,600058,五矿发展,bottom_area,2024-07-23,6.21,2024-07-23,6.2,0.16129032258064172,2.2580645161290267,29.705215419501137,False,-1.5848,0.3085,1,2,1,50.0,99.54954954954954,99.54954954954954,14.838709677419356,0.16129032258064172,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
38,66.57501573140478,59.3218204603938,603320,迪贝电气,bottom_area,2024-07-23,13.18,2024-07-18,13.01,1.3066871637202149,6.764027671022296,28.516483516483515,False,-1.2734,4.3915,1,2,1,50.0,23.71541501976285,23.71541501976285,13.693312836279784,1.3066871637202149,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
39,66.21611875277712,63.15769494256623,002326,永太科技,bottom_area,2024-07-23,7.62,2024-07-09,7.26,4.958677685950417,11.157024793388437,31.184834123222753,True,-2.5575,0.7987,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,10.041322314049584,4.958677685950417,历史2/3次成功; 当前距低点4.96%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
40,65.96137359339303,62.259815562419455,002317,众生药业,bottom_area,2024-07-23,11.16,2024-07-10,10.69,4.396632366697855,9.635173058933594,31.342324983943488,True,-4.5338,2.0478,2,4,2,50.0,45.076007303712714,58.31999999999999,10.603367633302145,4.396632366697855,历史2/4次成功; 当前距低点4.40%; 最新日涨幅-4.53%; 状态bottom_area; 底部已确认
41,64.67259861545206,57.666354925202555,603128,华贸物流,bottom_area,2024-07-23,5.28,2024-07-18,5.21,1.3435700575815794,3.0710172744721715,28.038674033149174,False,-0.3774,0.8791,1,2,1,50.0,15.267175572519085,15.267175572519085,13.656429942418418,1.3435700575815794,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
42,64.37573242948152,58.12495212063739,603060,国检集团,bottom_area,2024-07-23,5.57,2024-07-09,5.46,2.014652014652021,9.157509157509157,31.835205992509362,True,-1.7637,0.166,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,12.985347985347978,2.014652014652021,历史1/3次成功; 当前距低点2.01%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
43,63.02261127496634,54.83801797199784,688188,柏楚电子,bottom_area,2024-07-23,143.4,2024-07-23,143.35,0.03487966515522244,6.941053365887699,29.366839122936682,False,-6.3663,0.8805,1,2,1,50.0,34.07281509974057,34.07281509974057,14.965120334844778,0.03487966515522244,历史1/2次成功; 当前距低点0.03%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
44,63.0098120805369,54.79114093959731,002833,弘亚数控,bottom_area,2024-07-23,15.92,2024-07-23,15.92,0.0,2.9522613065326673,29.118432769367768,False,-2.3313,1.0004,1,2,1,50.0,35.43624161073825,35.43624161073825,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
45,61.10892948997848,55.44156909373048,605123,派克新材,bottom_area,2024-07-23,48.15,2024-07-09,47.08,2.2727272727272734,7.795242141036537,31.649245063879206,True,-3.7577,0.5786,1,2,1,50.0,15.71713589004656,15.71713589004656,12.727272727272727,2.2727272727272734,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
46,60.82812960356188,56.1549330885769,002612,朗姿股份,bottom_area,2024-07-23,13.2,2024-07-09,12.79,3.2056293979671633,8.91321344800626,32.896117523609654,True,-2.9412,1.0627,1,2,1,50.0,20.77294685990338,20.77294685990338,11.794370602032837,3.2056293979671633,历史1/2次成功; 当前距低点3.21%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
47,59.35059761486667,51.772716109925696,002545,东方铁塔,bottom_area,2024-07-23,5.92,2024-07-23,5.91,0.1692047377326529,3.5532994923857864,28.276699029126213,False,-2.7915,0.7527,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,14.830795262267346,0.1692047377326529,历史1/3次成功; 当前距低点0.17%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
48,59.097369745411484,51.38901716992304,600141,兴发集团,bottom_area,2024-07-23,17.01,2024-07-23,17.01,0.0,3.233392122280994,31.494160289971795,False,-2.5773,1.1094,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
49,58.48309242462891,54.38430222366012,601156,东航物流,bottom_area,2024-07-23,14.98,2024-07-23,14.46,3.5961272475795267,9.474412171507602,31.175630652070446,False,-4.586,3.2218,1,2,1,50.0,35.44877606527652,35.44877606527652,11.403872752420472,3.5961272475795267,历史1/2次成功; 当前距低点3.60%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
50,57.24724531835203,51.96333333333332,002555,三七互娱,bottom_area,2024-07-23,12.46,2024-07-09,12.18,2.298850574712653,7.553366174055828,30.28048082427017,True,-3.9322,2.4103,1,3,1,33.33333333333333,16.78160919540231,16.78160919540231,12.701149425287348,2.298850574712653,历史1/3次成功; 当前距低点2.30%; 最新日涨幅-3.93%; 状态bottom_area; 底部已确认
51,57.068742114997825,53.03804301284417,000697,炼石航空,bottom_area,2024-07-23,5.52,2024-07-18,5.33,3.5647279549718482,7.129455909943713,30.144167758846656,True,-2.3009,0.9026,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,11.435272045028151,3.5647279549718482,历史1/3次成功; 当前距低点3.56%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
52,57.059827778521395,53.49358854236381,000597,东北制药,bottom_area,2024-07-23,3.87,2024-07-09,3.72,4.032258064516126,7.258064516129033,29.00763358778626,True,-1.5267,0.5059,1,2,1,50.0,16.59751037344398,16.59751037344398,10.967741935483874,4.032258064516126,历史1/2次成功; 当前距低点4.03%; 最新日涨幅-1.53%; 状态bottom_area; 底部已确认
53,56.901556912432966,49.58170306270249,002043,兔宝宝,bottom_area,2024-07-23,9.08,2024-07-23,9.07,0.11025358324145298,2.9768467475192897,30.230769230769226,False,-2.4705,1.0239,1,3,1,33.33333333333333,15.96638655462185,15.96638655462185,14.889746416758545,0.11025358324145298,历史1/3次成功; 当前距低点0.11%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
54,56.81,49.400000000000006,000981,山子高科,bottom_area,2024-07-23,1.0,2024-07-23,1.0,0.0,7.000000000000006,28.571428571428566,False,-9.9099,0.7879,1,2,1,50.0,16.66666666666666,16.66666666666666,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
55,51.82622612589614,48.92448093465843,001914,招商积余,bottom_area,2024-07-23,9.72,2024-07-10,9.31,4.4038668098818485,11.600429645542427,28.052550231839252,True,-2.0161,0.3925,1,3,1,33.33333333333333,16.03206412825651,16.03206412825651,10.59613319011815,4.4038668098818485,历史1/3次成功; 当前距低点4.40%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
