rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.0174221884567,82.5191351857858,300342,天银机电,bottom_area,2023-08-10,10.87,2023-08-10,10.76,1.0223048327137494,2.6951672862453617,30.625402965828496,False,-0.6399,3.1153,3,3,3,100.0,19.9461838944793,26.68539325842696,8.977695167286251,1.0223048327137494,历史3/3次成功; 当前距低点1.02%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
12,79.08929348349868,74.89209951986032,688143,长盈通,bottom_area,2023-08-10,29.62,2023-08-09,29.0,2.137931034482762,3.6896551724137945,30.605407992342666,False,-0.437,1.8117,1,1,1,100.0,25.949367088607595,25.949367088607595,7.862068965517238,2.137931034482762,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
13,78.43973658787317,72.45437516148927,688262,国芯科技,bottom_area,2023-08-10,33.81,2023-08-10,33.53,0.8350730688935316,3.1613480465255064,27.580993520518355,False,-0.9086,1.3064,2,2,2,100.0,20.044848164336123,27.063197026022312,9.16492693110647,0.8350730688935316,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
14,77.46107582545778,73.60394596480229,605118,力鼎光电,bottom_area,2023-08-10,14.56,2023-07-28,14.23,2.3190442726633878,7.027406886858749,30.210887690044142,True,-0.6143,0.4041,1,1,1,100.0,12.050359712230225,12.050359712230225,7.680955727336613,2.3190442726633878,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
15,77.0373800589274,76.13811103100217,600935,华塑股份,bottom_area,2023-08-10,3.81,2023-06-27,3.65,4.383561643835621,7.671232876712336,28.571428571428577,True,0.5277,0.2675,1,1,1,100.0,28.50877192982458,28.50877192982458,5.61643835616438,4.383561643835621,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
16,74.55486592128165,70.55902564973333,002829,星网宇达,bottom_area,2023-08-10,30.99,2023-08-10,30.35,2.1087314662273378,2.9654036243822026,32.209068572704936,False,0.8461,1.5433,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,7.891268533772664,2.1087314662273378,历史2/3次成功; 当前距低点2.11%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
17,73.93933736374655,68.12069469212734,300375,鹏翎股份,bottom_area,2023-08-10,4.32,2023-08-10,4.29,0.6993006993007052,2.0979020979020944,30.243902439024396,False,-1.3699,7.1156,1,1,1,100.0,11.74785100286532,11.74785100286532,9.300699300699296,0.6993006993007052,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
18,73.69372877023437,73.60263639845411,002755,奥赛康,bottom_area,2023-08-10,8.08,2023-08-08,7.7,4.935064935064934,6.363636363636354,31.00358422939068,False,0.0,0.3241,1,1,1,100.0,30.831099195710454,30.831099195710454,5.064935064935066,4.935064935064934,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,73.61402487082252,72.27390765722939,002768,国恩股份,confirmed_rebound,2023-08-10,23.46,2023-06-26,22.55,4.035476718403548,10.687361419068736,28.526148969889064,True,0.1708,0.5011,1,1,1,100.0,13.681691264459511,13.681691264459511,5.964523281596453,4.035476718403548,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.17%; 状态confirmed_rebound; 底部已确认
20,73.40496070238576,68.0131303063861,002377,国创高新,bottom_area,2023-08-10,3.04,2023-08-10,3.01,0.9966777408637957,1.9933554817275767,32.96213808463253,False,-0.3279,6.1291,1,1,1,100.0,14.814814814814808,14.814814814814808,9.003322259136205,0.9966777408637957,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
21,71.73401513621009,68.70434439384272,002403,爱仕达,bottom_area,2023-08-10,8.64,2023-07-28,8.41,2.7348394768133226,6.658739595719387,32.61217948717949,False,0.6993,0.8227,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,7.265160523186679,2.7348394768133226,历史2/3次成功; 当前距低点2.73%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
22,71.41961707662294,69.89250428218557,002864,盘龙药业,bottom_area,2023-08-10,35.47,2023-08-08,34.15,3.8653001464128853,7.349926793557827,27.340425531914896,True,-3.0079,6.9058,1,1,1,100.0,21.26553019358567,21.26553019358567,6.134699853587115,3.8653001464128853,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-3.01%; 状态bottom_area; 底部已确认
23,70.30474377079007,69.45245515659684,002219,新里程,bottom_area,2023-08-10,3.83,2023-08-07,3.67,4.359673024523165,5.449591280653956,29.42307692307693,False,-0.2604,0.3642,1,1,1,100.0,23.938223938223942,23.938223938223942,5.640326975476836,4.359673024523165,历史1/1次成功; 当前距低点4.36%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
24,69.23294519408462,63.259594014118434,603033,三维股份,bottom_area,2023-08-10,15.07,2023-08-10,15.03,0.26613439787093096,1.2641383898869014,30.319888734353274,False,-0.3966,0.1142,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,9.73386560212907,0.26613439787093096,历史2/3次成功; 当前距低点0.27%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
