rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.77613781325792,82.6732134218676,000411,英特集团,bottom_area,2023-08-22,11.66,2023-08-22,11.44,1.9230769230769287,5.419580419580428,27.594936708860768,False,-2.5898,6.4365,3,3,3,100.0,31.816283905822544,47.98426745329401,18.076923076923073,1.9230769230769287,历史3/3次成功; 当前距低点1.92%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
12,77.90096202784954,67.79977774875906,601127,赛力斯,bottom_area,2023-08-22,34.5,2023-08-22,33.7,2.3738872403560745,3.6795252225519133,27.07206232417225,False,1.5602,1.8135,4,8,4,50.0,26.57118632672534,30.591200733272228,17.626112759643927,2.3738872403560745,历史4/8次成功; 当前距低点2.37%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
13,76.36951496563277,67.14312366237229,300604,长川科技,bottom_area,2023-08-22,34.8,2023-08-22,33.81,2.928127772848254,4.229517894114166,31.93074290316086,False,0.1439,1.8923,2,4,2,50.0,29.834704217560827,36.28082648300379,17.071872227151747,2.928127772848254,历史2/4次成功; 当前距低点2.93%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
14,74.31504177810606,64.11160354770249,000980,众泰汽车,bottom_area,2023-08-22,3.77,2023-08-22,3.7,1.8918918918918874,7.837837837837839,30.188679245283012,False,-3.0848,6.2361,2,4,2,50.0,33.52213473772031,43.49775784753364,18.108108108108116,1.8918918918918874,历史2/4次成功; 当前距低点1.89%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
15,73.05123880328098,63.70747570053575,300539,横河精密,bottom_area,2023-08-22,11.55,2023-08-17,11.27,2.484472049689451,5.146406388642414,27.524115755627015,False,0.2604,1.2573,1,2,1,50.0,39.25845147219192,39.25845147219192,17.51552795031055,2.484472049689451,历史1/2次成功; 当前距低点2.48%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
16,72.79311852221505,64.23458028663353,300474,景嘉微,bottom_area,2023-08-22,70.52,2023-08-22,68.38,3.129570049722142,3.363556595495776,28.142076502732245,False,2.055,1.7075,1,2,1,50.0,59.857142857142854,59.857142857142854,16.87042995027786,3.129570049722142,历史1/2次成功; 当前距低点3.13%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
17,71.38184521866867,61.90763847645857,002272,川润股份,bottom_area,2023-08-22,6.09,2023-08-22,5.96,2.1812080536912735,4.026845637583897,27.228327228327228,False,-0.8143,1.9823,1,2,1,50.0,48.337595907928375,48.337595907928375,17.818791946308725,2.1812080536912735,历史1/2次成功; 当前距低点2.18%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
18,67.39997875790417,59.2078027420603,603236,移远通信,bottom_area,2023-08-22,45.33,2023-08-22,44.06,2.8824330458465637,3.9718565592374038,29.175373734126342,False,1.8423,2.1601,1,3,1,33.33333333333333,39.389337383102855,39.389337383102855,17.11756695415344,2.8824330458465637,历史1/3次成功; 当前距低点2.88%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
19,67.11988518696099,58.26718950429206,002386,天原股份,bottom_area,2023-08-22,5.95,2023-08-22,5.82,2.233676975945015,3.092783505154634,29.794933655006023,False,-0.1678,0.8457,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,17.766323024054987,2.233676975945015,历史1/3次成功; 当前距低点2.23%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
20,65.1246161784412,56.896446833841495,001266,宏英智能,bottom_area,2023-08-22,25.82,2023-08-22,25.17,2.582439411998405,3.655145013905435,28.534923339011918,False,0.0775,4.1515,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,17.417560588001596,2.582439411998405,历史1/3次成功; 当前距低点2.58%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
21,64.84624026467621,56.803295735724134,603005,晶方科技,bottom_area,2023-08-22,19.21,2023-08-22,18.7,2.727272727272736,3.101604278074876,27.46314972847169,False,1.694,2.1299,1,3,1,33.33333333333333,24.55991516436903,24.55991516436903,17.272727272727266,2.727272727272736,历史1/3次成功; 当前距低点2.73%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
22,64.35863646333304,55.723936407410044,002240,盛新锂能,bottom_area,2023-08-22,24.42,2023-08-22,23.92,2.0903010033444818,4.3896321070234,32.237960339943335,False,-0.7317,1.252,1,3,1,33.33333333333333,33.42198581560282,33.42198581560282,17.90969899665552,2.0903010033444818,历史1/3次成功; 当前距低点2.09%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
23,63.19800663011053,57.61144250811181,688262,国芯科技,bottom_area,2023-08-22,32.67,2023-08-17,31.14,4.913294797687865,7.4823378291586335,32.74298056155507,True,1.9345,1.5708,1,2,1,50.0,27.063197026022312,27.063197026022312,15.086705202312137,4.913294797687865,历史1/2次成功; 当前距低点4.91%; 最新日涨幅1.93%; 状态bottom_area; 底部已确认
24,62.596706084987254,56.37059755765896,300473,德尔股份,bottom_area,2023-08-22,16.46,2023-08-17,15.79,4.243191893603558,6.079797340088669,29.665924276169264,False,0.0608,1.8307,1,2,1,50.0,21.37137137137137,21.37137137137137,15.756808106396445,4.243191893603558,历史1/2次成功; 当前距低点4.24%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
25,62.184383760942254,56.016540970240506,000890,法尔胜,bottom_area,2023-08-22,4.65,2023-08-14,4.46,4.260089686098664,8.96860986547086,27.47967479674797,True,-2.3109,8.8942,1,2,1,50.0,32.954545454545446,32.954545454545446,15.739910313901337,4.260089686098664,历史1/2次成功; 当前距低点4.26%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
26,61.46183716438848,54.73944872453349,688117,圣诺生物,bottom_area,2023-08-22,25.08,2023-08-22,24.2,3.6363636363636322,5.1652892561983474,30.995152552038785,False,1.6207,8.8533,1,3,1,33.33333333333333,24.6076585059636,24.6076585059636,16.36363636363637,3.6363636363636322,历史1/3次成功; 当前距低点3.64%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
27,60.68437392237762,54.27934456751354,688286,敏芯股份,bottom_area,2023-08-22,48.83,2023-08-16,47.01,3.871516698574772,7.679217187832375,28.338414634146336,False,2.4334,0.7287,1,3,1,33.33333333333333,25.016501650165008,25.016501650165008,16.128483301425227,3.871516698574772,历史1/3次成功; 当前距低点3.87%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
28,59.39283562587915,52.70460451977401,688355,明志科技,bottom_area,2023-08-22,21.97,2023-08-22,21.24,3.436911487758948,4.566854990583816,30.246305418719217,False,-1.0806,3.2912,1,4,1,25.0,35.08474576271185,35.08474576271185,16.563088512241052,3.436911487758948,历史1/4次成功; 当前距低点3.44%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
29,59.29186140241186,53.58384073531188,002765,蓝黛科技,bottom_area,2023-08-22,6.59,2023-08-21,6.31,4.437400950871637,8.874801901743274,29.339305711086226,False,0.0,3.5668,1,3,1,33.33333333333333,28.213879408418663,28.213879408418663,15.562599049128364,4.437400950871637,历史1/3次成功; 当前距低点4.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
