rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.77464216001574,78.56989230138362,300358,楚天科技,bottom_area,2025-12-10,9.2,2025-12-05,8.96,2.6785714285714106,4.575892857142839,27.74193548387096,False,0.9879,2.5077,3,4,3,75.0,34.04319977702382,38.205499276411004,17.32142857142859,2.6785714285714106,历史3/4次成功; 当前距低点2.68%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
12,78.69930984315748,69.06150942550653,688337,普源精电,bottom_area,2025-12-10,36.76,2025-12-04,35.75,2.8251748251748197,5.398601398601397,28.499999999999996,False,0.1635,0.5285,3,6,3,50.0,38.886602295188766,54.46153846153845,17.17482517482518,2.8251748251748197,历史3/6次成功; 当前距低点2.83%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
13,77.67585972337959,68.7851633045544,300768,迪普科技,bottom_area,2025-12-10,19.28,2025-12-05,18.66,3.3226152197213343,6.216505894962488,27.05238467552775,False,-0.5673,1.1931,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,16.67738478027867,3.3226152197213343,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
14,75.4488918291112,65.25938819490196,002176,江特电机,bottom_area,2025-12-10,9.53,2025-12-05,9.34,2.034261241970016,4.817987152034254,27.428127428127425,False,0.8466,2.8253,2,5,2,40.0,30.416687239750484,39.01808785529715,17.965738758029985,2.034261241970016,历史2/5次成功; 当前距低点2.03%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
15,73.94329532522708,63.87633989522592,300598,诚迈科技,bottom_area,2025-12-10,46.18,2025-12-05,45.29,1.965113711636124,4.52638551556636,29.234375,False,-0.4312,2.5841,2,5,2,40.0,44.60644708471124,45.24950099800398,18.03488628836388,1.965113711636124,历史2/5次成功; 当前距低点1.97%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
16,71.67647021968024,61.62351050581301,603032,德新科技,bottom_area,2025-12-10,18.5,2025-12-10,18.19,1.7042330951071945,2.1990104452996073,27.064955894145946,False,-0.2695,2.5159,2,5,2,40.0,29.296569691706477,33.061224489795926,18.295766904892808,1.7042330951071945,历史2/5次成功; 当前距低点1.70%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
17,70.66499405925411,62.12205128205126,000803,山高环能,bottom_area,2025-12-10,6.69,2025-12-05,6.5,2.923076923076929,3.8461538461538463,32.22106360792492,False,0.2999,1.9389,1,2,1,50.0,36.1111111111111,36.1111111111111,17.076923076923073,2.923076923076929,历史1/2次成功; 当前距低点2.92%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
18,66.42168898844483,59.25504986104302,002017,东信和平,bottom_area,2025-12-10,21.15,2025-12-04,20.39,3.7273173124080334,5.394801373222157,29.373051610668515,False,0.237,1.3258,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,16.272682687591967,3.7273173124080334,历史1/3次成功; 当前距低点3.73%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
19,64.46401230037112,58.24147079521463,600104,上汽集团,bottom_area,2025-12-10,15.35,2025-11-21,14.7,4.421768707482996,7.959183673469387,28.74454677653902,True,1.3201,0.4215,1,2,1,50.0,24.425287356321842,24.425287356321842,15.578231292517005,4.421768707482996,历史1/2次成功; 当前距低点4.42%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
20,64.2087293307126,57.2165006765992,603197,保隆科技,bottom_area,2025-12-10,35.35,2025-11-21,34.1,3.6656891495601167,5.014662756598243,27.431368376250266,False,0.8559,0.7283,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,16.334310850439884,3.6656891495601167,历史2/6次成功; 当前距低点3.67%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
21,62.02922221817997,53.88300465110466,002291,遥望科技,bottom_area,2025-12-10,6.76,2025-12-05,6.61,2.269288956127072,5.597579425113466,28.77155172413792,False,-1.7442,5.4755,1,4,1,25.0,27.107438016528935,27.107438016528935,17.73071104387293,2.269288956127072,历史1/4次成功; 当前距低点2.27%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
22,62.02340964762534,52.33200725664211,000695,滨海能源,bottom_area,2025-12-10,13.37,2025-12-10,13.28,0.677710843373493,3.91566265060242,31.012987012987015,False,-0.8895,9.5529,2,6,2,33.33333333333333,21.042229280647017,21.910112359550556,19.322289156626507,0.677710843373493,历史2/6次成功; 当前距低点0.68%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
23,60.83926968150385,52.13739931753325,002459,晶澳科技,bottom_area,2025-12-10,11.3,2025-12-10,11.13,1.5274034141958663,2.4258760107816673,27.254901960784313,False,-1.3962,1.3254,1,6,1,16.666666666666664,26.683937823834192,26.683937823834192,18.472596585804133,1.5274034141958663,历史1/6次成功; 当前距低点1.53%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
24,58.23215964556844,51.370788375854936,300612,宣亚国际,bottom_area,2025-12-10,17.22,2025-12-05,16.7,3.113772455089818,7.544910179640728,28.418345477925417,True,-0.5199,10.0173,1,5,1,20.0,25.592417061611382,25.592417061611382,16.88622754491018,3.113772455089818,历史1/5次成功; 当前距低点3.11%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
