rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.19400238647069,81.08700736772873,300584,海辰药业,bottom_area,2024-04-16,14.37,2024-04-16,14.2,1.1971830985915488,9.647887323943669,28.96448224112056,False,-7.8255,3.2074,2,2,2,100.0,41.271961465147655,54.23197492163009,18.802816901408452,1.1971830985915488,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
12,87.40698293271511,73.02483742119072,300561,汇金科技,bottom_area,2024-04-16,7.21,2024-04-16,7.2,0.13888888888888593,12.499999999999991,27.272727272727277,False,-11.8582,3.6032,2,2,2,100.0,24.79303273041607,27.62128325508607,19.861111111111114,0.13888888888888593,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-11.86%; 状态bottom_area; 底部未确认
13,87.18,72.65,600052,东望时代,bottom_area,2024-04-16,3.38,2024-04-16,3.38,0.0,9.467455621301783,27.311827956989255,False,-10.1064,1.3873,1,1,1,100.0,56.0655737704918,56.0655737704918,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态bottom_area; 底部未确认
14,87.08199337455353,72.97789764585467,300725,药石科技,bottom_area,2024-04-16,29.4,2024-04-16,29.31,0.3070624360286587,9.757761856021846,27.053260328521656,False,-7.489,3.8119,1,1,1,100.0,43.26881720430109,43.26881720430109,19.69293756397134,0.3070624360286587,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
15,86.89597917951787,74.8837747027746,688280,精进电动,bottom_area,2024-04-16,3.89,2024-04-16,3.82,1.8324607329843006,14.39790575916231,28.864059590316575,False,-10.1617,1.4351,1,1,1,100.0,32.37518910741301,32.37518910741301,18.1675392670157,1.8324607329843006,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-10.16%; 状态bottom_area; 底部未确认
16,86.56317716394203,72.7743524829601,000735,罗牛山,bottom_area,2024-04-16,4.18,2024-04-16,4.16,0.48076923076922046,6.730769230769236,27.017543859649123,False,-6.278,2.1231,1,1,1,100.0,44.303797468354425,44.303797468354425,19.51923076923078,0.48076923076922046,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
17,86.43278416776509,73.79908385944572,300471,厚普股份,bottom_area,2024-04-16,8.4,2024-04-16,8.29,1.3268998793727529,12.786489746682758,27.34443470639791,False,-10.6383,2.9141,1,1,1,100.0,20.346320346320343,20.346320346320343,18.673100120627247,1.3268998793727529,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-10.64%; 状态bottom_area; 底部未确认
18,86.08894406417224,71.797110226954,001359,平安电工,bottom_area,2024-04-16,23.37,2024-04-16,23.36,0.042808219178088885,9.160958904109592,29.849849849849846,False,-9.9422,31.4214,1,1,1,100.0,33.681252509032504,33.681252509032504,19.957191780821912,0.042808219178088885,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
19,85.37077294734148,71.5385464444811,300582,英飞特,bottom_area,2024-04-16,6.62,2024-04-16,6.6,0.30303030303031003,12.42424242424243,28.802588996763756,False,-11.6155,4.0423,1,1,1,100.0,35.48094373865699,35.48094373865699,19.696969696969692,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-11.62%; 状态bottom_area; 底部未确认
20,85.3102787456446,71.09189895470384,000042,中洲控股,bottom_area,2024-04-16,3.51,2024-04-16,3.51,0.0,10.256410256410266,31.844660194174768,False,-10.0,2.6022,2,2,2,100.0,24.956445993031362,28.57142857142858,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
21,85.1537553157616,73.47945015150395,605277,新亚电子,bottom_area,2024-04-16,12.84,2024-04-16,12.6,1.9047619047619067,9.444444444444441,29.805013927576603,False,-8.0888,4.8646,1,1,1,100.0,25.711329539575807,25.711329539575807,18.095238095238095,1.9047619047619067,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-8.09%; 状态bottom_area; 底部未确认
22,84.85424559440558,70.71187132867132,002652,扬子新材,bottom_area,2024-04-16,2.01,2024-04-16,2.01,0.0,7.9601990049751326,28.469750889679723,False,-9.8655,2.0816,2,2,2,100.0,22.913286713286713,23.426573426573423,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态bottom_area; 底部未确认
23,84.76267146345828,71.16278814494275,688337,普源精电,bottom_area,2024-04-16,27.22,2024-04-16,27.11,0.4057543341940223,8.115086683880484,29.364252214695156,False,-5.3876,2.5543,3,4,3,75.0,38.886602295188766,54.46153846153845,19.59424566580598,0.4057543341940223,历史3/4次成功; 当前距低点0.41%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
24,84.73875000000001,70.61562500000001,002446,盛路通信,bottom_area,2024-04-16,5.72,2024-04-16,5.72,0.0,10.314685314685313,30.83434099153567,False,-9.9213,7.1729,1,1,1,100.0,39.0625,39.0625,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
25,84.58492754722279,71.60687526966625,301555,惠柏新材,bottom_area,2024-04-16,25.8,2024-04-16,25.58,0.8600469116497358,14.151681000781865,28.86540600667409,False,-13.9139,10.488,2,2,2,100.0,26.009581872191667,30.3952321204517,19.139953088350264,0.8600469116497358,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-13.91%; 状态bottom_area; 底部未确认
26,84.28870153846154,70.24058461538462,603177,德创环保,bottom_area,2024-04-16,6.97,2024-04-16,6.97,0.0,8.464849354375895,27.01570680628273,False,-9.9483,0.9283,1,1,1,100.0,37.04615384615384,37.04615384615384,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
27,84.24721852086695,70.56338062136473,002197,证通电子,bottom_area,2024-04-16,7.24,2024-04-16,7.22,0.2770083102493139,10.387811634349031,30.842911877394634,False,-9.613,4.2206,1,1,1,100.0,29.919137466307287,29.919137466307287,19.72299168975069,0.2770083102493139,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-9.61%; 状态bottom_area; 底部未确认
28,84.2170145341795,70.44280313089665,300551,古鳌科技,bottom_area,2024-04-16,9.86,2024-04-16,9.84,0.2032520325203209,14.73577235772357,31.428571428571427,False,-12.0428,5.4172,1,1,1,100.0,28.36676217765042,28.36676217765042,19.796747967479682,0.2032520325203209,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-12.04%; 状态bottom_area; 底部未确认
29,84.1070937183135,70.41421070516341,300706,阿石创,bottom_area,2024-04-16,15.89,2024-04-16,15.85,0.2523659305993749,12.87066246056783,28.923766816143505,False,-10.6802,3.8224,1,1,1,100.0,28.81508078994613,28.81508078994613,19.747634069400625,0.2523659305993749,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-10.68%; 状态bottom_area; 底部未确认
30,84.10296166473155,70.08580138727629,300409,道氏技术,bottom_area,2024-04-16,9.14,2024-04-16,9.14,0.0,9.956236323851204,29.475308641975307,False,-8.9641,6.6582,3,4,3,75.0,40.380652619765016,50.03460207612457,20.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-8.96%; 状态bottom_area; 底部未确认
31,83.956,69.96333333333334,600255,鑫科材料,bottom_area,2024-04-16,1.72,2024-04-16,1.72,0.0,9.883720930232553,27.426160337552748,False,-9.9476,3.4004,1,1,1,100.0,35.55555555555555,35.55555555555555,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
32,83.0407644316103,69.60446037238424,002632,道明光学,bottom_area,2024-04-16,6.32,2024-04-16,6.3,0.31746031746032477,8.571428571428573,29.054054054054063,False,-9.0647,5.2687,1,1,1,100.0,25.259515570934255,25.259515570934255,19.682539682539677,0.31746031746032477,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-9.06%; 状态bottom_area; 底部未确认
33,82.68691431551281,69.30914850821323,300464,星徽股份,bottom_area,2024-04-16,3.15,2024-04-16,3.14,0.31847133757961105,18.789808917197448,32.32758620689655,False,-13.9344,3.0795,1,1,1,100.0,23.68421052631579,23.68421052631579,19.68152866242039,0.31847133757961105,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-13.93%; 状态bottom_area; 底部未确认
34,82.55886353726152,69.6344639917292,301520,万邦医药,bottom_area,2024-04-16,41.26,2024-04-16,40.99,0.6586972432300464,10.026835813613074,27.80908770693906,False,-8.5144,4.1974,1,1,1,100.0,29.60372960372961,29.60372960372961,19.341302756769956,0.6586972432300464,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-8.51%; 状态bottom_area; 底部未确认
35,82.4487656892281,68.94282370398736,688307,中润光学,bottom_area,2024-04-16,16.1,2024-04-16,16.07,0.18668326073429456,12.881144990665838,27.087114337568053,False,-12.1179,2.1174,1,1,1,100.0,20.099255583126556,20.099255583126556,19.81331673926571,0.18668326073429456,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-12.12%; 状态bottom_area; 底部未确认
36,82.26032315355074,72.57015610966731,301313,凡拓数创,bottom_area,2024-04-16,20.52,2024-04-16,19.9,3.1155778894472417,10.75376884422111,29.156283374866504,False,-7.9408,7.6119,3,4,3,75.0,39.831579019392564,52.43243243243245,16.88442211055276,3.1155778894472417,历史3/4次成功; 当前距低点3.12%; 最新日涨幅-7.94%; 状态bottom_area; 底部未确认
37,82.18544262295082,68.48786885245902,300550,和仁科技,bottom_area,2024-04-16,9.0,2024-04-16,9.0,0.0,13.666666666666671,27.30210016155089,False,-11.6781,1.1731,1,1,1,100.0,27.62295081967214,27.62295081967214,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-11.68%; 状态bottom_area; 底部未确认
38,82.03070325900515,68.3589193825043,002682,龙洲股份,bottom_area,2024-04-16,3.85,2024-04-16,3.85,0.0,9.350649350649347,30.630630630630627,False,-10.0467,8.2311,1,1,1,100.0,26.929674099485425,26.929674099485425,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
39,81.8968085106383,68.24734042553192,300535,达威股份,bottom_area,2024-04-16,10.01,2024-04-16,10.01,0.0,14.385614385614382,28.754448398576514,False,-14.0034,5.9459,1,1,1,100.0,26.329787234042563,26.329787234042563,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-14.00%; 状态bottom_area; 底部未确认
40,81.04350404312669,67.53625336927225,600241,时代万恒,bottom_area,2024-04-16,5.84,2024-04-16,5.84,0.0,8.904109589041104,28.34355828220859,False,-10.0154,1.8025,1,1,1,100.0,22.50673854447439,22.50673854447439,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
41,80.99672044305322,67.49726703587768,301390,经纬股份,bottom_area,2024-04-16,27.69,2024-04-16,27.69,0.0,8.197905381003972,27.09320695102685,False,-7.5768,5.042,1,1,1,100.0,22.29713460149289,22.29713460149289,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.58%; 状态bottom_area; 底部未确认
42,80.89821025276012,69.50927563214977,603050,科林电气,bottom_area,2024-04-16,24.95,2024-04-16,24.54,1.6707416462917692,8.231458842705786,27.738515901060072,False,-4.771,5.835,2,3,2,66.66666666666666,40.386558704453435,41.09311740890686,18.329258353708234,1.6707416462917692,历史2/3次成功; 当前距低点1.67%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
43,80.59951940850276,67.1662661737523,002072,凯瑞德,bottom_area,2024-04-16,3.32,2024-04-16,3.32,0.0,5.120481927710855,27.032967032967033,False,-10.0271,0.76,1,1,1,100.0,20.51756007393714,20.51756007393714,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
44,80.5832,67.15266666666668,300334,津膜科技,bottom_area,2024-04-16,4.7,2024-04-16,4.7,0.0,14.680851063829776,29.21686746987951,False,-11.1531,3.4047,1,1,1,100.0,20.444444444444457,20.444444444444457,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-11.15%; 状态bottom_area; 底部未确认
45,80.10263694794011,66.84900354389728,300731,科创新源,bottom_area,2024-04-16,12.66,2024-04-16,12.65,0.0790513833992078,12.885375494071138,28.892636312535124,False,-11.2202,5.2003,2,3,2,66.66666666666666,46.41168834075698,53.7536092396535,19.920948616600793,0.0790513833992078,历史2/3次成功; 当前距低点0.08%; 最新日涨幅-11.22%; 状态bottom_area; 底部未确认
46,78.85992618853346,65.71660515711122,300437,清水源,bottom_area,2024-04-16,7.9,2024-04-16,7.9,0.0,16.708860759493675,32.76595744680851,False,-14.1304,5.409,5,7,5,71.42857142857143,24.628445545144793,30.330330330330323,20.0,0.0,历史5/7次成功; 当前距低点0.00%; 最新日涨幅-14.13%; 状态bottom_area; 底部未确认
47,78.48981091796098,67.4823370110331,002432,九安医疗,bottom_area,2024-04-16,40.56,2024-04-16,39.88,1.7051153460381134,4.312938816449345,27.464532557293552,False,0.1729,3.2066,1,2,1,50.0,65.03496503496503,65.03496503496503,18.294884653961887,1.7051153460381134,历史1/2次成功; 当前距低点1.71%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
48,78.33320293335198,66.48570134568654,300707,威唐工业,bottom_area,2024-04-16,10.09,2024-04-16,9.99,1.0010010010009973,12.812812812812806,29.894736842105264,False,-10.3908,5.9839,3,6,3,50.0,35.36550337617637,59.14285714285715,18.998998998999003,1.0010010010009973,历史3/6次成功; 当前距低点1.00%; 最新日涨幅-10.39%; 状态bottom_area; 底部未确认
49,76.93584854995893,65.85143209967356,603000,人民网,bottom_area,2024-04-16,22.92,2024-04-16,22.59,1.460823373173979,6.551571491810537,29.34000625586487,False,-4.3805,2.6536,2,4,2,50.0,37.591985970485084,48.493150684931514,18.539176626826023,1.460823373173979,历史2/4次成功; 当前距低点1.46%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
50,75.62138103756709,63.01781753130591,603030,全筑股份,bottom_area,2024-04-16,1.99,2024-04-16,1.99,0.0,7.035175879396981,30.175438596491233,False,-4.7847,1.7839,3,5,3,60.0,34.88073941562313,50.5813953488372,20.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
51,74.86970361332617,63.752751305765145,688286,敏芯股份,bottom_area,2024-04-16,30.05,2024-04-16,29.7,1.1784511784511833,10.505050505050509,29.116945107398568,False,-8.9394,2.5711,2,4,2,50.0,22.847419315235673,25.016501650165008,18.821548821548816,1.1784511784511833,历史2/4次成功; 当前距低点1.18%; 最新日涨幅-8.94%; 状态bottom_area; 底部未确认
52,74.64712180525683,62.65375243144102,002406,远东传动,bottom_area,2024-04-16,5.13,2024-04-16,5.11,0.39138943248531455,9.197651663405082,28.23033707865168,False,-8.881,4.1811,2,4,2,50.0,47.12967923391146,67.88321167883211,19.60861056751469,0.39138943248531455,历史2/4次成功; 当前距低点0.39%; 最新日涨幅-8.88%; 状态bottom_area; 底部未确认
53,74.10207703121765,62.00155397058482,300542,新晨科技,bottom_area,2024-04-16,9.1,2024-04-16,9.08,0.22026431718061204,14.317180616740096,32.23880597014925,False,-12.5,5.9931,2,3,2,66.66666666666666,22.081128747795418,22.574955908289247,19.77973568281939,0.22026431718061204,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-12.50%; 状态bottom_area; 底部未确认
54,73.77581731634497,61.74797809642543,688045,必易微,bottom_area,2024-04-16,21.11,2024-04-16,21.06,0.23741690408357413,9.211775878442552,28.537495758398375,False,-9.087,2.4967,2,3,2,66.66666666666666,20.928075113275824,21.048975338659265,19.762583095916426,0.23741690408357413,历史2/3次成功; 当前距低点0.24%; 最新日涨幅-9.09%; 状态bottom_area; 底部未确认
55,73.65342386872823,62.32146801843821,688135,利扬芯片,bottom_area,2024-04-16,14.53,2024-04-16,14.41,0.8327550312283083,10.062456627342119,27.51509054325955,False,-9.0738,1.2878,2,3,2,66.66666666666666,31.309047435333802,40.41850220264317,19.167244968771694,0.8327550312283083,历史2/3次成功; 当前距低点0.83%; 最新日涨幅-9.07%; 状态bottom_area; 底部未确认
56,72.35907236490567,60.47409949822067,002405,四维图新,bottom_area,2024-04-16,6.34,2024-04-16,6.33,0.15797788309636315,8.530805687203792,31.862217438105482,False,-8.1159,2.5254,2,4,2,50.0,32.54994124559342,41.62162162162163,19.84202211690364,0.15797788309636315,历史2/4次成功; 当前距低点0.16%; 最新日涨幅-8.12%; 状态bottom_area; 底部未确认
57,72.28431171349243,60.28230730529596,301367,瑞迈特,bottom_area,2024-04-16,73.06,2024-04-16,73.03,0.04107900862659337,8.024099685060932,28.387919199843108,False,-7.7176,2.7133,2,4,2,50.0,30.0858464783042,32.411969715178486,19.958920991373407,0.04107900862659337,历史2/4次成功; 当前距低点0.04%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
58,72.20451375201745,60.274676781491955,603212,赛伍技术,bottom_area,2024-04-16,10.6,2024-04-16,10.59,0.09442870632672132,8.970727101038708,28.734858681022878,False,-8.1456,2.7507,2,4,2,50.0,30.698786193101522,32.01038575667657,19.90557129367328,0.09442870632672132,历史2/4次成功; 当前距低点0.09%; 最新日涨幅-8.15%; 状态bottom_area; 底部未确认
59,72.03270730497904,61.23438555176464,002256,兆新股份,bottom_area,2024-04-16,1.86,2024-04-16,1.84,1.0869565217391313,8.152173913043473,30.82706766917293,False,-7.4627,2.3717,2,5,2,40.0,29.85293774908523,31.775700934579426,18.913043478260867,1.0869565217391313,历史2/5次成功; 当前距低点1.09%; 最新日涨幅-7.46%; 状态bottom_area; 底部未确认
60,71.34839643578186,59.70241052600135,300745,欣锐科技,bottom_area,2024-04-16,13.38,2024-04-16,13.35,0.22471910112360402,10.112359550561795,31.291816778178077,False,-9.3496,6.6455,2,4,2,50.0,29.21919396001701,36.150000000000006,19.775280898876396,0.22471910112360402,历史2/4次成功; 当前距低点0.22%; 最新日涨幅-9.35%; 状态bottom_area; 底部未确认
61,71.20797874459976,59.70443778976771,300721,怡达股份,confirmed_rebound,2024-04-16,9.01,2024-04-16,8.98,0.3340757238307278,20.712694877505562,30.81664098613251,False,-18.9019,11.4584,2,3,2,66.66666666666666,21.34120308298442,22.270742358078603,19.66592427616927,0.3340757238307278,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-18.90%; 状态confirmed_rebound; 底部未确认
62,70.21291201754427,58.89363827765462,002069,獐子岛,bottom_area,2024-04-16,2.82,2024-04-16,2.81,0.35587188612098886,12.099644128113873,27.01298701298701,False,-9.3248,2.6741,2,4,2,50.0,26.47863536564769,30.967741935483854,19.644128113879013,0.35587188612098886,历史2/4次成功; 当前距低点0.36%; 最新日涨幅-9.32%; 状态bottom_area; 底部未确认
63,69.672968182625,58.52327522943157,300538,同益股份,bottom_area,2024-04-16,11.6,2024-04-16,11.55,0.4329004329004236,10.909090909090907,29.097605893185996,False,-9.9379,6.534,2,4,2,50.0,25.431657077658826,30.150753768844226,19.56709956709958,0.4329004329004236,历史2/4次成功; 当前距低点0.43%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
64,69.59240081825779,57.99366734854816,688079,美迪凯,bottom_area,2024-04-16,6.2,2024-04-16,6.2,0.0,12.41935483870967,28.571428571428566,False,-11.3019,1.3806,2,4,2,50.0,29.53584595993638,30.064655172413808,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-11.30%; 状态bottom_area; 底部未确认
65,69.42601647089161,59.21753224715941,603200,上海洗霸,bottom_area,2024-04-16,19.92,2024-04-16,19.67,1.2709710218607015,8.185053380782914,28.185469149324565,False,-7.1761,6.0345,1,2,1,50.0,32.93196869355809,32.93196869355809,18.7290289781393,1.2709710218607015,历史1/2次成功; 当前距低点1.27%; 最新日涨幅-7.18%; 状态bottom_area; 底部未确认
66,69.40583608772351,60.23391772457014,301489,思泉新材,bottom_area,2024-04-16,63.61,2024-04-16,62.23,2.2175799453639766,18.656596496866474,32.498101746393324,False,-15.3447,22.2178,1,2,1,50.0,71.56118143459918,71.56118143459918,17.782420054636024,2.2175799453639766,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-15.34%; 状态bottom_area; 底部未确认
67,69.24463753723931,57.7038646143661,002494,华斯股份,bottom_area,2024-04-16,3.16,2024-04-16,3.16,0.0,8.86075949367088,27.188940092165893,False,-9.9715,2.0135,2,4,2,50.0,27.977766743903775,35.67251461988303,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
68,69.1397665053603,57.616472087800254,002806,华锋股份,bottom_area,2024-04-16,7.73,2024-04-16,7.73,0.0,0.0,30.858676207513412,False,-10.0116,0.8757,2,4,2,50.0,27.507914450538966,34.66407010710809,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
69,68.96615051013387,58.62753196930943,002272,川润股份,bottom_area,2024-04-16,4.65,2024-04-16,4.6,1.086956521739146,9.347826086956536,27.67295597484278,False,-9.002,10.5895,1,4,1,25.0,48.337595907928375,48.337595907928375,18.913043478260853,1.086956521739146,历史1/4次成功; 当前距低点1.09%; 最新日涨幅-9.00%; 状态bottom_area; 底部未确认
70,68.89869886136273,58.10733638910111,300511,雪榕生物,bottom_area,2024-04-16,3.08,2024-04-16,3.06,0.6535947712418306,10.784313725490199,27.999999999999996,False,-9.9415,4.1102,2,4,2,50.0,25.900712191034756,29.220779220779214,19.346405228758172,0.6535947712418306,历史2/4次成功; 当前距低点0.65%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
71,68.32940085179088,57.24348206228086,605289,罗曼股份,bottom_area,2024-04-16,24.3,2024-04-16,24.23,0.28889806025588227,10.111432108955837,30.553167096589277,False,-9.1249,6.8094,2,5,2,40.0,38.45252494443158,53.38199513381995,19.71110193974412,0.28889806025588227,历史2/5次成功; 当前距低点0.29%; 最新日涨幅-9.12%; 状态bottom_area; 底部未确认
72,67.96315646486666,57.02606741573032,002685,华东重机,bottom_area,2024-04-16,2.68,2024-04-16,2.67,0.3745318352060012,7.490636704119858,28.22580645161291,False,-9.1525,4.9646,1,2,1,50.0,109.52380952380952,109.52380952380952,19.625468164794,0.3745318352060012,历史1/2次成功; 当前距低点0.37%; 最新日涨幅-9.15%; 状态bottom_area; 底部未确认
73,67.89882061274648,57.896983859730625,688170,德龙激光,bottom_area,2024-04-16,21.8,2024-04-16,21.53,1.2540640966093803,9.800278680910354,27.969220475075275,False,-6.8774,2.6171,1,2,1,50.0,25.624999999999996,25.624999999999996,18.74593590339062,1.2540640966093803,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
