rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.41590559557365,86.28064776475566,000597,东北制药,bottom_area,2024-09-12,4.15,2024-08-26,4.07,1.9656019656019672,5.65110565110564,32.053422370617696,False,0.0,0.9186,3,3,3,100.0,29.259248636172746,61.02150537634409,8.034398034398032,1.9656019656019672,历史3/3次成功; 当前距低点1.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,80.84153904956742,77.95121316805526,002674,兴业科技,bottom_area,2024-09-12,8.01,2024-08-21,7.77,3.0888030888030915,6.30630630630631,31.72231985940247,False,0.7547,0.3256,1,1,1,100.0,31.578947368421055,31.578947368421055,6.911196911196909,3.0888030888030915,历史1/1次成功; 当前距低点3.09%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
13,80.28813307340009,74.62040037329135,000726,鲁泰A,bottom_area,2024-09-12,5.24,2024-08-29,5.18,1.158301158301168,6.370656370656372,31.390728476821195,False,-0.5693,0.4428,1,1,1,100.0,12.480252764612954,12.480252764612954,8.841698841698832,1.158301158301168,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
14,79.80253962693752,72.77894736842103,300761,立华股份,bottom_area,2024-09-12,18.03,2024-09-10,18.0,0.16666666666667299,3.4999999999999947,27.710843373493972,False,-0.9341,0.3375,1,1,1,100.0,30.263157894736853,30.263157894736853,9.833333333333327,0.16666666666667299,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
15,79.65315604656483,72.41196004233166,300536,农尚环境,bottom_area,2024-09-12,4.76,2024-09-12,4.76,0.0,9.033613445378165,27.217125382263003,False,-6.1144,3.8601,5,6,5,83.33333333333334,34.8313263924641,60.27027027027027,10.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-6.11%; 状态bottom_area; 底部未确认
16,79.46688513447968,73.30034792785095,601808,中海油服,bottom_area,2024-09-12,13.23,2024-09-11,13.13,0.7616146230007589,1.5232292460015178,29.9359658484525,False,0.4556,0.1215,1,1,1,100.0,17.88617886178861,17.88617886178861,9.238385376999242,0.7616146230007589,历史1/1次成功; 当前距低点0.76%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
17,79.26005048378698,77.59775983805137,603132,金徽股份,bottom_area,2024-09-12,10.69,2024-09-10,10.29,3.8872691933916457,6.122448979591845,31.354236157438297,False,0.0,1.1972,2,2,2,100.0,22.799643005292072,33.20754716981132,6.112730806608354,3.8872691933916457,历史2/2次成功; 当前距低点3.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
18,79.25741422040157,75.71143559143559,601117,中国化学,bottom_area,2024-09-12,6.32,2024-09-10,6.16,2.5974025974025996,4.058441558441558,28.78612716763006,False,0.4769,0.4356,1,1,1,100.0,13.513513513513523,13.513513513513523,7.402597402597401,2.5974025974025996,历史1/1次成功; 当前距低点2.60%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
19,79.04873635070877,73.20302700032325,000539,粤电力A,bottom_area,2024-09-12,4.17,2024-08-26,4.13,0.9685230024213084,6.7796610169491585,31.395348837209298,False,0.2404,0.3179,1,1,1,100.0,19.89924433249369,19.89924433249369,9.031476997578693,0.9685230024213084,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
20,78.80951424655625,76.22854767184037,601872,招商轮船,bottom_area,2024-09-12,6.35,2024-09-11,6.15,3.2520325203251916,4.390243902439018,27.47641509433962,False,1.9262,0.4775,1,1,1,100.0,24.318181818181802,24.318181818181802,6.747967479674808,3.2520325203251916,历史1/1次成功; 当前距低点3.25%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
21,78.41728017040049,71.61163538877248,600183,生益科技,bottom_area,2024-09-12,16.92,2024-08-29,16.88,0.23696682464456578,7.760663507109018,29.519832985386223,True,-1.5134,0.6194,3,4,3,75.0,19.822149187968265,25.158227848101262,9.763033175355435,0.23696682464456578,历史3/4次成功; 当前距低点0.24%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
22,78.20400490007786,74.67802395465505,301509,金凯生科,bottom_area,2024-09-12,25.86,2024-08-28,25.21,2.57834192780642,6.902023006743349,29.6792189679219,False,-1.2223,2.0888,2,2,2,100.0,13.530341666955287,15.05054819877544,7.421658072193581,2.57834192780642,历史2/2次成功; 当前距低点2.58%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
23,78.197683805158,74.86661418713989,000883,湖北能源,bottom_area,2024-09-12,4.54,2024-09-11,4.42,2.714932126696835,4.072398190045242,28.70967741935484,False,2.0225,0.4033,1,1,1,100.0,10.412147505422983,10.412147505422983,7.2850678733031655,2.714932126696835,历史1/1次成功; 当前距低点2.71%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
24,77.88243027290181,71.85910896660971,002140,东华科技,bottom_area,2024-09-12,6.49,2024-09-10,6.44,0.7763975155279476,2.018633540372669,28.44444444444444,False,0.3091,0.3764,1,1,1,100.0,10.318791946308728,10.318791946308728,9.223602484472053,0.7763975155279476,历史1/1次成功; 当前距低点0.78%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
25,77.55375035660552,76.3870320004034,002682,龙洲股份,bottom_area,2024-09-12,3.47,2024-08-28,3.33,4.204204204204208,6.606606606606599,30.76923076923076,False,1.1662,2.1101,2,2,2,100.0,20.175363365532185,26.929674099485425,5.795795795795793,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
26,77.26579681274902,70.24163346613547,603027,千禾味业,bottom_area,2024-09-12,10.25,2024-09-12,10.25,0.0,4.780487804878051,28.918169209431344,False,-3.8462,1.803,1,1,1,100.0,37.051792828685265,37.051792828685265,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
27,76.59058725883747,70.05372676747734,002600,领益智造,bottom_area,2024-09-12,6.28,2024-09-12,6.26,0.3194888178913812,5.750798722044734,27.124563445867288,False,-3.3846,3.185,4,5,4,80.0,21.03312511972955,38.381201044386415,9.68051118210862,0.3194888178913812,历史4/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
28,75.96139331563359,69.78381012430192,000898,鞍钢股份,bottom_area,2024-09-12,1.83,2024-09-12,1.82,0.5494505494505499,2.7472527472527495,30.0,False,-1.0811,0.4111,1,1,1,100.0,18.852459016393443,18.852459016393443,9.45054945054945,0.5494505494505499,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
29,75.94677761935002,73.21016752342642,603291,联合水务,bottom_area,2024-09-12,9.39,2024-08-28,9.11,3.073545554335907,5.92755214050495,29.65250965250965,False,-0.2125,0.6824,2,2,2,100.0,11.708878426410102,12.102772143340088,6.926454445664093,3.073545554335907,历史2/2次成功; 当前距低点3.07%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
30,75.74606603382317,69.10034937282971,002302,西部建设,bottom_area,2024-09-12,5.49,2024-09-12,5.48,0.1824817518248136,2.5547445255474392,32.51231527093595,False,-1.0811,2.5304,1,1,1,100.0,10.679611650485443,10.679611650485443,9.817518248175187,0.1824817518248136,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
31,75.357695488592,68.7147827525845,605218,伟时电子,bottom_area,2024-09-12,18.94,2024-09-12,18.91,0.15864621893178812,6.821787414066627,30.272861356932157,False,-5.5362,11.2407,3,4,3,75.0,22.696215762091207,42.36874236874236,9.841353781068213,0.15864621893178812,历史3/4次成功; 当前距低点0.16%; 最新日涨幅-5.54%; 状态bottom_area; 底部未确认
32,74.17826256755609,68.57315269508804,000037,深南电A,bottom_area,2024-09-12,6.9,2024-09-11,6.84,0.8771929824561476,2.192982456140356,29.338842975206607,False,0.5831,0.9582,5,8,5,62.5,25.1379177155272,45.16765285996055,9.122807017543852,0.8771929824561476,历史5/8次成功; 当前距低点0.88%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
33,73.94304842811695,71.13035773691139,601919,中远海控,bottom_area,2024-09-12,11.81,2024-09-10,11.47,2.9642545771578015,4.097646033129894,29.328404189772023,False,1.8982,0.4749,2,3,2,66.66666666666666,32.26984680733607,40.45881126173098,7.035745422842199,2.9642545771578015,历史2/3次成功; 当前距低点2.96%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
34,73.91294354704311,72.39214337396339,301518,长华化学,bottom_area,2024-09-12,14.09,2024-08-28,13.56,3.908554572271382,6.12094395280236,28.21598729486501,False,0.2134,1.7678,1,1,1,100.0,11.740041928721173,11.740041928721173,6.091445427728619,3.908554572271382,历史1/1次成功; 当前距低点3.91%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
35,71.13611799943425,64.80202648316904,300573,兴齐眼药,bottom_area,2024-09-12,74.51,2024-09-12,74.43,0.10748354158269285,4.285906220609966,30.03384094754652,False,-2.3204,3.1765,3,5,3,60.0,23.31768256977187,42.86062675283501,9.892516458417308,0.10748354158269285,历史3/5次成功; 当前距低点0.11%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
36,70.93994694098136,69.73358533808621,300478,杭州高新,bottom_area,2024-09-12,7.11,2024-08-28,6.83,4.099560761347002,8.052708638360173,28.10526315789474,True,-0.5594,2.3578,1,1,1,100.0,13.067655236329937,13.067655236329937,5.900439238652999,4.099560761347002,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
37,69.54457357537308,63.85895871342097,300337,银邦股份,bottom_area,2024-09-12,7.66,2024-09-12,7.62,0.5249343832021002,3.8057742782152237,27.290076335877867,False,-1.9206,4.7334,2,3,2,66.66666666666666,25.586787314274673,34.09610983981694,9.4750656167979,0.5249343832021002,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
38,69.36059710973362,68.50429344171222,002230,科大讯飞,bottom_area,2024-09-12,34.08,2024-08-28,32.66,4.347826086956527,6.705450091855496,28.093350946719518,False,-0.7571,0.6526,1,1,1,100.0,18.69535978480161,18.69535978480161,5.652173913043473,4.347826086956527,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
39,69.32462949919241,63.21579542232363,000058,深赛格,bottom_area,2024-09-12,6.24,2024-09-12,6.23,0.16051364365970766,4.654895666131607,30.46875,False,-5.7402,6.2341,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,9.839486356340293,0.16051364365970766,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
40,68.6622597905938,63.64444813650651,000966,长源电力,bottom_area,2024-09-12,3.97,2024-09-10,3.93,1.0178117048346065,2.5445292620865163,27.222222222222225,False,0.2525,0.2671,1,2,1,50.0,20.94117647058823,20.94117647058823,8.982188295165393,1.0178117048346065,历史1/2次成功; 当前距低点1.02%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
41,68.19996381337313,64.73270819039847,000591,太阳能,bottom_area,2024-09-12,4.07,2024-08-23,3.98,2.2613065326633244,7.035175879396981,28.158844765342963,True,0.7426,0.5334,1,2,1,50.0,32.84132841328414,32.84132841328414,7.738693467336677,2.2613065326633244,历史1/2次成功; 当前距低点2.26%; 最新日涨幅0.74%; 状态bottom_area; 底部已确认
42,66.62153016777893,60.7678444521919,603060,国检集团,bottom_area,2024-09-12,5.72,2024-09-12,5.71,0.17513134851137982,2.2767075306479843,27.168367346938776,False,-1.209,0.7724,2,4,2,50.0,24.124429713966915,36.2098138747885,9.82486865148862,0.17513134851137982,历史2/4次成功; 当前距低点0.18%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
43,63.761144830988215,59.31818885314322,000683,博源化工,bottom_area,2024-09-12,5.02,2024-09-10,4.96,1.209677419354831,4.435483870967737,28.837876614060253,False,-0.1988,0.8944,1,2,1,50.0,22.50673854447439,22.50673854447439,8.790322580645169,1.209677419354831,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
44,63.30633111776164,62.65625518100507,002732,燕塘乳业,bottom_area,2024-09-12,13.59,2024-08-23,13.01,4.458109146810147,7.455803228285938,29.599567099567103,True,-0.8753,0.3013,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,5.541890853189854,4.458109146810147,历史2/3次成功; 当前距低点4.46%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
45,61.31427944955772,56.46207028448481,000922,佳电股份,bottom_area,2024-09-12,8.96,2024-09-11,8.9,0.674157303370792,2.471910112359538,29.08366533864542,False,-0.1115,0.7098,1,2,1,50.0,40.42553191489362,40.42553191489362,9.325842696629207,0.674157303370792,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
46,57.786042272841534,52.727847591133916,002840,华统股份,bottom_area,2024-09-12,10.32,2024-09-12,10.3,0.19417475728154926,3.4951456310679556,28.02236198462613,False,-1.9943,1.6766,1,2,1,50.0,14.46540880503144,14.46540880503144,9.80582524271845,0.19417475728154926,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
47,56.96003521326103,54.98721159128366,000625,长安汽车,bottom_area,2024-09-12,11.79,2024-08-29,11.43,3.1496062992125937,8.136482939632543,29.138251704897705,True,-0.9244,1.0167,1,2,1,50.0,13.808139534883724,13.808139534883724,6.850393700787408,3.1496062992125937,历史1/2次成功; 当前距低点3.15%; 最新日涨幅-0.92%; 状态bottom_area; 底部已确认
48,55.29192348153936,54.04905454394554,301591,肯特股份,bottom_area,2024-09-12,29.18,2024-08-28,28.11,3.806474564212025,9.605122732123798,27.644787644787648,True,-1.3523,4.5387,1,2,1,50.0,16.816218012628774,16.816218012628774,6.193525435787976,3.806474564212025,历史1/2次成功; 当前距低点3.81%; 最新日涨幅-1.35%; 状态bottom_area; 底部已确认
49,55.0875223813787,50.07956580125336,301538,骏鼎达,bottom_area,2024-09-12,64.76,2024-09-12,64.76,0.0,3.458925262507713,32.43609806990088,False,-2.4846,4.9255,1,2,1,50.0,10.10519247985676,10.10519247985676,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
