rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.43498666720471,88.40019970095298,002459,晶澳科技,bottom_area,2024-07-01,11.25,2024-07-01,11.08,1.5342960288808658,2.5270758122743624,31.941031941031945,False,0.4464,1.1575,4,4,4,100.0,18.701046488179387,26.683937823834192,8.465703971119135,1.5342960288808658,历史4/4次成功; 当前距低点1.53%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
23,82.15115753228118,80.07853658536584,002687,乔治白,bottom_area,2024-07-01,4.25,2024-06-24,4.1,3.6585365853658622,4.146341463414633,29.914529914529915,False,1.1905,1.5209,1,1,1,100.0,64.00000000000001,64.00000000000001,6.341463414634138,3.6585365853658622,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
24,82.079888342039,81.18903607586986,002481,双塔食品,bottom_area,2024-07-01,4.01,2024-06-28,3.84,4.427083333333331,4.427083333333331,27.819548872180455,False,3.6176,1.3835,3,3,3,100.0,32.057989655214385,54.6583850931677,5.572916666666669,4.427083333333331,历史3/3次成功; 当前距低点4.43%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
25,82.0314829143641,78.11986160215257,300755,华致酒行,bottom_area,2024-07-01,13.88,2024-07-01,13.55,2.4354243542435428,2.730627306273057,28.26892535733192,False,1.6105,0.4355,1,1,1,100.0,24.47650069799908,24.47650069799908,7.564575645756458,2.4354243542435428,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
26,81.9911424343022,77.92801212755833,605089,味知香,bottom_area,2024-07-01,21.5,2024-07-01,21.01,2.332222751070911,2.5226082817705735,28.170940170940167,False,0.7498,0.2314,1,1,1,100.0,22.180000000000007,22.180000000000007,7.667777248929089,2.332222751070911,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
27,81.22108633393559,78.63221250692624,300653,正海生物,bottom_area,2024-07-01,20.35,2024-07-01,19.7,3.2994923857868135,3.807106598984772,29.54220314735337,False,0.0,0.6279,2,2,2,100.0,21.156210465162204,29.647513278609367,6.700507614213187,3.2994923857868135,历史2/2次成功; 当前距低点3.30%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,81.11067909069061,79.79586092767777,002129,TCL中环,bottom_area,2024-07-01,8.8,2024-06-25,8.45,4.142011834319543,5.68047337278107,29.110738255033564,False,1.7341,1.057,3,3,3,100.0,21.073375859818903,31.12759643916912,5.857988165680457,4.142011834319543,历史3/3次成功; 当前距低点4.14%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
29,80.78502175088342,79.27640362225101,002015,协鑫能科,bottom_area,2024-07-01,8.04,2024-06-25,7.73,4.0103492884864,4.786545924967648,27.349624060150372,False,1.005,0.4965,1,1,1,100.0,65.95380667236954,65.95380667236954,5.989650711513601,4.0103492884864,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
30,80.70494681833252,77.94243030132357,002163,海南发展,bottom_area,2024-07-01,5.53,2024-07-01,5.36,3.1716417910447747,3.917910447761193,29.100529100529094,False,0.9124,0.6831,1,1,1,100.0,32.54716981132074,32.54716981132074,6.828358208955226,3.1716417910447747,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
31,80.60763655749004,77.2663873737599,600223,福瑞达,bottom_area,2024-07-01,7.03,2024-07-01,6.84,2.7777777777777835,3.654970760233918,27.15654952076678,False,-0.5658,0.9229,2,2,2,100.0,29.890971543512023,47.49216300940439,7.222222222222217,2.7777777777777835,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
32,80.558233884867,76.68614995839624,002557,洽洽食品,bottom_area,2024-07-01,28.42,2024-07-01,27.75,2.414414414414421,2.7387387387387445,27.82834850455137,False,0.8159,0.7436,1,1,1,100.0,16.510832383124292,16.510832383124292,7.58558558558558,2.414414414414421,历史1/1次成功; 当前距低点2.41%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
33,80.30873924113672,77.52722800728748,000597,东北制药,bottom_area,2024-07-01,3.93,2024-06-24,3.81,3.1496062992126013,4.461942257217846,27.290076335877867,False,1.5504,0.62,2,2,2,100.0,13.378120266087073,16.59751037344398,6.850393700787399,3.1496062992126013,历史2/2次成功; 当前距低点3.15%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
34,80.22293399417298,77.53650327890792,002345,潮宏基,bottom_area,2024-07-01,4.82,2024-07-01,4.67,3.211991434689515,3.426124197002144,28.919330289193308,False,2.1186,1.1337,1,1,1,100.0,30.859375,30.859375,6.788008565310485,3.211991434689515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
35,79.80713124030805,76.35053432278558,300450,先导智能,bottom_area,2024-07-01,16.5,2024-07-01,16.07,2.6757934038581186,2.8002489110143083,30.00871080139373,False,1.2891,1.0321,1,1,1,100.0,17.91044776119403,17.91044776119403,7.324206596141882,2.6757934038581186,历史1/1次成功; 当前距低点2.68%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
36,79.21669982946877,76.65609455674863,000516,国际医学,bottom_area,2024-07-01,4.73,2024-06-25,4.58,3.2751091703056847,4.5851528384279465,28.100470957613815,False,1.0684,0.5314,1,1,1,100.0,26.89969604863221,26.89969604863221,6.724890829694316,3.2751091703056847,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
37,79.07503665267139,75.53721760049623,603197,保隆科技,bottom_area,2024-07-01,31.6,2024-07-01,30.8,2.5974025974025996,3.1493506493506453,28.087788932990886,False,0.3175,1.177,3,4,3,75.0,16.74352431491484,20.16154085119603,7.402597402597401,2.5974025974025996,历史3/4次成功; 当前距低点2.60%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
38,78.85145690409101,73.96226985762941,688017,绿的谐波,bottom_area,2024-07-01,80.54,2024-07-01,79.24,1.6405855628470614,4.732458354366482,29.770451121155723,False,-1.9001,1.4587,3,4,3,75.0,19.02045667161674,22.08643815201191,8.35941443715294,1.6405855628470614,历史3/4次成功; 当前距低点1.64%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
39,78.84828862760149,76.85515696360753,000862,银星能源,bottom_area,2024-07-01,4.82,2024-06-26,4.65,3.6559139784946217,4.731182795698919,27.34375,False,1.0482,1.25,1,1,1,100.0,32.63785394932937,32.63785394932937,6.34408602150538,3.6559139784946217,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
40,78.63722640908678,77.90858496694983,000401,金隅冀东,bottom_area,2024-07-01,4.17,2024-06-24,3.99,4.511278195488715,5.513784461152875,27.848101265822784,False,2.7094,0.5533,3,3,3,100.0,15.453221788516682,20.053120849933585,5.488721804511286,4.511278195488715,历史3/3次成功; 当前距低点4.51%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
41,78.32863526101616,76.59855668406763,002568,百润股份,bottom_area,2024-07-01,17.09,2024-06-28,16.46,3.8274605103280614,5.589307411907644,31.416666666666664,False,1.5449,1.4537,2,2,2,100.0,16.69444434201939,21.848739495798313,6.172539489671939,3.8274605103280614,历史2/2次成功; 当前距低点3.83%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
42,78.11870796237964,76.38816305916305,603217,元利科技,bottom_area,2024-07-01,14.39,2024-06-24,13.86,3.823953823953832,4.617604617604622,32.5875486381323,False,2.0567,0.5478,2,2,2,100.0,15.520310633213857,19.81481481481482,6.176046176046168,3.823953823953832,历史2/2次成功; 当前距低点3.82%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
43,78.09980783408749,75.89070378371481,600345,长江通信,bottom_area,2024-07-01,18.07,2024-07-01,17.46,3.4936998854524592,3.8946162657502845,28.995526636844243,False,0.8934,5.9279,1,1,1,100.0,25.46419098143237,25.46419098143237,6.506300114547542,3.4936998854524592,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
44,77.86703743966099,75.36002566241098,600295,鄂尔多斯,bottom_area,2024-07-01,10.07,2024-06-27,9.75,3.2820512820512846,3.4871794871794854,27.61692650334076,False,1.5121,0.3055,1,1,1,100.0,20.016680567139286,20.016680567139286,6.717948717948715,3.2820512820512846,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
45,77.51357930682995,75.66729725383634,002172,澳洋健康,bottom_area,2024-07-01,2.5,2024-06-24,2.41,3.73443983402489,5.39419087136929,27.627627627627625,False,1.626,0.8767,4,5,4,80.0,20.54741976028543,29.824561403508774,6.265560165975111,3.73443983402489,历史4/5次成功; 当前距低点3.73%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
46,75.75820457371981,71.64842199242824,603060,国检集团,bottom_area,2024-07-01,5.91,2024-06-26,5.79,2.072538860103629,5.354058721934363,27.71535580524344,False,1.1986,0.1976,2,3,2,66.66666666666666,24.124429713966915,36.2098138747885,7.927461139896372,2.072538860103629,历史2/3次成功; 当前距低点2.07%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
47,75.5434592577345,75.52850311850311,001218,丽臣实业,bottom_area,2024-07-01,15.15,2024-06-24,14.43,4.989604989604994,5.959805959805956,27.121212121212125,False,1.2024,1.1559,2,2,2,100.0,25.18711018711019,29.999999999999993,5.010395010395007,4.989604989604994,历史2/2次成功; 当前距低点4.99%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
48,73.80623168946325,70.65255840084377,000568,泸州老窖,bottom_area,2024-07-01,143.0,2024-07-01,139.23,2.7077497665733032,3.3972563384328227,29.48594580906559,False,-0.3415,0.8204,1,1,1,100.0,10.141010046402663,10.141010046402663,7.292250233426698,2.7077497665733032,历史1/1次成功; 当前距低点2.71%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
49,73.69670505762888,72.24148098032734,688186,广大特材,bottom_area,2024-07-01,9.73,2024-06-25,9.36,3.952991452991464,5.662393162393175,27.944572748267905,False,0.0,1.0375,1,1,1,100.0,11.474739210472489,11.474739210472489,6.047008547008536,3.952991452991464,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,73.61012312463892,73.27704564443694,603233,大参林,bottom_area,2024-07-01,14.74,2024-07-01,14.07,4.761904761904762,5.259417199715709,30.859950859950864,False,3.0769,1.1464,4,5,4,80.0,20.29133602999884,27.64192139737992,5.238095238095239,4.761904761904762,历史4/5次成功; 当前距低点4.76%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
51,73.56442885515787,70.61520556395729,002810,山东赫达,bottom_area,2024-07-01,11.9,2024-07-01,11.57,2.852203975799482,3.0250648228176287,31.335311572700302,False,1.0187,0.9269,2,3,2,66.66666666666666,28.126687968351778,46.13526570048308,7.1477960242005185,2.852203975799482,历史2/3次成功; 当前距低点2.85%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
52,73.36297195357889,69.50992196276519,300769,德方纳米,confirmed_rebound,2024-07-01,27.8,2024-06-26,27.21,2.168320470415288,10.694597574421168,27.323717948717942,True,-1.4184,2.7244,4,6,4,66.66666666666666,20.629171874437542,41.300000000000004,7.8316795295847115,2.168320470415288,历史4/6次成功; 当前距低点2.17%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
53,73.17905038224187,72.40874458874458,002572,索菲亚,bottom_area,2024-07-01,15.98,2024-06-28,15.3,4.444444444444443,5.163398692810452,28.96935933147632,False,4.2401,1.7986,1,1,1,100.0,18.398268398268392,18.398268398268392,5.555555555555558,4.444444444444443,历史1/1次成功; 当前距低点4.44%; 最新日涨幅4.24%; 状态bottom_area; 底部未确认
54,72.92805125434988,72.88240465435759,688206,概伦电子,bottom_area,2024-07-01,14.37,2024-07-01,13.69,4.967129291453614,8.61943024105186,27.18085106382979,False,-3.2323,4.658,3,3,3,100.0,26.70677117673022,39.570720968629594,5.032870708546387,4.967129291453614,历史3/3次成功; 当前距低点4.97%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
55,72.71460012352952,68.13382530168617,600933,爱柯迪,bottom_area,2024-07-01,14.74,2024-07-01,14.51,1.5851137146795344,3.376981392143351,27.666999002991023,False,-0.3381,0.7227,2,3,2,66.66666666666666,21.726977981122847,24.722838137472287,8.414886285320467,1.5851137146795344,历史2/3次成功; 当前距低点1.59%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
56,71.57602810998938,71.49735584343631,000034,神州数码,bottom_area,2024-07-01,22.72,2024-06-25,21.65,4.942263279445729,7.990762124711319,30.985017532674537,True,-0.7427,3.8217,2,2,2,100.0,16.213527529960025,16.910866910866908,5.057736720554272,4.942263279445729,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
57,70.96256136121943,70.74488479262672,002035,华帝股份,bottom_area,2024-07-01,6.5,2024-06-28,6.2,4.838709677419352,5.645161290322575,29.705215419501137,False,4.3339,2.9878,1,1,1,100.0,14.285714285714274,14.285714285714274,5.161290322580648,4.838709677419352,历史1/1次成功; 当前距低点4.84%; 最新日涨幅4.33%; 状态bottom_area; 底部未确认
58,70.37905612663448,68.59927641118068,002326,永太科技,bottom_area,2024-07-01,7.94,2024-06-26,7.66,3.6553524804177577,6.2663185378590125,27.393364928909957,False,1.5345,0.7493,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,6.344647519582243,3.6553524804177577,历史2/3次成功; 当前距低点3.66%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
59,69.26303123944822,67.90032574016467,002218,拓日新能,bottom_area,2024-07-01,2.89,2024-06-25,2.78,3.956834532374112,6.474820143884898,32.850241545893724,False,1.4035,1.057,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,6.043165467625888,3.956834532374112,历史2/3次成功; 当前距低点3.96%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
60,67.98656725760927,67.07566318960232,000723,美锦能源,bottom_area,2024-07-01,4.86,2024-06-24,4.66,4.291845493562235,6.223175965665237,27.187500000000004,False,2.1008,0.5379,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,5.708154506437765,4.291845493562235,历史2/3次成功; 当前距低点4.29%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
61,67.69328613777887,65.3502332094868,688161,威高骨科,bottom_area,2024-07-01,19.97,2024-07-01,19.36,3.150826446280989,4.028925619834717,29.446064139941697,False,0.7568,0.2311,2,4,2,50.0,22.925362940900264,33.591836734693864,6.849173553719012,3.150826446280989,历史2/4次成功; 当前距低点3.15%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
62,67.69306216984181,66.67302972618667,000705,浙江震元,bottom_area,2024-07-01,7.19,2024-06-24,6.9,4.202898550724639,4.347826086956519,29.01234567901235,False,1.6973,1.6664,2,3,2,66.66666666666666,23.48909545791496,34.04605263157895,5.797101449275361,4.202898550724639,历史2/3次成功; 当前距低点4.20%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
63,66.99267801705136,65.99442651347458,300558,贝达药业,bottom_area,2024-07-01,33.65,2024-07-01,32.29,4.2118302880148635,4.738309074016727,27.795169946332738,False,3.3794,1.2332,2,3,2,66.66666666666666,19.95017690043977,25.688589094997194,5.7881697119851365,4.2118302880148635,历史2/3次成功; 当前距低点4.21%; 最新日涨幅3.38%; 状态bottom_area; 底部未确认
64,66.65768665848294,65.21172319812257,300601,康泰生物,bottom_area,2024-07-01,15.92,2024-07-01,15.33,3.848662752772341,4.305283757338553,29.257037378864798,False,1.9859,0.8699,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,6.1513372472276595,3.848662752772341,历史2/3次成功; 当前距低点3.85%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
65,64.89969831344811,64.25566676439412,002555,三七互娱,bottom_area,2024-07-01,13.07,2024-06-25,12.51,4.476418864908078,6.7146282973621085,28.391528334287347,False,0.1533,1.6475,2,3,2,66.66666666666666,13.845350052246609,16.78160919540231,5.523581135091922,4.476418864908078,历史2/3次成功; 当前距低点4.48%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
66,64.24797089173016,61.48866696181856,688262,国芯科技,confirmed_rebound,2024-07-01,16.0,2024-07-01,15.58,2.69576379974326,10.077021822849797,28.955768353853166,False,-12.1362,5.5108,2,3,2,66.66666666666666,20.044848164336123,27.063197026022312,7.3042362002567405,2.69576379974326,历史2/3次成功; 当前距低点2.70%; 最新日涨幅-12.14%; 状态confirmed_rebound; 底部未确认
67,63.828510863000204,62.495748502994,600186,莲花控股,bottom_area,2024-07-01,3.47,2024-06-24,3.34,3.892215568862286,6.287425149700598,27.074235807860266,False,1.1662,1.3905,1,2,1,50.0,53.49544072948328,53.49544072948328,6.1077844311377145,3.892215568862286,历史1/2次成功; 当前距低点3.89%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
68,60.98659227517789,59.71648675303334,300689,澄天伟业,bottom_area,2024-07-01,13.87,2024-07-01,13.35,3.895131086142319,7.415730337078654,30.031446540880495,False,-3.007,7.2068,2,3,2,66.66666666666666,15.003865391242782,18.720602069614284,6.104868913857682,3.895131086142319,历史2/3次成功; 当前距低点3.90%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
69,57.503382562495396,56.36187620889748,000779,甘咨询,bottom_area,2024-07-01,7.11,2024-06-26,6.84,3.947368421052638,4.678362573099419,29.26577042399173,False,1.4265,0.9123,1,2,1,50.0,17.69825918762089,17.69825918762089,6.052631578947362,3.947368421052638,历史1/2次成功; 当前距低点3.95%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
