rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.76252062993,76.39505664930006,688231,隆达股份,bottom_area,2026-06-23,34.29,48.98,2026-06-23,33.9,1.150442477876108,7.079646017699111,30.78807676602695,29.99183340138832,False,-27.2746553552492,1.5317325145485459,1,1,1,100.0,32.140137090632145,32.140137090632145,18.849557522123895,1.150442477876108,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-27.27%; 状态bottom_area; 底部未确认
65,62.79947866450267,56.94874449339208,000888,峨眉山A,bottom_area,2026-06-23,9.5,13.3,2026-06-22,9.08,4.625550660792951,5.947136563876643,31.72932330827068,28.571428571428577,False,1.0638297872340496,1.4147304743318154,2,8,2,25.0,68.86736133724087,115.66265060240966,15.37444933920705,4.625550660792951,历史2/8次成功; 当前距低点4.63%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
66,62.12494754734528,53.74130410670007,600764,中国海防,bottom_area,2026-06-23,18.5,25.15,2026-06-22,18.13,2.040816326530618,6.232763375620533,27.91252485089463,26.441351888667985,False,-3.8961038961038974,0.7386550830381872,5,18,5,27.77777777777778,27.74151014379264,34.315424610052006,17.959183673469383,2.040816326530618,历史5/18次成功; 当前距低点2.04%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
67,61.98971115612761,55.579686963654794,300250,初灵信息,bottom_area,2026-06-23,15.59,20.99,2026-06-11,14.99,4.002668445630418,7.004669779853229,28.58504049547403,25.72653644592663,True,-0.9529860228716713,3.297768244082998,6,17,6,35.294117647058826,25.979793591007727,32.18725204972228,15.997331554369584,4.002668445630418,历史6/17次成功; 当前距低点4.00%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
68,61.96213653133882,56.27610766045545,600654,中安科,bottom_area,2026-06-23,2.89,4.09,2026-06-22,2.76,4.710144927536245,6.521739130434789,32.518337408312966,29.33985330073349,False,0.6968641114982521,2.8382970265307153,5,21,5,23.809523809523807,73.34541849495714,157.57575757575756,15.289855072463757,4.710144927536245,历史5/21次成功; 当前距低点4.71%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
69,61.952984320577514,52.142932764404236,300680,隆盛科技,bottom_area,2026-06-23,24.11,34.63,2026-06-23,23.98,0.5421184320266847,4.753961634695582,30.75368177880451,30.378284724227555,False,-2.97786720321932,3.920825331048474,2,7,2,28.57142857142857,28.681059543760036,34.71428571428571,19.457881567973317,0.5421184320266847,历史2/7次成功; 当前距低点0.54%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
70,61.8445813980362,55.58802164020554,600866,星湖科技,bottom_area,2026-06-23,4.78,6.33,2026-06-08,4.59,4.139433551198265,6.535947712418297,27.488151658767773,24.486571879936804,False,0.42016806722691147,1.4571227410588143,6,21,6,28.57142857142857,28.98733560565523,38.64864864864864,15.860566448801736,4.139433551198265,历史6/21次成功; 当前距低点4.14%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
71,61.61588991254842,52.26100394633312,600299,安迪苏,bottom_area,2026-06-23,9.43,13.14,2026-06-22,9.34,0.9635974304068506,6.531049250535325,28.919330289193308,28.234398782343995,False,-1.3598326359832713,0.5810728489723475,5,15,5,33.33333333333333,24.164907281330127,27.137404580152687,19.03640256959315,0.9635974304068506,历史5/15次成功; 当前距低点0.96%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
72,61.59859185224124,55.46041643885788,600328,中盐化工,bottom_area,2026-06-23,6.65,9.07,2026-06-09,6.38,4.231974921630101,9.717868338557995,29.65821389195149,26.681367144432194,True,-2.4926686217008776,1.3541206393900673,5,14,5,35.714285714285715,27.239043641491183,37.26315789473683,15.768025078369899,4.231974921630101,历史5/14次成功; 当前距低点4.23%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
73,61.06352116368137,55.61323584992864,002074,国轩高科,bottom_area,2026-06-23,29.55,39.39,2026-06-11,28.18,4.861603974449968,9.33286018452803,28.45899974612846,24.98095963442498,True,-3.808593749999989,2.061646323877127,4,9,4,44.44444444444444,27.078396777222913,34.1,15.138396025550033,4.861603974449968,历史4/9次成功; 当前距低点4.86%; 最新日涨幅-3.81%; 状态bottom_area; 底部已确认
74,60.977321933669884,54.24362994099469,002006,精工科技,bottom_area,2026-06-23,14.5,19.3,2026-06-22,14.0,3.571428571428571,6.928571428571432,27.46113989637306,24.870466321243526,False,-0.27510316368637433,1.7484061989472832,8,25,8,32.0,29.841328407805506,61.48648648648647,16.42857142857143,3.571428571428571,历史8/25次成功; 当前距低点3.57%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
75,60.66641968173286,53.94261250812147,300829,金丹科技,bottom_area,2026-06-23,14.89,20.29,2026-06-22,14.38,3.5465924895688437,5.563282336578574,29.127649088220792,26.614095613602757,False,0.0,2.323287638459654,1,4,1,25.0,20.61206120612062,20.61206120612062,16.453407510431155,3.5465924895688437,历史1/4次成功; 当前距低点3.55%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
76,59.65963461241111,51.70724422442241,000876,新希望,bottom_area,2026-06-23,6.19,9.0,2026-06-22,6.06,2.1452145214521585,5.280528052805286,32.66666666666667,31.222222222222218,False,-0.32206119162639935,0.8384148568765081,1,12,1,8.333333333333332,66.13520408163266,66.13520408163266,17.85478547854784,2.1452145214521585,历史1/12次成功; 当前距低点2.15%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
77,59.60745745285056,53.159202919813076,000554,泰山石油,bottom_area,2026-06-23,6.15,8.57,2026-06-22,5.93,3.709949409780787,6.239460370994943,30.805134189031513,28.23803967327888,False,-0.16233766233766378,3.3229447099612828,4,15,4,26.666666666666668,37.26462853465916,50.73684210526316,16.290050590219213,3.709949409780787,历史4/15次成功; 当前距低点3.71%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
78,59.54412693073685,53.48022715844116,600195,中牧股份,bottom_area,2026-06-23,6.35,8.72,2026-06-22,6.1,4.0983606557377055,5.901639344262301,30.045871559633035,27.17889908256882,False,0.9538950715421324,0.6741919980095936,3,14,3,21.428571428571427,32.62782348284325,44.112769485903804,15.901639344262296,4.0983606557377055,历史3/14次成功; 当前距低点4.10%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
79,59.540251335401955,53.347357437217504,002100,天康生物,bottom_area,2026-06-23,6.03,8.18,2026-06-22,5.8,3.9655172413793176,6.551724137931032,29.095354523227385,26.283618581907085,False,0.6677796327211993,1.2297513851041646,4,18,4,22.22222222222222,28.56549027960637,41.458474004051304,16.034482758620683,3.9655172413793176,历史4/18次成功; 当前距低点3.97%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
80,59.4245810985472,51.24757786558288,000993,闽东电力,bottom_area,2026-06-23,10.88,15.45,2026-06-22,10.68,1.8726591760299727,4.213483146067426,30.87378640776699,29.57928802588996,False,-1.180744777475018,2.0313945700434237,2,12,2,16.666666666666664,26.13211892615351,31.78519593613934,18.12734082397003,1.8726591760299727,历史2/12次成功; 当前距低点1.87%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
81,59.41867811533717,53.23511318676661,301136,招标股份,bottom_area,2026-06-23,12.07,16.76,2026-06-22,11.61,3.9621016365202486,6.201550387596905,30.727923627684973,27.983293556085926,False,0.0,1.703872653580435,1,4,1,25.0,21.901639344262293,21.901639344262293,16.03789836347975,3.9621016365202486,历史1/4次成功; 当前距低点3.96%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
82,59.38136327051181,49.98385394559136,601016,节能风电,bottom_area,2026-06-23,3.67,5.14,2026-06-23,3.65,0.5479452054794526,4.383561643835621,28.988326848249024,28.599221789883266,False,-2.910052910052907,3.092305321207729,1,4,1,25.0,24.882629107981234,24.882629107981234,19.45205479452055,0.5479452054794526,历史1/4次成功; 当前距低点0.55%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
83,59.1477630363734,49.61798533481056,001203,大中矿业,bottom_area,2026-06-23,30.49,43.78,2026-06-23,30.38,0.36208031599736484,7.011191573403552,30.60758337140247,30.35632708999544,False,-7.1841704718417105,2.8498575177483665,1,3,1,33.33333333333333,29.46341463414634,29.46341463414634,19.637919684002636,0.36208031599736484,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-7.18%; 状态bottom_area; 底部未确认
84,59.06603962615724,53.2997431736616,600403,大有能源,bottom_area,2026-06-23,6.23,8.42,2026-06-18,5.97,4.355108877721955,11.222780569514237,29.097387173396676,26.00950118764845,True,-0.7961783439490389,4.04887486268233,5,17,5,29.411764705882355,30.787366873102496,37.18411552346569,15.644891122278045,4.355108877721955,历史5/17次成功; 当前距低点4.36%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
85,58.90115641257132,52.33153590510026,600597,光明乳业,bottom_area,2026-06-23,6.5,8.87,2026-06-22,6.28,3.503184713375792,5.8917197452229315,29.199549041713635,26.71927846674182,False,0.6191950464396356,0.5923949747192113,2,11,2,18.181818181818183,26.190990990990997,31.73333333333334,16.49681528662421,3.503184713375792,历史2/11次成功; 当前距低点3.50%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
86,58.81251289692109,53.238930146309805,688114,华大智造,bottom_area,2026-06-23,50.32,70.9,2026-06-22,48.14,4.528458662235147,8.911508101370998,32.1015514809591,29.02679830747532,True,-0.7299270072992692,1.227439430175193,2,6,2,33.33333333333333,24.08861592942264,27.745919717688572,15.471541337764855,4.528458662235147,历史2/6次成功; 当前距低点4.53%; 最新日涨幅-0.73%; 状态bottom_area; 底部已确认
87,58.75653191852541,53.16265467704993,600742,富维股份,bottom_area,2026-06-23,7.66,10.54,2026-06-22,7.33,4.5020463847203285,6.548431105047743,30.455407969639463,27.324478178368118,False,1.055408970976246,0.5846381627609137,4,16,4,25.0,28.130755022646614,32.21153846153846,15.497953615279672,4.5020463847203285,历史4/16次成功; 当前距低点4.50%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
88,58.7490170601839,52.31435179001238,600880,博瑞传播,bottom_area,2026-06-23,4.0,5.5,2026-06-22,3.86,3.6269430051813503,6.735751295336794,29.81818181818182,27.27272727272727,False,-1.2345679012345623,1.5501401029120092,4,16,4,25.0,35.31603140766592,50.000000000000014,16.37305699481865,3.6269430051813503,历史4/16次成功; 当前距低点3.63%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
89,58.20922392356915,52.4518174038497,600354,敦煌种业,bottom_area,2026-06-23,5.12,7.15,2026-06-22,4.91,4.2769857433808545,5.702647657841146,31.32867132867133,28.391608391608393,False,0.5893909626719207,2.302643317282593,2,12,2,16.666666666666664,39.60579694672788,52.58620689655174,15.723014256619146,4.2769857433808545,历史2/12次成功; 当前距低点4.28%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
90,58.03680582154154,50.1167492615358,300415,伊之密,bottom_area,2026-06-23,19.92,27.49,2026-06-22,19.54,1.9447287615148543,7.0624360286591745,28.919607129865405,27.537286285922143,False,-1.2884043607532147,1.3654398017511271,1,6,1,16.666666666666664,20.935828877005346,20.935828877005346,18.055271238485147,1.9447287615148543,历史1/6次成功; 当前距低点1.94%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
91,57.97481041317799,50.88832146910143,688084,晶品特装,bottom_area,2026-06-23,49.98,68.5,2026-06-22,48.6,2.839506172839497,5.5555555555555465,29.05109489051095,27.03649635036497,False,-1.594802126402839,1.0593570151476117,1,5,1,20.0,28.830083565459613,28.830083565459613,17.160493827160504,2.839506172839497,历史1/5次成功; 当前距低点2.84%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
92,57.77821036932977,52.62428550070412,300369,绿盟科技,bottom_area,2026-06-23,5.82,8.08,2026-06-22,5.55,4.864864864864874,7.747747747747759,31.31188118811881,27.970297029702966,True,-1.3559322033898313,2.3944571976255578,2,6,2,33.33333333333333,24.90776375947682,26.689189189189182,15.135135135135128,4.864864864864874,历史2/6次成功; 当前距低点4.86%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
93,57.73267074404516,52.30698656251963,300986,志特新材,bottom_area,2026-06-23,18.51,25.4,2026-06-11,17.7,4.5762711864406915,9.09604519774011,30.314960629921263,27.125984251968493,True,-3.5937499999999845,4.404056887217704,2,8,2,25.0,47.93486487959358,54.76987447698747,15.42372881355931,4.5762711864406915,历史2/8次成功; 当前距低点4.58%; 最新日涨幅-3.59%; 状态bottom_area; 底部已确认
94,57.483923333997865,47.90326944499822,000688,国城矿业,bottom_area,2026-06-23,34.62,49.5,2026-06-23,34.62,0.0,8.89659156556905,30.060606060606066,30.060606060606066,False,-10.007798284377445,3.2250003494011263,3,11,3,27.27272727272727,24.528819108006054,30.935251798561143,20.0,0.0,历史3/11次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
95,57.40477486638715,47.83731238865596,600598,北大荒,bottom_area,2026-06-23,12.47,17.1,2026-06-23,12.47,0.0,0.0,27.07602339181287,27.07602339181287,False,-10.02886002886002,0.599562403628114,3,11,3,27.27272727272727,24.174211278208976,30.14925373134329,20.0,0.0,历史3/11次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
96,57.377311845643575,52.1611925869487,002777,久远银海,bottom_area,2026-06-23,13.2,17.6,2026-06-22,12.6,4.761904761904759,7.460317460317456,28.409090909090917,25.00000000000001,True,-0.6772009029345383,1.392197803407544,3,11,3,27.27272727272727,34.28723845797017,51.99999999999999,15.238095238095243,4.761904761904759,历史3/11次成功; 当前距低点4.76%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
97,57.36035132882245,48.49268574282858,600188,兖矿能源,bottom_area,2026-06-23,19.26,27.8,2026-06-23,19.11,0.784929356357939,5.5468341182627015,31.258992805755398,30.71942446043165,False,-2.923387096774188,1.020582265159444,2,14,2,14.285714285714285,42.98484848484849,58.333333333333336,19.21507064364206,0.784929356357939,历史2/14次成功; 当前距低点0.78%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
98,56.799794057444075,50.988115490834716,688030,山石网科,bottom_area,2026-06-23,16.88,22.24,2026-06-22,16.22,4.069050554870532,6.905055487053027,27.068345323741006,24.100719424460433,False,-1.3442431326709525,1.640183795585603,1,5,1,20.0,44.43844492440605,44.43844492440605,15.93094944512947,4.069050554870532,历史1/5次成功; 当前距低点4.07%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
99,56.68797425970601,47.26172716918528,000596,古井贡酒,bottom_area,2026-06-23,79.68,111.7,2026-06-23,79.66,0.02510670348984463,4.682400200853633,28.68397493285587,28.66606982990152,False,-3.4649866731281787,0.8948115516397456,4,23,4,17.391304347826086,30.539111833162437,44.24778761061947,19.974893296510157,0.02510670348984463,历史4/23次成功; 当前距低点0.03%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
100,56.659637447079035,49.5409553765221,600469,风神股份,bottom_area,2026-06-23,5.47,7.4,2026-06-22,5.33,2.626641651031889,5.065666041275789,27.972972972972975,26.081081081081088,False,-0.545454545454549,1.3406933211323757,2,12,2,16.666666666666664,26.199095022624423,31.583710407239803,17.37335834896811,2.626641651031889,历史2/12次成功; 当前距低点2.63%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
101,56.5096485673103,51.03958350020024,002614,奥佳华,bottom_area,2026-06-23,4.74,6.39,2026-06-22,4.54,4.405286343612339,6.167400881057274,28.951486697965567,25.82159624413145,False,1.2820512820512997,1.9837018974263234,1,11,1,9.090909090909092,53.68421052631578,53.68421052631578,15.594713656387663,4.405286343612339,历史1/11次成功; 当前距低点4.41%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
102,56.26770441817916,49.41635342534278,300048,合康新能,bottom_area,2026-06-23,5.02,6.76,2026-06-22,4.88,2.868852459016387,6.147540983606554,27.810650887573964,25.739644970414204,False,-1.3752455795677854,1.2258815325731092,1,7,1,14.285714285714285,33.6569579288026,33.6569579288026,17.131147540983616,2.868852459016387,历史1/7次成功; 当前距低点2.87%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
103,56.258651958104664,49.422625283392435,000875,电投绿能,bottom_area,2026-06-23,5.35,7.4,2026-06-22,5.2,2.8846153846153744,6.730769230769224,29.72972972972973,27.70270270270271,False,-3.079710144927539,1.517828896966551,3,12,3,25.0,20.884668603846688,21.27272727272727,17.115384615384627,2.8846153846153744,历史3/12次成功; 当前距低点2.88%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
104,56.15222874266751,47.48350888985624,600004,白云机场,bottom_area,2026-06-23,7.57,10.41,2026-06-22,7.51,0.7989347536617909,3.462050599201062,27.857829010566764,27.281460134486068,False,-1.0457516339869244,0.4751009061400091,1,6,1,16.666666666666664,32.57211538461537,32.57211538461537,19.20106524633821,0.7989347536617909,历史1/6次成功; 当前距低点0.80%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
105,55.76322732142647,50.63871105317139,600339,中油工程,bottom_area,2026-06-23,3.34,4.4,2026-06-12,3.19,4.702194357366769,7.210031347962382,27.500000000000007,24.0909090909091,True,-1.764705882352946,0.8877591000416879,4,16,4,25.0,30.294162300901174,36.60565723793679,15.297805642633232,4.702194357366769,历史4/16次成功; 当前距低点4.70%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
106,55.3005629694283,46.52880103984581,000858,五粮液,bottom_area,2026-06-23,74.76,110.78,2026-06-23,74.37,0.5244050020169431,5.3112814306844,32.86694349160498,32.51489438526809,False,-2.338340953625073,1.2008254190154404,1,6,1,16.666666666666664,24.074074074074055,24.074074074074055,19.47559499798306,0.5244050020169431,历史1/6次成功; 当前距低点0.52%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
107,55.15762531393082,49.048068807471765,002800,天顺股份,bottom_area,2026-06-23,14.29,19.2,2026-06-22,13.8,3.5507246376811477,6.23188405797101,28.124999999999993,25.572916666666668,False,-0.2791346824843055,1.7959604370480622,3,15,3,20.0,27.654413878412797,38.61386138613861,16.449275362318854,3.5507246376811477,历史3/15次成功; 当前距低点3.55%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
108,54.34943011217261,49.22289611812702,002035,华帝股份,bottom_area,2026-06-23,4.82,6.53,2026-06-22,4.61,4.555314533622559,6.29067245119306,29.402756508422662,26.186830015313934,False,1.048218029350112,0.8529895306562393,2,20,2,10.0,40.102221799927165,49.17525773195878,15.444685466377441,4.555314533622559,历史2/20次成功; 当前距低点4.56%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
109,54.293663401245595,48.59753487769804,002487,大金重工,bottom_area,2026-06-23,59.79,79.81,2026-06-11,57.54,3.9103232533889467,9.767118526242609,27.90377145721088,25.084575867685754,True,-1.903199343724371,3.7516782279854084,1,9,1,11.11111111111111,39.70588235294118,39.70588235294118,16.089676746611055,3.9103232533889467,历史1/9次成功; 当前距低点3.91%; 最新日涨幅-1.90%; 状态bottom_area; 底部已确认
110,54.26477027379932,49.40874560652646,000096,广聚能源,bottom_area,2026-06-23,7.57,10.23,2026-06-22,7.22,4.847645429362888,6.786703601108036,29.42326490713588,26.001955034213097,False,1.4745308310992078,1.446124852602241,2,10,2,20.0,23.01815691114969,24.88716956802064,15.152354570637113,4.847645429362888,历史2/10次成功; 当前距低点4.85%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
111,54.21375580968109,49.39859207711566,002724,海洋王,bottom_area,2026-06-23,5.15,7.32,2026-06-22,4.91,4.8879837067209815,6.109979633401219,32.923497267759565,29.6448087431694,False,1.5779092702169706,1.3439475892847375,2,10,2,20.0,23.45803724967472,25.204081632653047,15.112016293279018,4.8879837067209815,历史2/10次成功; 当前距低点4.89%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
112,54.18153838655933,49.208995239426834,601198,东兴证券,bottom_area,2026-06-23,13.34,18.27,2026-06-22,12.74,4.709576138147564,7.142857142857144,30.26819923371647,26.984126984126984,True,-0.8915304606240793,1.2935376136450865,1,7,1,14.285714285714285,45.912290200324854,45.912290200324854,15.290423861852437,4.709576138147564,历史1/7次成功; 当前距低点4.71%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
113,51.94628572142043,47.015963104025325,002007,华兰生物,bottom_area,2026-06-23,12.95,16.98,2026-06-22,12.39,4.5197740112994245,5.649717514124288,27.03180212014134,23.73380447585395,False,2.371541501976271,0.8003657351303924,1,10,1,10.0,27.801332525741973,27.801332525741973,15.480225988700576,4.5197740112994245,历史1/10次成功; 当前距低点4.52%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
114,51.9260689236678,47.18396217264791,300805,电声股份,bottom_area,2026-06-23,7.96,10.98,2026-06-22,7.6,4.736842105263162,6.842105263157889,30.7832422586521,27.504553734061933,False,-0.5000000000000004,2.0680329245189535,1,4,1,25.0,21.338506304558674,21.338506304558674,15.263157894736839,4.736842105263162,历史1/4次成功; 当前距低点4.74%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
115,51.76722667849398,46.90452583615785,002383,合众思壮,bottom_area,2026-06-23,7.08,9.89,2026-06-22,6.77,4.579025110782873,6.942392909896612,31.547017189079885,28.41253791708797,False,-0.7012622720897643,1.4018849774581887,2,11,2,18.181818181818183,32.67435678209713,34.530938123752506,15.42097488921713,4.579025110782873,历史2/11次成功; 当前距低点4.58%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
116,50.82259933992012,42.56986416673215,000568,泸州老窖,bottom_area,2026-06-23,78.87,108.5,2026-06-23,78.65,0.27972027972027824,4.640813731722812,27.51152073732718,27.30875576036866,False,-2.9531192321889943,1.1197842542341647,1,16,1,6.25,22.359550561797754,22.359550561797754,19.720279720279724,0.27972027972027824,历史1/16次成功; 当前距低点0.28%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
117,46.70913902248631,42.2632003311258,003007,直真科技,bottom_area,2026-06-23,39.45,54.34,2026-06-11,37.75,4.503311258278153,10.225165562913906,30.52999631947001,27.401545822598454,True,-4.71014492753622,3.6052940001658826,1,8,1,12.5,20.124999999999993,20.124999999999993,15.496688741721847,4.503311258278153,历史1/8次成功; 当前距低点4.50%; 最新日涨幅-4.71%; 状态bottom_area; 底部已确认
