rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.48295994205282,84.65108531993425,300563,神宇股份,bottom_area,2025-11-19,36.3,2025-11-19,35.9,1.1142061281337008,4.6518105849582225,30.29126213592233,False,-2.9152,3.9997,4,4,4,100.0,15.86814673160799,20.477137176938378,6.8857938718663,1.1142061281337008,历史4/4次成功; 当前距低点1.11%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
12,79.93401657860124,75.07277555332642,000661,长春高新,bottom_area,2025-11-19,102.32,2025-11-19,101.57,0.7384070099438811,1.3094417643004947,28.355787543203792,False,-0.2729,1.0803,3,3,3,100.0,16.270664172034742,25.03526756324649,7.261592990056119,0.7384070099438811,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
13,79.67024797195013,74.00208786050263,688608,恒玄科技,bottom_area,2025-11-19,207.67,2025-11-19,207.33,0.16398977475520907,5.13191530410456,28.01041666666666,False,-2.8944,2.2817,1,1,1,100.0,36.80636853195971,36.80636853195971,7.836010225244791,0.16398977475520907,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
14,79.01305971667655,73.85460794156182,300611,美力科技,bottom_area,2025-11-19,26.63,2025-11-19,26.5,0.4905660377358453,2.45283018867924,29.011518885614784,False,-1.6617,3.885,2,2,2,100.0,23.34999197634166,35.911602209944746,7.509433962264154,0.4905660377358453,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
15,78.63635766056326,74.24127422636259,688411,海博思创,bottom_area,2025-11-19,308.0,2025-11-19,304.92,1.0101010101010048,5.965499147317328,28.424215394004833,False,-4.3478,10.856,1,1,1,100.0,18.84034693221972,18.84034693221972,6.989898989898996,1.0101010101010048,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
16,77.96104376147234,72.42615060063635,605333,沪光股份,bottom_area,2025-11-19,29.06,2025-11-19,29.01,0.1723543605653125,1.5511892450878981,27.256770310932797,False,-0.853,0.4315,4,5,4,80.0,21.76945453078103,29.01840490797546,7.827645639434689,0.1723543605653125,历史4/5次成功; 当前距低点0.17%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
17,77.4517332989189,72.61922012525389,603173,福斯达,bottom_area,2025-11-19,38.65,2025-11-19,38.4,0.6510416666666667,3.072916666666666,30.041901985789764,False,-2.0527,4.7975,1,1,1,100.0,35.34190927555856,35.34190927555856,7.348958333333333,0.6510416666666667,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
18,70.4449305939133,66.02850168116878,605318,法狮龙,bottom_area,2025-11-19,53.93,2025-11-19,53.59,0.6344467251352794,5.691360328419476,27.028867102396507,False,-4.2436,2.1819,1,1,1,100.0,9.919571045576399,9.919571045576399,7.365553274864721,0.6344467251352794,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
19,69.44982743104622,70.5790929177299,002491,通鼎互联,confirmed_rebound,2025-11-19,5.2,2025-10-13,4.96,4.8387096774193585,10.483870967741945,28.01161103047895,True,-3.525,2.3265,2,2,2,100.0,30.437370872290508,52.39520958083833,3.1612903225806415,4.8387096774193585,历史2/2次成功; 当前距低点4.84%; 最新日涨幅-3.52%; 状态confirmed_rebound; 底部已确认
20,69.20971875735113,65.13637121092802,002123,梦网科技,bottom_area,2025-11-19,11.91,2025-11-13,11.81,0.8467400508044001,3.217612193056723,31.93083573487032,False,-1.6515,1.7868,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,7.153259949195601,0.8467400508044001,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
21,68.33097107679959,63.92377390832864,600292,电投水电,bottom_area,2025-11-19,13.17,2025-11-19,13.1,0.5343511450381702,2.7480916030534446,29.3800539083558,False,-1.7164,1.9246,2,3,2,66.66666666666666,26.050687378220395,40.524193548387096,7.46564885496183,0.5343511450381702,历史2/3次成功; 当前距低点0.53%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
22,65.29253535604359,62.04484175009064,002468,申通快递,bottom_area,2025-11-19,14.29,2025-11-18,14.1,1.3475177304964505,4.1843971631205665,29.745889387145,False,0.07,1.1304,1,2,1,50.0,16.382699868938413,16.382699868938413,6.65248226950355,1.3475177304964505,历史1/2次成功; 当前距低点1.35%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
