rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.459183557284,83.39229774542267,688300,联瑞新材,bottom_area,2023-08-17,42.15,2023-08-14,41.55,1.4440433212996424,3.7304452466907447,28.974358974358978,False,0.0712,0.1829,2,2,2,100.0,24.003852247235756,26.809910956252438,18.55595667870036,1.4440433212996424,历史2/2次成功; 当前距低点1.44%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
12,76.87677242720305,65.25234759138651,002386,天原股份,bottom_area,2023-08-17,6.04,2023-08-17,5.98,1.0033444816053445,1.3377926421404545,27.864897466827493,False,0.1658,0.5204,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,18.996655518394657,1.0033444816053445,历史1/3次成功; 当前距低点1.00%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
13,75.03095896229499,66.37382387590142,300604,长川科技,bottom_area,2023-08-17,36.05,2023-08-17,34.91,3.26553995989688,4.726439415640234,29.716126434467494,False,1.9802,2.034,2,4,2,50.0,29.834704217560827,36.28082648300379,16.734460040103123,3.26553995989688,历史2/4次成功; 当前距低点3.27%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
14,74.01070406625634,64.03424296853572,300763,锦浪科技,bottom_area,2023-08-17,83.12,2023-08-17,81.45,2.05033763044813,3.007980356046658,30.295250320924254,False,0.3138,1.9869,1,2,1,50.0,35.693617021276594,35.693617021276594,17.949662369551874,2.05033763044813,历史1/2次成功; 当前距低点2.05%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
15,68.2385223949711,60.875177563889814,300539,横河精密,bottom_area,2023-08-17,11.69,2023-08-17,11.27,3.726708074534161,4.081632653061233,27.524115755627015,False,2.9956,1.422,1,2,1,50.0,39.25845147219192,39.25845147219192,16.27329192546584,3.726708074534161,历史1/2次成功; 当前距低点3.73%; 最新日涨幅3.00%; 状态bottom_area; 底部未确认
16,66.61981152458205,58.38707509120158,002240,盛新锂能,bottom_area,2023-08-17,25.73,2023-08-17,25.04,2.755591054313104,3.3945686900958525,29.065155807365432,False,1.499,1.2781,1,3,1,33.33333333333333,33.42198581560282,33.42198581560282,17.244408945686896,2.755591054313104,历史1/3次成功; 当前距低点2.76%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
17,65.22053032368798,58.317627479210074,688262,国芯科技,bottom_area,2023-08-17,32.34,2023-08-17,31.14,3.8535645472061746,6.294155427103407,32.74298056155507,False,2.9281,1.9149,1,2,1,50.0,27.063197026022312,27.063197026022312,16.146435452793828,3.8535645472061746,历史1/2次成功; 当前距低点3.85%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
18,64.4723983322149,57.52575905227584,300473,德尔股份,bottom_area,2023-08-17,16.38,2023-08-17,15.79,3.7365421152628238,4.11652944901838,29.665924276169264,False,3.2136,2.1803,1,2,1,50.0,21.37137137137137,21.37137137137137,16.263457884737175,3.7365421152628238,历史1/2次成功; 当前距低点3.74%; 最新日涨幅3.21%; 状态bottom_area; 底部未确认
19,64.42779217462206,56.86259478189973,000890,法尔胜,bottom_area,2023-08-17,4.6,2023-08-14,4.46,3.1390134529147913,6.502242152466368,27.47967479674797,False,-0.6479,5.9687,1,2,1,50.0,32.954545454545446,32.954545454545446,16.86098654708521,3.1390134529147913,历史1/2次成功; 当前距低点3.14%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
20,62.02910352778509,55.01472596699342,001266,宏英智能,bottom_area,2023-08-17,26.4,2023-08-17,25.53,3.4077555816686154,3.916960438699569,27.51277683134582,False,2.7237,4.5182,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,16.592244418331386,3.4077555816686154,历史1/3次成功; 当前距低点3.41%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
21,61.699727749759006,54.90984871556712,688286,敏芯股份,bottom_area,2023-08-17,48.7,2023-08-16,47.01,3.594979791533727,7.679217187832375,28.338414634146336,False,1.9895,1.5682,1,3,1,33.33333333333333,25.016501650165008,25.016501650165008,16.405020208466276,3.594979791533727,历史1/3次成功; 当前距低点3.59%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
22,56.76881491332649,51.57442770988142,300635,中达安,bottom_area,2023-08-17,13.96,2023-08-14,13.33,4.7261815453863525,6.826706676669168,27.475516866158866,False,-0.4989,3.4898,1,2,1,50.0,23.97914856646394,23.97914856646394,15.27381845461365,4.7261815453863525,历史1/2次成功; 当前距低点4.73%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
