rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.07298986593979,79.62479229789,000999,华润三九,bottom_area,2025-06-20,31.12,2025-06-19,30.68,1.4341590612777095,2.0208604954367697,29.438822447102115,False,0.9079,0.5366,1,1,1,100.0,20.293951384963254,20.293951384963254,18.565840938722292,1.4341590612777095,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
18,83.55350100504239,70.62920795620511,300627,华测导航,bottom_area,2025-06-20,32.33,2025-06-20,32.08,0.7793017456359103,1.9014962593516194,31.43834152596709,False,-0.1236,1.1204,1,1,1,100.0,26.215139442231067,26.215139442231067,19.22069825436409,0.7793017456359103,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
19,83.35281995207113,70.69715618971479,002155,湖南黄金,bottom_area,2025-06-20,17.82,2025-06-20,17.65,0.9631728045325876,1.699716713881024,28.222854819032133,False,-1.1647,1.8782,1,1,1,100.0,28.834355828220854,28.834355828220854,19.036827195467414,0.9631728045325876,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
20,82.5336470883519,69.85117176744677,603681,永冠新材,bottom_area,2025-06-20,14.32,2025-06-20,14.2,0.8450704225352182,2.7464788732394405,29.000000000000004,False,-0.5556,2.9119,1,1,1,100.0,22.83834586466165,22.83834586466165,19.15492957746478,0.8450704225352182,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
21,80.73116631215625,68.91932432271268,688136,科兴制药,bottom_area,2025-06-20,40.75,2025-06-20,40.22,1.3177523620089537,4.848334162108411,30.893470790378014,False,-2.5586,2.5048,2,4,2,50.0,42.117202731683314,60.65012831479899,18.682247637991047,1.3177523620089537,历史2/4次成功; 当前距低点1.32%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
22,77.51264746450617,64.89354922692736,002615,哈尔斯,bottom_area,2025-06-20,7.94,2025-06-20,7.92,0.25252525252525837,3.409090909090904,29.78723404255319,False,-2.6961,15.774,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,19.74747474747474,0.25252525252525837,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
23,75.12564292942953,63.8561759246514,002136,安纳达,bottom_area,2025-06-20,10.29,2025-06-19,10.18,1.0805500982318215,3.5363457760314283,31.906354515050168,False,0.3902,3.3882,1,3,1,33.33333333333333,42.29299363057326,42.29299363057326,18.91944990176818,1.0805500982318215,历史1/3次成功; 当前距低点1.08%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
24,71.64497807689119,60.33746144694789,000715,中兴商业,bottom_area,2025-06-20,5.24,2025-06-20,5.21,0.5758157389635364,1.5355086372360858,31.44736842105263,False,-0.3802,1.1816,2,4,2,50.0,26.722157697767457,29.105691056910565,19.424184261036466,0.5758157389635364,历史2/4次成功; 当前距低点0.58%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
25,71.44648607743595,60.06520634189584,688114,华大智造,bottom_area,2025-06-20,62.75,2025-06-20,62.45,0.48038430744595223,2.1617293835067963,27.80346820809248,False,-0.3968,1.2745,2,4,2,50.0,24.08861592942264,27.745919717688572,19.519615692554048,0.48038430744595223,历史2/4次成功; 当前距低点0.48%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
26,71.15474995466865,59.29562496222387,300697,电工合金,bottom_area,2025-06-20,11.08,2025-06-20,11.08,0.0,2.256317689530686,29.962073324905187,False,-1.2478,1.4285,2,4,2,50.0,26.320564313031607,31.64400494437578,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
27,69.61010297041999,58.390739459908914,001311,多利科技,bottom_area,2025-06-20,19.6,2025-06-19,19.53,0.3584229390681018,2.7137736815156046,32.72476748191526,False,-0.6085,1.3792,1,2,1,50.0,46.9244288224956,46.9244288224956,19.6415770609319,0.3584229390681018,历史1/2次成功; 当前距低点0.36%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
28,69.53222193733926,58.16498412583193,002041,登海种业,bottom_area,2025-06-20,9.63,2025-06-19,9.61,0.20811654526536266,2.3933402705515134,29.129793510324493,False,0.104,0.4997,1,2,1,50.0,21.395106715252467,21.395106715252467,19.791883454734638,0.20811654526536266,历史1/2次成功; 当前距低点0.21%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
29,66.31484309668988,56.89209059233449,002127,南极电商,bottom_area,2025-06-20,3.84,2025-06-20,3.78,1.587301587301589,2.6455026455026482,29.34579439252336,False,-0.7752,2.0133,1,3,1,33.33333333333333,33.53658536585366,33.53658536585366,18.41269841269841,1.587301587301589,历史1/3次成功; 当前距低点1.59%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
30,66.23611212436438,56.66571835147529,300661,圣邦股份,bottom_area,2025-06-20,68.6,2025-06-20,67.63,1.4342747301493404,2.6023953866627316,30.777891504605943,False,-0.6948,1.2541,1,4,1,25.0,31.832606108687024,31.832606108687024,18.56572526985066,1.4342747301493404,历史1/4次成功; 当前距低点1.43%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
31,66.21896183188895,56.19979861244578,688135,利扬芯片,bottom_area,2025-06-20,18.23,2025-06-20,18.05,0.9972299168975053,2.9916897506925157,30.22806339389254,False,-0.0548,1.9919,2,5,2,40.0,31.309047435333802,40.41850220264317,19.002770083102497,0.9972299168975053,历史2/5次成功; 当前距低点1.00%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
32,63.79890729659141,54.0925759170783,603011,合锻智能,bottom_area,2025-06-20,14.98,2025-06-20,14.84,0.9433962264150981,3.7735849056603805,28.170377541142305,False,-5.4293,15.8464,1,2,1,50.0,41.201716738197426,41.201716738197426,19.056603773584904,0.9433962264150981,历史1/2次成功; 当前距低点0.94%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
33,63.329821978022,53.71269230769232,605136,丽人丽妆,bottom_area,2025-06-20,10.5,2025-06-20,10.4,0.9615384615384581,3.0769230769230793,28.423950447350304,False,-2.0522,4.2861,1,4,1,25.0,52.667814113597245,52.667814113597245,19.038461538461544,0.9615384615384581,历史1/4次成功; 当前距低点0.96%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
34,62.82677443716603,53.355492758415025,000701,厦门信达,bottom_area,2025-06-20,5.87,2025-06-20,5.81,1.0327022375215231,7.573149741824448,30.41916167664671,False,-3.2949,11.6059,1,5,1,20.0,30.161579892280066,30.161579892280066,18.967297762478477,1.0327022375215231,历史1/5次成功; 当前距低点1.03%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
35,62.65829535583838,55.422651934702685,300436,广生堂,bottom_area,2025-06-20,33.58,2025-06-20,32.52,3.2595325953259384,4.920049200491987,29.671280276816603,False,0.8408,9.1698,1,5,1,20.0,35.88379705400981,35.88379705400981,16.740467404674064,3.2595325953259384,历史1/5次成功; 当前距低点3.26%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
36,62.6198082352063,52.65639274518584,600232,金鹰股份,bottom_area,2025-06-20,6.12,2025-06-20,6.09,0.4926108374384277,4.43349753694582,30.558722919042186,False,-3.9246,9.4565,1,2,1,50.0,27.954545454545443,27.954545454545443,19.507389162561573,0.4926108374384277,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
37,62.281947489809866,51.94758682830932,603139,康惠股份,bottom_area,2025-06-20,20.72,2025-06-20,20.71,0.04828585224528252,2.0280057943022607,31.42384105960264,False,-1.0506,3.4684,1,4,1,25.0,29.315476190476186,29.315476190476186,19.951714147754718,0.04828585224528252,历史1/4次成功; 当前距低点0.05%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
38,62.167694683998924,52.60742502359832,300949,奥雅股份,bottom_area,2025-06-20,38.53,2025-06-20,38.21,0.8374771002355412,3.716304632295215,27.63257575757575,False,-2.4804,6.9072,1,2,1,50.0,21.703617269544917,21.703617269544917,19.162522899764458,0.8374771002355412,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
39,62.07,51.725,600960,渤海汽车,bottom_area,2025-06-20,3.9,2025-06-20,3.9,0.0,8.2051282051282,29.856115107913666,False,-9.9307,7.9225,1,4,1,25.0,69.9604743083004,69.9604743083004,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
40,61.91887934387932,52.415741986545314,300703,创源股份,bottom_area,2025-06-20,21.18,2025-06-20,21.0,0.8571428571428558,3.0476190476190506,28.934010152284266,False,-1.8081,7.7755,1,2,1,50.0,20.914127423822727,20.914127423822727,19.142857142857146,0.8571428571428558,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
41,61.41072121644816,51.81748426473391,603333,尚纬股份,bottom_area,2025-06-20,7.4,2025-06-20,7.35,0.680272108843547,5.7142857142857135,27.657480314960637,False,-2.7595,4.6405,1,5,1,20.0,47.19626168224298,47.19626168224298,19.319727891156454,0.680272108843547,历史1/5次成功; 当前距低点0.68%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
42,61.0834946691936,51.096861664739365,002678,珠江钢琴,bottom_area,2025-06-20,4.83,2025-06-20,4.82,0.20746887966804536,8.29875518672198,28.908554572271385,False,-7.4713,3.0263,1,3,1,33.33333333333333,35.5191256830601,35.5191256830601,19.792531120331954,0.20746887966804536,历史1/3次成功; 当前距低点0.21%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
43,59.39445774610345,50.369016236867246,600250,南京商旅,bottom_area,2025-06-20,10.57,2025-06-20,10.47,0.9551098376313242,3.151862464183382,28.04123711340206,False,-1.3993,6.1495,1,6,1,16.666666666666664,53.93258426966293,53.93258426966293,19.044890162368677,0.9551098376313242,历史1/6次成功; 当前距低点0.96%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
44,58.69066350710901,48.90888625592417,000573,粤宏远A,bottom_area,2025-06-20,3.74,2025-06-20,3.74,0.0,2.13903743315507,27.799227799227793,False,-1.5789,2.6882,1,4,1,25.0,24.644549763033176,24.644549763033176,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
45,55.97514951368857,46.923462274860626,002298,中电鑫龙,bottom_area,2025-06-20,6.2,2025-06-20,6.18,0.32362459546926314,2.588996763754048,27.887981330221713,False,-1.2739,7.4125,1,6,1,16.666666666666664,23.734729493891784,23.734729493891784,19.676375404530738,0.32362459546926314,历史1/6次成功; 当前距低点0.32%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
