rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.53436589333346,92.65538558925334,300720,海川智能,bottom_area,2025-03-26,21.3,2025-03-24,21.02,1.3320647002854478,7.4690770694576605,28.74576271186441,False,0.4717,3.2535,5,5,5,100.0,39.09942530055998,75.69193742478939,6.667935299714553,1.3320647002854478,历史5/5次成功; 当前距低点1.33%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
14,80.45430537423384,78.69649069107477,002599,盛通股份,bottom_area,2025-03-26,10.1,2025-03-25,9.82,2.851323828920564,4.582484725050909,27.313101406365654,False,2.5381,5.9961,2,2,2,100.0,16.008113016202447,22.107969151670947,5.148676171079436,2.851323828920564,历史2/2次成功; 当前距低点2.85%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
15,79.74284841783576,77.69473505813703,603315,福鞍股份,bottom_area,2025-03-26,13.96,2025-03-26,13.6,2.6470588235294206,6.323529411764715,29.788332472896233,False,-1.1331,9.5543,2,2,2,100.0,30.59155470851666,41.68490153172865,5.35294117647058,2.6470588235294206,历史2/2次成功; 当前距低点2.65%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
16,78.75353599339418,76.16208656441088,002927,泰永长征,bottom_area,2025-03-26,14.93,2025-03-25,14.6,2.2602739726027403,5.136986301369864,30.740037950664135,False,1.4956,7.4783,1,1,1,100.0,11.803823773898586,11.803823773898586,5.73972602739726,2.2602739726027403,历史1/1次成功; 当前距低点2.26%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
17,78.72537066024387,77.04808644907915,002164,宁波东力,bottom_area,2025-03-26,8.93,2025-03-26,8.68,2.880184331797235,6.336405529953925,29.659643435980556,False,-3.2503,18.0908,3,3,3,100.0,23.5210039009507,45.468509984639034,5.119815668202765,2.880184331797235,历史3/3次成功; 当前距低点2.88%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
18,78.637895057953,77.66097356973782,300605,恒锋信息,bottom_area,2025-03-26,14.5,2025-03-25,14.03,3.349964362081259,3.991446899501073,29.990019960079838,False,1.8974,5.7663,2,2,2,100.0,16.553184490769308,18.429752066115707,4.650035637918741,3.349964362081259,历史2/2次成功; 当前距低点3.35%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
19,78.50236642190579,74.97951917192336,002123,梦网科技,bottom_area,2025-03-26,15.12,2025-03-25,14.88,1.612903225806441,4.50268817204301,27.308255984367356,False,0.8672,4.5588,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,6.38709677419356,1.612903225806441,历史2/3次成功; 当前距低点1.61%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
20,78.11577831633114,76.6278587293534,301389,隆扬电子,confirmed_rebound,2025-03-26,22.66,2025-03-25,22.0,3.0000000000000004,9.272727272727268,28.571428571428577,False,0.4878,6.4119,2,2,2,100.0,16.92397166319034,18.998628257887525,5.0,3.0000000000000004,历史2/2次成功; 当前距低点3.00%; 最新日涨幅0.49%; 状态confirmed_rebound; 底部未确认
21,75.21929669168647,73.82507242621071,002387,维信诺,bottom_area,2025-03-26,9.87,2025-03-26,9.58,3.0271398747390306,3.757828810020871,27.53403933434191,False,2.2798,1.59,1,1,1,100.0,8.639523336643487,8.639523336643487,4.972860125260969,3.0271398747390306,历史1/1次成功; 当前距低点3.03%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
22,74.82287005383651,75.80537547903971,000608,阳光股份,bottom_area,2025-03-26,1.79,2025-03-26,1.71,4.678362573099419,6.432748538011701,27.234042553191497,False,-1.6484,7.6091,5,5,5,100.0,12.000226589819249,17.05426356589147,3.321637426900581,4.678362573099419,历史5/5次成功; 当前距低点4.68%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
23,73.52988495714449,71.48248537600462,000409,云鼎科技,bottom_area,2025-03-26,12.15,2025-03-26,11.85,2.5316455696202596,3.797468354430389,29.464285714285722,False,1.0815,11.4885,2,3,2,66.66666666666666,28.86005703264586,46.53130287648054,5.4683544303797404,2.5316455696202596,历史2/3次成功; 当前距低点2.53%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
24,70.2371818584936,71.4024992428831,300509,新美星,bottom_area,2025-03-26,7.99,2025-03-25,7.62,4.855643044619424,6.167979002624668,29.769585253456217,False,3.0968,3.8315,1,1,1,100.0,18.028846153846153,18.028846153846153,3.1443569553805757,4.855643044619424,历史1/1次成功; 当前距低点4.86%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
25,56.89687952429795,54.7409957057528,000779,甘咨询,bottom_area,2025-03-26,9.73,2025-03-26,9.54,1.9916142557652128,3.563941299790374,27.397260273972613,False,-3.5679,10.506,1,2,1,50.0,17.69825918762089,17.69825918762089,6.008385744234787,1.9916142557652128,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
