rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.03964220072662,86.0862549036477,002160,常铝股份,bottom_area,2025-11-27,5.14,2025-11-24,4.97,3.420523138832997,8.249496981891351,28.386167146974074,True,0.7843,9.2273,3,3,3,100.0,36.855094947241525,40.066225165562926,16.579476861167002,3.420523138832997,历史3/3次成功; 当前距低点3.42%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
20,73.18713212950163,65.12869882098666,002326,永太科技,bottom_area,2025-11-27,24.23,2025-11-25,23.39,3.591278324070115,6.113723813595552,29.12121212121212,False,1.5082,12.8503,2,4,2,50.0,27.133405375626396,29.837587006960554,16.408721675929886,3.591278324070115,历史2/4次成功; 当前距低点3.59%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
21,72.01469910403034,63.3218333810988,300730,科创信息,bottom_area,2025-11-27,13.68,2025-11-24,13.29,2.934537246049666,8.803611738148998,31.84615384615385,True,-0.2915,3.7677,2,4,2,50.0,22.648270441355024,24.329896907216508,17.065462753950335,2.934537246049666,历史2/4次成功; 当前距低点2.93%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
22,70.68935118401885,60.60143018389488,002374,中锐股份,bottom_area,2025-11-27,3.28,2025-11-24,3.23,1.5479876160990658,8.668730650154794,30.237580993520517,True,-5.4755,8.1887,2,5,2,40.0,22.907752411831932,24.873096446700508,18.452012383900936,1.5479876160990658,历史2/5次成功; 当前距低点1.55%; 最新日涨幅-5.48%; 状态bottom_area; 底部已确认
23,69.8932163045626,59.95950048030741,002017,东信和平,bottom_area,2025-11-27,21.15,2025-11-24,20.82,1.5850144092218938,4.514889529298757,27.88361621059924,False,-1.0295,1.5808,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,18.41498559077811,1.5850144092218938,历史1/3次成功; 当前距低点1.59%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
24,68.6647172626134,59.890987480118255,603197,保隆科技,bottom_area,2025-11-27,34.95,2025-11-21,34.1,2.4926686217008838,3.988269794721406,27.431368376250266,False,0.3445,0.8694,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,17.507331378299117,2.4926686217008838,历史2/6次成功; 当前距低点2.49%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
25,67.62639112263932,59.132920411377754,601566,九牧王,bottom_area,2025-11-27,12.88,2025-11-27,12.55,2.6294820717131477,4.1434262948207135,31.830526887561106,False,-1.6794,9.3317,1,2,1,50.0,38.914728682170555,38.914728682170555,17.370517928286855,2.6294820717131477,历史1/2次成功; 当前距低点2.63%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
26,66.87825444000346,56.186326932545526,000803,山高环能,bottom_area,2025-11-27,6.8,2025-11-27,6.77,0.4431314623338294,1.3293943870014882,29.405630865484884,False,-0.1468,1.9226,1,2,1,50.0,36.1111111111111,36.1111111111111,19.556868537666173,0.4431314623338294,历史1/2次成功; 当前距低点0.44%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
27,66.64307790131632,58.92830895161247,002136,安纳达,bottom_area,2025-11-27,12.42,2025-11-24,12.03,3.2418952618453916,6.733167082294268,30.381944444444454,False,1.4706,5.3631,1,3,1,33.33333333333333,42.29299363057326,42.29299363057326,16.75810473815461,3.2418952618453916,历史1/3次成功; 当前距低点3.24%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
28,65.99385578771708,58.382022477375685,002309,中利集团,bottom_area,2025-11-27,3.16,2025-11-21,3.06,3.2679738562091534,6.862745098039215,29.49308755760368,False,-0.6289,2.7849,3,8,3,37.5,36.45431650286319,55.97014925373133,16.732026143790847,3.2679738562091534,历史3/8次成功; 当前距低点3.27%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
29,65.73970958503902,58.05406504065036,600094,大名城,bottom_area,2025-11-27,4.23,2025-11-21,4.1,3.170731707317093,8.292682926829286,30.743243243243246,True,-2.0833,1.2075,1,3,1,33.33333333333333,87.28070175438596,87.28070175438596,16.829268292682908,3.170731707317093,历史1/3次成功; 当前距低点3.17%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
30,65.37759122131474,58.44079945180448,002664,信质集团,bottom_area,2025-11-27,22.73,2025-11-24,21.89,3.837368661489264,5.984467793513014,30.727848101265824,False,-0.2633,1.8738,1,2,1,50.0,52.526315789473685,52.526315789473685,16.162631338510735,3.837368661489264,历史1/2次成功; 当前距低点3.84%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
31,65.01749004439822,58.23770297414632,603127,昭衍新药,bottom_area,2025-11-27,27.9,2025-11-21,26.84,3.9493293591654197,8.792846497764529,29.33122696155871,True,-1.4483,2.0922,1,2,1,50.0,41.08695652173912,41.08695652173912,16.05067064083458,3.9493293591654197,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
32,63.09158481293879,53.199934573774144,000753,漳州发展,bottom_area,2025-11-27,7.82,2025-11-24,7.77,0.6435006435006526,5.534105534105531,31.360424028268557,False,-2.25,4.4088,1,4,1,25.0,43.344709897610926,43.344709897610926,19.35649935649935,0.6435006435006526,历史1/4次成功; 当前距低点0.64%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
33,62.96672334879061,53.43560449044986,000661,长春高新,bottom_area,2025-11-27,99.66,2025-11-24,98.68,0.9931090393190005,2.452371301175504,30.394300627777387,False,0.1004,0.9846,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,19.006890960680998,0.9931090393190005,历史1/3次成功; 当前距低点0.99%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
34,62.096571483049935,52.02199494113552,600939,重庆建工,bottom_area,2025-11-27,3.47,2025-11-27,3.46,0.2890173410404691,2.6011560693641576,28.06652806652806,False,-2.2535,1.284,1,3,1,33.33333333333333,31.277533039647576,31.277533039647576,19.710982658959534,0.2890173410404691,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
35,60.71960946587021,50.798033934829064,603366,日出东方,bottom_area,2025-11-27,9.39,2025-11-27,9.37,0.21344717182498774,2.454642475987198,30.07462686567165,False,-1.5723,4.3577,1,4,1,25.0,25.15964240102172,25.15964240102172,19.786552828175015,0.21344717182498774,历史1/4次成功; 当前距低点0.21%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
36,59.63154070289569,53.89180626308099,603767,中马传动,bottom_area,2025-11-27,23.06,2025-11-21,22.08,4.438405797101452,5.9329710144927645,27.725040916530286,False,0.5231,1.304,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,15.561594202898549,4.438405797101452,历史1/3次成功; 当前距低点4.44%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
37,59.22657721079438,53.38076583642033,002578,闽发铝业,bottom_area,2025-11-27,3.89,2025-11-21,3.73,4.289544235924937,11.528150134048262,30.410447761194032,True,-1.269,6.3985,1,3,1,33.33333333333333,38.589211618257245,38.589211618257245,15.710455764075066,4.289544235924937,历史1/3次成功; 当前距低点4.29%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
38,58.121955454786175,51.216981598408914,002338,奥普光电,bottom_area,2025-11-27,50.29,2025-11-21,48.8,3.0532786885245944,5.389344262295088,30.632551528073915,False,-0.6126,1.0822,1,3,1,33.33333333333333,20.995288574793882,20.995288574793882,16.946721311475407,3.0532786885245944,历史1/3次成功; 当前距低点3.05%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
39,55.751929724323226,47.009085552270506,002213,大为股份,bottom_area,2025-11-27,26.68,2025-11-27,26.51,0.6412674462466923,5.997736703130893,27.64737991266375,False,-3.4033,22.8573,1,4,1,25.0,20.248254460822338,20.248254460822338,19.358732553753306,0.6412674462466923,历史1/4次成功; 当前距低点0.64%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
