rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.15748795064526,89.6234113738259,002819,东方中科,bottom_area,2025-06-03,28.29,2025-05-30,27.89,1.4342058085335194,4.195051989960553,31.575073601570164,False,1.1441,3.2019,5,5,5,100.0,24.050540953130696,51.677148846960186,6.565794191466481,1.4342058085335194,历史5/5次成功; 当前距低点1.43%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
12,84.68719363094093,79.90330541024984,000811,冰轮环境,bottom_area,2025-06-03,9.3,2025-06-03,9.21,0.9771986970684022,2.1715526601520008,28.54926299456943,False,-1.7951,2.0682,5,5,5,100.0,28.501712040676264,47.451868629671566,7.022801302931597,0.9771986970684022,历史5/5次成功; 当前距低点0.98%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
13,84.43529704511215,81.86279410834909,603192,汇得科技,bottom_area,2025-06-03,21.41,2025-06-03,20.91,2.391200382592061,4.447632711621233,30.276758919639875,False,-0.0467,6.4181,4,4,4,100.0,16.530811723972995,25.562817719680464,5.608799617407939,2.391200382592061,历史4/4次成功; 当前距低点2.39%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
14,83.98079710367107,80.43075019836397,688135,利扬芯片,bottom_area,2025-06-03,19.14,2025-05-30,18.81,1.7543859649122906,4.199893673577899,27.290297642056444,False,0.3145,2.6722,4,5,4,80.0,21.885753754645094,40.41850220264317,6.24561403508771,1.7543859649122906,历史4/5次成功; 当前距低点1.75%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
15,83.76180838751925,78.70852201225165,002490,山东墨龙,bottom_area,2025-06-03,3.95,2025-05-30,3.92,0.765306122448986,2.5510204081632564,29.36936936936937,False,0.2538,2.1476,3,3,3,100.0,13.674300921695417,14.885496183206094,7.234693877551014,0.765306122448986,历史3/3次成功; 当前距低点0.77%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
16,81.9778980970585,77.84998879365176,002889,东方嘉盛,bottom_area,2025-06-03,14.65,2025-05-30,14.46,1.3139695712309785,3.73443983402489,32.65020959478341,False,-0.4755,2.2317,1,1,1,100.0,31.751824817518237,31.751824817518237,6.686030428769022,1.3139695712309785,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
17,80.90132884529721,78.12995108272514,300557,理工光科,bottom_area,2025-06-03,24.29,2025-05-29,23.77,2.187631468237272,7.278081615481701,27.375496486403904,False,-0.7356,1.7895,3,3,3,100.0,10.63306898014043,14.165753924790064,5.812368531762728,2.187631468237272,历史3/3次成功; 当前距低点2.19%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
18,79.27472183637222,74.54350192172714,688448,磁谷科技,bottom_area,2025-06-03,28.94,2025-06-03,28.71,0.801114594218044,2.577499129223262,27.113480578827115,False,0.1384,2.6267,1,1,1,100.0,25.053995680345576,25.053995680345576,7.198885405781956,0.801114594218044,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
19,78.83783710713077,77.28636363636363,301058,中粮科工,confirmed_rebound,2025-06-03,10.76,2025-04-30,10.45,2.9665071770334976,8.038277511961722,29.77150537634409,True,-0.278,1.0461,1,1,1,100.0,57.794273594909875,57.794273594909875,5.033492822966503,2.9665071770334976,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.28%; 状态confirmed_rebound; 底部已确认
20,78.60890951674702,73.34883378700185,300819,聚杰微纤,bottom_area,2025-06-03,22.59,2025-06-03,22.5,0.3999999999999994,3.1999999999999953,27.419354838709676,False,-0.4846,2.2239,2,2,2,100.0,19.520611758074537,26.54716175842936,7.600000000000001,0.3999999999999994,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
21,78.04364415953576,73.47468313543908,002042,华孚时尚,bottom_area,2025-06-03,4.67,2025-06-03,4.63,0.8639308855291584,1.7278617710583168,28.549382716049386,False,-0.4264,1.2978,2,2,2,100.0,25.88411588411589,42.41758241758243,7.136069114470842,0.8639308855291584,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
22,76.46240441260565,74.97756179807106,301392,汇成真空,bottom_area,2025-06-03,102.97,2025-06-03,99.99,2.9802980298029844,3.5103510351035156,30.54320644623507,False,2.0313,3.5668,1,1,1,100.0,14.261512397967028,14.261512397967028,5.019701970197016,2.9802980298029844,历史1/1次成功; 当前距低点2.98%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
23,75.85704321173898,72.70086781268526,688205,德科立,bottom_area,2025-06-03,53.44,2025-06-03,52.5,1.7904761904761861,7.5809523809523744,30.527987296546243,False,-4.0747,6.1183,1,1,1,100.0,20.12448132780082,20.12448132780082,6.209523809523814,1.7904761904761861,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
24,75.64616585887174,75.85216592151018,002040,南京港,bottom_area,2025-06-03,10.31,2025-06-03,9.9,4.141414141414143,4.949494949494952,31.72413793103448,False,1.5764,8.3339,1,1,1,100.0,33.196721311475414,33.196721311475414,3.8585858585858572,4.141414141414143,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
25,75.5430049781693,76.25677958783974,001299,美能能源,bottom_area,2025-06-03,10.94,2025-04-29,10.47,4.489016236867228,7.163323782234957,31.11842105263157,True,0.8295,4.3318,2,2,2,100.0,13.772777461812025,15.247322794492616,3.5109837631327716,4.489016236867228,历史2/2次成功; 当前距低点4.49%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
26,74.43366566327266,73.54784438520275,688543,国科军工,bottom_area,2025-06-03,45.3,2025-05-29,43.82,3.3774532177088012,6.4354176175262445,31.133113311331133,False,-0.1763,4.9252,1,1,1,100.0,33.916331836445266,33.916331836445266,4.622546782291199,3.3774532177088012,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
