rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.59746814547835,83.81586052849173,000668,荣丰控股,bottom_area,2025-12-18,9.04,2025-12-17,8.9,1.5730337078651548,7.303370786516858,28.685897435897434,True,-4.2373,2.2482,3,3,3,100.0,34.69020098077566,67.04545454545452,13.426966292134846,1.5730337078651548,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-4.24%; 状态bottom_area; 底部已确认
30,73.5620900011555,67.10338882659568,002679,福建金森,bottom_area,2025-12-18,12.0,2025-12-18,11.7,2.56410256410257,3.931623931623939,28.308823529411768,False,0.7557,4.1561,2,4,2,50.0,25.158831573922193,33.50951374207188,12.435897435897429,2.56410256410257,历史2/4次成功; 当前距低点2.56%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
31,72.38403161725812,66.95784255943293,603197,保隆科技,bottom_area,2025-12-18,35.23,2025-11-21,34.1,3.3137829912023324,6.334310850439873,27.431368376250266,False,-0.7046,1.4134,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,11.686217008797668,3.3137829912023324,历史4/6次成功; 当前距低点3.31%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
32,72.32670002986147,64.83531219456049,600383,金地集团,bottom_area,2025-12-18,3.12,2025-12-15,3.07,1.6286644951140152,3.583061889250825,32.675438596491226,False,-0.6369,1.2783,2,4,2,50.0,23.971329265701364,32.594936708860764,13.371335504885984,1.6286644951140152,历史2/4次成功; 当前距低点1.63%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
33,72.23616269218238,68.93890064768533,688190,云路股份,bottom_area,2025-12-18,97.64,2025-12-10,93.0,4.989247311827957,9.548387096774189,28.351309707241917,True,-0.4385,0.2616,1,1,1,100.0,19.70099203576919,19.70099203576919,10.010752688172042,4.989247311827957,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.44%; 状态bottom_area; 底部已确认
34,72.21796377067992,68.85064251085774,301291,明阳电气,bottom_area,2025-12-18,42.11,2025-12-04,40.13,4.933964615001238,12.010964365811114,27.888589398023356,True,-2.7483,2.5139,1,1,1,100.0,18.54882705946537,18.54882705946537,10.066035384998761,4.933964615001238,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-2.75%; 状态bottom_area; 底部已确认
35,72.12265408280497,64.77837973663844,603038,华立股份,bottom_area,2025-12-18,15.85,2025-12-17,15.58,1.7329910141206648,5.0064184852374805,29.661399548532724,False,-0.627,1.6703,2,4,2,50.0,24.944081982976137,28.753412192902637,13.267008985879336,1.7329910141206648,历史2/4次成功; 当前距低点1.73%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
36,70.78058630876994,63.708014768920165,002459,晶澳科技,bottom_area,2025-12-18,11.03,2025-12-16,10.83,1.84672206832871,3.8781163434903037,29.215686274509807,False,-1.1649,0.8103,3,6,3,50.0,20.58355421886888,26.683937823834192,13.153277931671289,1.84672206832871,历史3/6次成功; 当前距低点1.85%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
37,69.5495482256578,61.89776882763975,600161,天坛生物,bottom_area,2025-12-18,16.3,2025-12-17,16.1,1.242236024844716,1.5527950310559004,27.08333333333332,False,-0.0613,0.2611,1,2,1,50.0,36.77455357142857,36.77455357142857,13.757763975155285,1.242236024844716,历史1/2次成功; 当前距低点1.24%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
38,68.81983777272225,61.07905188131942,002017,东信和平,bottom_area,2025-12-18,20.33,2025-12-16,20.11,1.0939830929885572,10.691198408751875,30.342916522341532,False,-2.7273,3.4282,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,13.906016907011443,1.0939830929885572,历史1/3次成功; 当前距低点1.09%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
39,68.35942581283824,62.816957263155395,688005,容百科技,bottom_area,2025-12-18,27.15,2025-12-16,26.37,2.9579067121729143,5.536594615092898,28.864310763420555,False,-1.6304,2.0435,3,6,3,50.0,29.41389552101958,38.76758854924795,12.042093287827086,2.9579067121729143,历史3/6次成功; 当前距低点2.96%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
40,67.93315535487874,61.65860209664632,002184,海得控制,bottom_area,2025-12-18,12.48,2025-12-17,12.2,2.2950819672131244,3.688524590163943,29.357266936884773,False,-0.6369,2.2058,2,5,2,40.0,36.72789775210886,50.27203482045704,12.704918032786875,2.2950819672131244,历史2/5次成功; 当前距低点2.30%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
41,67.80069149466024,59.014828096324145,002317,众生药业,bottom_area,2025-12-18,19.12,2025-12-18,19.11,0.05232862375720336,3.5060177917320865,29.74264705882353,False,-3.2389,6.1647,2,5,2,40.0,45.076007303712714,58.31999999999999,14.947671376242797,0.05232862375720336,历史2/5次成功; 当前距低点0.05%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
42,67.19042139275908,62.46670641058063,300609,汇纳科技,bottom_area,2025-12-18,36.71,2025-12-17,35.44,3.583521444695269,5.361173814898437,28.20097244732577,False,0.0,2.8955,2,5,2,40.0,34.393200561751826,49.87035436473638,11.41647855530473,3.583521444695269,历史2/5次成功; 当前距低点3.58%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
43,66.50598700000647,60.403408377093015,002176,江特电机,bottom_area,2025-12-18,9.22,2025-12-16,9.01,2.3307436182020074,4.994450610432864,29.99222999222999,False,-2.2269,2.9905,2,5,2,40.0,30.416687239750484,39.01808785529715,12.669256381797991,2.3307436182020074,历史2/5次成功; 当前距低点2.33%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
44,65.86540906250359,58.79568561872909,600375,汉马科技,bottom_area,2025-12-18,5.78,2025-12-17,5.7,1.4035087719298258,2.8070175438596516,28.571428571428577,False,-0.6873,1.1991,1,2,1,50.0,22.073578595317713,22.073578595317713,13.596491228070173,1.4035087719298258,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
45,65.66530577595428,60.02599234264609,000665,湖北广电,bottom_area,2025-12-18,5.37,2025-12-17,5.23,2.6768642447418673,4.3977055449330695,27.46185852981969,False,0.5618,1.6788,2,7,2,28.57142857142857,34.919124227805554,43.606557377049185,12.323135755258132,2.6768642447418673,历史2/7次成功; 当前距低点2.68%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
46,64.91865700803652,58.03494949494946,601162,天风证券,bottom_area,2025-12-18,4.11,2025-12-17,4.05,1.4814814814814938,3.4567901234568046,27.678571428571423,False,-0.9639,1.4993,1,2,1,50.0,18.939393939393938,18.939393939393938,13.518518518518505,1.4814814814814938,历史1/2次成功; 当前距低点1.48%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
47,64.64108709403594,59.15511867610839,001282,三联锻造,bottom_area,2025-12-18,19.9,2025-12-17,19.37,2.7361899845121194,4.078471863706758,27.992565055762075,False,0.2014,2.8543,1,3,1,33.33333333333333,37.31343283582089,37.31343283582089,12.26381001548788,2.7361899845121194,历史1/3次成功; 当前距低点2.74%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
48,64.42016002593667,58.310741700518285,002453,华软科技,bottom_area,2025-12-18,6.18,2025-12-17,6.05,2.1487603305785106,6.115702479338845,28.31753554502369,False,-0.8026,3.1956,1,2,1,50.0,28.60169491525425,28.60169491525425,12.851239669421489,2.1487603305785106,历史1/2次成功; 当前距低点2.15%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
49,64.0671656981474,57.75650731945344,300681,英搏尔,bottom_area,2025-12-18,23.75,2025-12-17,23.3,1.9313304721030013,4.206008583690989,28.593319031566043,False,-1.1241,3.1262,2,6,2,33.33333333333333,25.734448723198668,27.487589035182385,13.068669527896997,1.9313304721030013,历史2/6次成功; 当前距低点1.93%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
50,63.950191085614556,59.28662636841913,300056,中创环保,bottom_area,2025-12-18,8.74,2025-12-17,8.45,3.4319526627219052,6.9822485207100575,29.34782608695653,False,0.8074,6.953,1,2,1,50.0,27.10472279260781,27.10472279260781,11.568047337278095,3.4319526627219052,历史1/2次成功; 当前距低点3.43%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
51,63.13143004931655,56.91404289855071,301487,盟固利,bottom_area,2025-12-18,21.1,2025-12-17,20.7,1.9323671497584645,4.2995169082125635,28.000000000000004,False,-0.5186,3.1743,1,2,1,50.0,18.439999999999998,18.439999999999998,13.067632850241534,1.9323671497584645,历史1/2次成功; 当前距低点1.93%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
52,61.99879540652271,57.67755627009645,000819,岳阳兴长,bottom_area,2025-12-18,15.75,2025-12-17,15.2,3.618421052631584,5.0657894736842195,27.028324531925108,False,0.5747,1.5591,1,2,1,50.0,20.739549839228296,20.739549839228296,11.381578947368414,3.618421052631584,历史1/2次成功; 当前距低点3.62%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
53,60.957253940346874,53.08874371165513,002632,道明光学,bottom_area,2025-12-18,12.04,2025-12-18,12.03,0.08312551953449532,2.4937655860349186,27.223230490018157,False,-3.2932,6.1504,1,2,1,50.0,25.259515570934255,25.259515570934255,14.916874480465502,0.08312551953449532,历史1/2次成功; 当前距低点0.08%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
54,60.77921236408863,56.7695903730294,603032,德新科技,bottom_area,2025-12-18,18.42,2025-12-16,17.74,3.833145434047369,6.8207440811724975,28.869286287089025,False,-2.1254,2.9521,2,5,2,40.0,29.296569691706477,33.061224489795926,11.16685456595263,3.833145434047369,历史2/5次成功; 当前距低点3.83%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
55,59.061874051110465,53.13891206411898,688348,昱能科技,bottom_area,2025-12-18,50.21,2025-12-17,49.31,1.8251875887243938,3.4272966943824734,31.77919203099059,False,-1.1614,0.6121,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,13.174812411275605,1.8251875887243938,历史1/3次成功; 当前距低点1.83%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
56,57.7461700458954,53.59028452395054,603767,中马传动,bottom_area,2025-12-18,22.85,2025-11-21,22.08,3.487318840579724,9.601449275362324,27.725040916530286,True,-0.9536,1.9252,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,11.512681159420275,3.487318840579724,历史1/3次成功; 当前距低点3.49%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
57,56.170084085453496,52.25281168831166,002605,姚记科技,bottom_area,2025-12-18,23.21,2025-12-17,22.4,3.6160714285714386,4.776785714285716,27.71861890932559,False,1.709,1.629,1,5,1,20.0,23.2121212121212,23.2121212121212,11.383928571428562,3.6160714285714386,历史1/5次成功; 当前距低点3.62%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
58,55.59122280441997,49.1040634399781,002163,海南发展,bottom_area,2025-12-18,13.22,2025-12-18,13.11,0.8390541571319696,10.60259344012205,30.708245243128975,False,-5.6388,13.6688,1,3,1,33.33333333333333,32.54716981132074,32.54716981132074,14.160945842868031,0.8390541571319696,历史1/3次成功; 当前距低点0.84%; 最新日涨幅-5.64%; 状态bottom_area; 底部未确认
