rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.21093836695003,87.13976838786881,688248,南网科技,bottom_area,2023-08-24,30.0,2023-08-22,29.52,1.6260162601626031,4.234417344173442,31.31689157747789,False,0.6374,2.4091,3,3,3,100.0,29.715513231395445,49.406593406593416,6.373983739837397,1.6260162601626031,历史3/3次成功; 当前距低点1.63%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
12,85.02590202254791,81.19683043970699,002755,奥赛康,bottom_area,2023-08-24,7.6,2023-08-24,7.48,1.6042780748662995,3.0748663101604214,32.97491039426523,False,0.7958,0.2812,1,1,1,100.0,30.831099195710454,30.831099195710454,6.3957219251337,1.6042780748662995,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
13,84.58615069188679,80.1049883568854,300438,鹏辉能源,bottom_area,2023-08-24,38.04,2023-08-24,37.6,1.1702127659574406,2.606382978723396,30.69124423963133,False,1.009,1.9326,1,1,1,100.0,19.640179910044974,19.640179910044974,6.82978723404256,1.1702127659574406,历史1/1次成功; 当前距低点1.17%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
14,84.46262634926492,78.82072203516863,300521,爱司凯,bottom_area,2023-08-24,12.35,2023-08-24,12.3,0.4065040650406417,3.4959349593495914,27.21893491124259,False,-1.9841,1.7118,4,4,4,100.0,15.685759696028395,20.590790616854918,7.593495934959359,0.4065040650406417,历史4/4次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
15,84.43901712410371,81.37586557119856,688148,芳源股份,bottom_area,2023-08-24,9.33,2023-08-23,9.14,2.078774617067828,3.3916849015317143,27.3449920508744,False,1.634,1.0162,2,2,2,100.0,20.943396226415096,26.66666666666668,5.921225382932172,2.078774617067828,历史2/2次成功; 当前距低点2.08%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
16,84.43650374425165,80.3430478961357,002219,新里程,bottom_area,2023-08-24,3.58,2023-08-24,3.53,1.4164305949008575,3.116147308781879,32.11538461538462,False,1.1299,0.512,1,1,1,100.0,23.938223938223942,23.938223938223942,6.583569405099143,1.4164305949008575,历史1/1次成功; 当前距低点1.42%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
17,84.29882882011425,79.83439506271549,688300,联瑞新材,bottom_area,2023-08-24,40.6,2023-08-24,40.13,1.1711936207326161,2.7909294791926174,31.4017094017094,False,-0.3436,0.4831,2,2,2,100.0,24.003852247235756,26.809910956252438,6.828806379267384,1.1711936207326161,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
18,83.95032807842408,78.82393679344062,688355,明志科技,bottom_area,2023-08-24,20.85,2023-08-24,20.7,0.7246376811594306,2.94685990338164,32.01970443349754,False,-1.465,3.6173,4,4,4,100.0,19.602745733785582,35.08474576271185,7.275362318840569,0.7246376811594306,历史4/4次成功; 当前距低点0.72%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
19,83.91689571334165,77.95925233362885,002386,天原股份,bottom_area,2023-08-24,5.81,2023-08-24,5.8,0.1724137931034446,1.7241379310344922,30.036188178528345,False,-1.3582,0.6755,3,3,3,100.0,24.851375171530723,48.85290148448042,7.827586206896556,0.1724137931034446,历史3/3次成功; 当前距低点0.17%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
20,83.89561773663453,81.447986978715,000411,英特集团,bottom_area,2023-08-24,11.66,2023-08-24,11.38,2.460456942003509,3.7785588752196806,27.974683544303797,False,-0.3419,4.0929,3,3,3,100.0,31.816283905822544,47.98426745329401,5.53954305799649,2.460456942003509,历史3/3次成功; 当前距低点2.46%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
21,83.51451778535954,78.57047820800227,601127,赛力斯,bottom_area,2023-08-24,32.89,2023-08-24,32.62,0.8277130594727258,3.034947884733299,29.409218783813035,False,-0.6944,1.7105,8,8,8,100.0,19.503569804301506,30.591200733272228,7.1722869405272744,0.8277130594727258,历史8/8次成功; 当前距低点0.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
22,83.48597186479738,78.89852686990946,002121,科陆电子,bottom_area,2023-08-24,5.71,2023-08-23,5.65,1.0619469026548602,2.8318584070796327,27.096774193548384,False,0.7055,1.2402,1,1,1,100.0,11.826697892271683,11.826697892271683,6.93805309734514,1.0619469026548602,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
23,83.48186788839507,79.57697541452258,002519,银河电子,bottom_area,2023-08-24,5.38,2023-08-24,5.3,1.5094339622641524,2.641509433962275,28.571428571428577,False,0.5607,1.267,1,1,1,100.0,20.959595959595962,20.959595959595962,6.4905660377358485,1.5094339622641524,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
24,83.06544883420433,79.48974836885776,002272,川润股份,bottom_area,2023-08-24,5.94,2023-08-24,5.84,1.712328767123297,3.253424657534253,28.69352869352869,False,-0.8347,1.8753,2,2,2,100.0,28.784182569348804,48.337595907928375,6.287671232876703,1.712328767123297,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
25,82.9810226917641,78.33545726584909,300656,民德电子,bottom_area,2023-08-24,24.12,2023-08-24,23.88,1.005025125628149,2.8056951423785668,27.854984894259825,False,-0.0829,0.6152,2,2,2,100.0,13.908142754200325,14.79500891265598,6.9949748743718505,1.005025125628149,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
26,82.94870776158784,78.50639469587031,300455,航天智装,bottom_area,2023-08-24,10.66,2023-08-17,10.54,1.1385199240986812,6.451612903225821,32.43589743589744,False,-0.0937,1.0574,2,2,2,100.0,16.463549047394118,18.904109589041095,6.861480075901319,1.1385199240986812,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
27,81.71570935337309,77.73318987517364,603301,振德医疗,bottom_area,2023-08-24,26.03,2023-08-24,25.67,1.402415270744057,2.8437865212309963,30.752630159158343,False,0.3857,0.5163,1,1,1,100.0,9.734928454140272,9.734928454140272,6.597584729255942,1.402415270744057,历史1/1次成功; 当前距低点1.40%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
28,81.7012675624193,76.07374941345633,688173,希荻微,bottom_area,2023-08-24,17.26,2023-08-24,17.21,0.29052876234747654,2.8471818710052204,28.291666666666664,False,-0.6904,1.7479,3,3,3,100.0,16.16212361079873,23.120837297811605,7.709471237652524,0.29052876234747654,历史3/3次成功; 当前距低点0.29%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
29,79.97156833712681,75.65781867562174,603070,万控智造,bottom_area,2023-08-24,16.29,2023-08-24,16.11,1.1173184357541883,3.5381750465549366,28.400000000000002,False,-1.6898,2.2165,1,1,1,100.0,17.555401662049874,17.555401662049874,6.882681564245812,1.1173184357541883,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
30,79.71669105857828,75.93536006004146,688287,退市观典,bottom_area,2023-08-24,10.33,2023-08-16,10.18,1.4734774066797678,7.662082514734786,31.951871657754015,True,-0.1932,0.4873,1,1,1,100.0,14.219830899308223,14.219830899308223,6.526522593320233,1.4734774066797678,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.19%; 状态bottom_area; 底部已确认
31,79.68165135781084,74.73753091068997,600072,中船科技,bottom_area,2023-08-24,21.03,2023-08-24,20.89,0.6701771182383942,3.638104356151259,31.9543973941368,False,-0.7551,2.4799,3,3,3,100.0,13.631907205771569,14.0952380952381,7.329822881761607,0.6701771182383942,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
32,79.674982180076,75.83007687379887,603015,弘讯科技,confirmed_rebound,2023-08-24,8.52,2023-08-17,8.4,1.428571428571419,8.095238095238091,29.883138564273786,True,-1.0453,0.9349,1,1,1,100.0,23.318385650224208,23.318385650224208,6.571428571428581,1.428571428571419,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.05%; 状态confirmed_rebound; 底部已确认
33,79.52443443734825,76.39107109292105,002559,亚威股份,bottom_area,2023-08-24,7.47,2023-08-24,7.33,1.9099590723055888,2.455661664392902,27.20953326713009,False,0.9459,2.0043,1,1,1,100.0,8.740740740740739,8.740740740740739,6.090040927694411,1.9099590723055888,历史1/1次成功; 当前距低点1.91%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
34,79.20070189731818,74.38433405143742,688262,国芯科技,bottom_area,2023-08-24,31.37,2023-08-17,31.14,0.7385998715478498,7.4823378291586335,32.74298056155507,True,-1.4761,1.6552,2,2,2,100.0,20.044848164336123,27.063197026022312,7.26140012845215,0.7385998715478498,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
35,79.06350400816233,74.06787674123274,688328,深科达,bottom_area,2023-08-24,21.54,2023-08-24,21.41,0.607192900513774,2.895843063988795,31.966952653320618,False,-0.783,2.9815,2,2,2,100.0,25.92621803443088,29.170984455958543,7.392807099486226,0.607192900513774,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
36,78.49597468379518,76.78285339389744,002765,蓝黛科技,confirmed_rebound,2023-08-24,6.49,2023-08-21,6.31,2.8526148969889165,8.874801901743274,29.339305711086226,False,-1.0671,1.8797,3,3,3,100.0,21.75707182275358,28.213879408418663,5.147385103011084,2.8526148969889165,历史3/3次成功; 当前距低点2.85%; 最新日涨幅-1.07%; 状态confirmed_rebound; 底部未确认
37,78.03456621881656,72.89676237200266,000572,海马汽车,bottom_area,2023-08-24,4.37,2023-08-24,4.35,0.4597701149425394,3.4482758620689737,28.805237315875626,False,-1.5766,2.9407,2,2,2,100.0,17.82278620468623,22.92191435768261,7.54022988505746,0.4597701149425394,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
38,77.63471126656977,73.7414824803588,688068,热景生物,bottom_area,2023-08-24,36.7,2023-08-24,36.22,1.3252346769740586,3.175041413583651,30.050212437234457,False,-0.4071,0.7264,1,1,1,100.0,9.80116959064327,9.80116959064327,6.674765323025941,1.3252346769740586,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
39,77.51018908181557,74.34499589997046,688233,神工股份,bottom_area,2023-08-24,28.9,2023-08-24,28.38,1.8322762508809005,4.298801973220587,27.04370179948586,False,-0.0692,1.1125,1,1,1,100.0,19.261213720316633,19.261213720316633,6.1677237491191,1.8322762508809005,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
40,77.51010098006356,75.35438683514364,603061,金海通,bottom_area,2023-08-24,89.85,2023-08-22,87.63,2.5333789798014363,5.546045874700445,29.438763185441662,False,2.3698,6.1913,1,1,1,100.0,10.80909090909091,10.80909090909091,5.4666210201985646,2.5333789798014363,历史1/1次成功; 当前距低点2.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
41,77.36929826259785,72.0939754220847,002176,江特电机,bottom_area,2023-08-24,9.14,2023-08-24,9.11,0.32930845225028693,2.524698133918775,32.518518518518526,False,-0.6522,1.7692,2,2,2,100.0,11.907519855996531,13.689095127610203,7.670691547749713,0.32930845225028693,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
42,77.22885818055691,72.29784451319212,300473,德尔股份,bottom_area,2023-08-24,15.87,2023-08-24,15.78,0.570342205323193,2.9150823827629853,29.710467706013365,False,-1.2446,1.5551,2,2,2,100.0,15.958197534026922,21.37137137137137,7.429657794676807,0.570342205323193,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
43,76.89678715441744,75.66287982292201,300539,横河精密,bottom_area,2023-08-24,11.43,2023-08-24,11.08,3.158844765342957,6.046931407942237,28.745980707395503,False,-0.695,1.9362,2,2,2,100.0,25.941106924214775,39.25845147219192,4.841155234657043,3.158844765342957,历史2/2次成功; 当前距低点3.16%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
44,76.43372045045345,74.24122399150164,000670,盈方微,bottom_area,2023-08-24,5.77,2023-08-24,5.63,2.4866785079928895,4.7957371225577345,28.371501272264638,False,-1.7036,2.102,2,2,2,100.0,10.058338654437806,10.903426791277262,5.51332149200711,2.4866785079928895,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
45,76.30145838759628,71.8357827201083,300423,昇辉科技,bottom_area,2023-08-24,9.33,2023-08-24,9.25,0.8648648648648656,2.8108108108108083,28.12742812742812,False,-0.8502,1.795,2,2,2,100.0,17.084272107527923,23.28482328482329,7.135135135135134,0.8648648648648656,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
46,76.00435699511206,71.32231964996035,000028,国药一致,bottom_area,2023-08-24,31.88,2023-08-24,31.66,0.6948831332912156,2.17940619077701,28.28992072480181,False,-0.3439,0.7719,2,2,2,100.0,12.240070934754426,14.150943396226415,7.305116866708785,0.6948831332912156,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
47,75.89223423807911,74.34669134071876,688277,天智航,confirmed_rebound,2023-08-24,13.7,2023-08-23,13.31,2.930127723516144,8.489857250187821,29.088971763452314,False,0.2195,1.4107,1,1,1,100.0,20.469798657718112,20.469798657718112,5.069872276483856,2.930127723516144,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.22%; 状态confirmed_rebound; 底部未确认
48,75.60657086722925,72.47028616646583,300452,山河药辅,bottom_area,2023-08-24,14.16,2023-08-24,13.91,1.7972681524083391,3.2350826743350054,28.556753980482792,False,-0.4219,1.4422,1,1,1,100.0,8.752997601918471,8.752997601918471,6.202731847591661,1.7972681524083391,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
49,75.59616443464876,71.13865598619331,002487,大金重工,bottom_area,2023-08-24,23.99,2023-08-24,23.79,0.8406893652795263,3.6569987389659566,31.775164898193285,False,-0.6625,3.0636,2,2,2,100.0,13.039934080809868,17.427385892116188,7.159310634720474,0.8406893652795263,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
50,75.44976597575977,70.94384762216195,300614,百川畅银,bottom_area,2023-08-24,22.71,2023-08-24,22.53,0.7989347536617829,2.529960053262318,27.788461538461533,False,-1.4323,1.4004,2,2,2,100.0,11.480746561886047,11.8614931237721,7.201065246338217,0.7989347536617829,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
51,74.96994711348104,74.98332419584794,300357,我武生物,bottom_area,2023-08-24,31.39,2023-08-24,30.18,4.00927766732936,4.671968190854871,28.040057224606578,False,2.5482,0.9563,2,2,2,100.0,10.239125147090727,11.705069124423972,3.9907223326706402,4.00927766732936,历史2/2次成功; 当前距低点4.01%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
52,74.85388259393196,70.06176923076923,002819,东方中科,bottom_area,2023-08-24,25.1,2023-08-24,24.96,0.5608974358974381,2.7644230769230678,28.68571428571428,False,-0.3968,0.5547,1,1,1,100.0,20.487179487179493,20.487179487179493,7.439102564102562,0.5608974358974381,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
53,74.70017868323008,69.87209713100144,002812,恩捷股份,bottom_area,2023-08-24,68.69,2023-08-24,68.33,0.5268549685350497,5.4880725889067765,31.049445005045406,False,-3.0624,3.0781,2,2,2,100.0,12.59852935086754,16.39800995024876,7.47314503146495,0.5268549685350497,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
54,73.62161563641229,68.5270423202071,300389,艾比森,bottom_area,2023-08-24,14.71,2023-08-24,14.67,0.27266530334015626,2.1131561008861657,30.63829787234042,False,-1.2752,1.2778,1,1,1,100.0,8.702791461412156,8.702791461412156,7.7273346966598435,0.27266530334015626,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
55,71.85613798313268,67.56094941177126,603211,晋拓股份,bottom_area,2023-08-24,13.93,2023-08-24,13.82,0.7959479015918918,3.039073806078147,29.381706693919263,False,-0.6419,4.4802,1,1,1,100.0,9.923175416133178,9.923175416133178,7.204052098408109,0.7959479015918918,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
56,68.17740696464843,67.64852341501368,688117,圣诺生物,bottom_area,2023-08-24,25.07,2023-08-22,24.2,3.5950413223140543,5.1652892561983474,30.995152552038785,False,0.6423,7.2434,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,4.404958677685946,3.5950413223140543,历史2/3次成功; 当前距低点3.60%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
57,58.26002377089379,55.970516443007256,300458,全志科技,bottom_area,2023-08-24,23.41,2023-08-22,22.97,1.9155420113191175,3.7875489769264306,27.194928684627577,False,0.7749,1.478,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,6.084457988680883,1.9155420113191175,历史1/3次成功; 当前距低点1.92%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
58,51.839530783647035,48.62466358116751,002410,广联达,bottom_area,2023-08-24,23.97,2023-08-24,23.81,0.6719865602687952,5.081898362032764,28.04472650347538,False,-3.9279,3.159,1,2,1,50.0,8.47738139021699,8.47738139021699,7.328013439731206,0.6719865602687952,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
