rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.74011729797878,81.0701512666144,603260,合盛硅业,bottom_area,2023-10-26,53.9,2023-10-26,53.0,1.698113207547167,1.8867924528301887,28.859060402684566,False,-0.7732,0.16,3,3,3,100.0,20.440050429150247,34.21399022188793,6.301886792452834,1.698113207547167,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
12,78.40641021773547,75.56235161107972,688337,普源精电,bottom_area,2023-10-26,38.79,2023-10-26,38.0,2.0789473684210504,3.3947368421052606,27.61904761904762,False,-1.373,1.9823,1,1,1,100.0,28.829847371396255,28.829847371396255,5.92105263157895,2.0789473684210504,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
13,78.10874322627119,75.83264805178887,301371,敷尔佳,bottom_area,2023-10-26,40.78,2023-10-23,39.8,2.462311557788955,4.773869346733683,27.252787424602452,False,0.4186,3.492,1,1,1,100.0,12.50923872875093,12.50923872875093,5.537688442211045,2.462311557788955,历史1/1次成功; 当前距低点2.46%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
14,78.01052259215393,77.72991656922943,688023,安恒信息,bottom_area,2023-10-26,121.44,2023-10-24,116.98,3.8126175414600736,4.804240041032647,29.021297251380375,False,1.04,0.7024,1,1,1,100.0,39.261744966442954,39.261744966442954,4.187382458539926,3.8126175414600736,历史1/1次成功; 当前距低点3.81%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
15,77.99149614438494,75.6977862323533,601156,东航物流,bottom_area,2023-10-26,11.3,2023-10-23,11.03,2.4478694469628413,3.082502266545783,32.33128834355829,False,0.0886,0.3625,1,1,1,100.0,11.607142857142852,11.607142857142852,5.552130553037158,2.4478694469628413,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
16,77.98319645525372,76.33952252528348,603098,森特股份,bottom_area,2023-10-26,16.72,2023-10-23,16.25,2.892307692307685,7.5076923076923014,29.835924006908463,True,-2.6209,0.3002,1,1,1,100.0,33.78486055776891,33.78486055776891,5.107692307692315,2.892307692307685,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
17,77.84693089989344,73.89933692729178,600057,厦门象屿,bottom_area,2023-10-26,6.26,2023-10-26,6.18,1.294498381877024,2.10355987055016,27.12264150943397,False,-0.7924,0.5994,1,1,1,100.0,10.273081924577374,10.273081924577374,6.705501618122976,1.294498381877024,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
18,76.88043178652,73.3292032300913,002828,贝肯能源,bottom_area,2023-10-26,11.2,2023-10-26,11.03,1.5412511332728915,5.077062556663649,27.33860342555995,False,-1.6681,13.8085,1,1,1,100.0,10.232558139534893,10.232558139534893,6.458748866727109,1.5412511332728915,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
19,76.48149181076309,74.69367553383466,000014,沙河股份,bottom_area,2023-10-26,11.13,2023-10-23,10.83,2.770083102493081,5.909510618651899,31.671924290220822,False,-1.0667,1.9737,2,2,2,100.0,15.964865631822029,20.605355064027936,5.229916897506919,2.770083102493081,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
20,75.37985615859772,72.35740803676138,002049,紫光国微,bottom_area,2023-10-26,71.82,2023-10-24,70.5,1.8723404255319054,4.581560283687948,27.003520397597846,False,-0.9106,1.1064,1,1,1,100.0,9.066366704161965,9.066366704161965,6.127659574468095,1.8723404255319054,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
21,75.25878214679112,74.55117774782869,601155,新城控股,bottom_area,2023-10-26,11.8,2023-10-20,11.4,3.5087719298245648,4.8245614035087625,27.06333973128599,False,-0.3378,0.6166,2,2,2,100.0,24.2536438055306,24.642857142857142,4.491228070175436,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
22,75.17271840269285,75.45171331871639,300713,英可瑞,bottom_area,2023-10-26,18.39,2023-10-24,17.65,4.192634560906527,4.759206798866855,27.066115702479344,False,0.5467,6.4697,2,2,2,100.0,15.004946868727224,19.819819819819813,3.8073654390934726,4.192634560906527,历史2/2次成功; 当前距低点4.19%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
23,75.09590639711338,73.77457080068322,603305,旭升集团,bottom_area,2023-10-26,18.09,2023-10-26,17.55,3.0769230769230718,3.817663817663807,27.178423236514526,False,-0.8224,1.4604,2,2,2,100.0,14.784706537999003,15.339805825242717,4.923076923076929,3.0769230769230718,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
24,74.94470336452981,73.35869658040181,001322,箭牌家居,bottom_area,2023-10-26,12.47,2023-10-23,12.12,2.8877887788779,4.785478547854787,30.74285714285715,False,-0.24,1.4476,1,1,1,100.0,26.897069872276486,26.897069872276486,5.1122112211221005,2.8877887788779,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
25,74.81969531589698,72.85488372093025,600280,中央商场,bottom_area,2023-10-26,3.53,2023-10-23,3.44,2.6162790697674376,7.267441860465117,27.57894736842105,True,-2.4862,2.0245,1,1,1,100.0,11.666666666666671,11.666666666666671,5.383720930232562,2.6162790697674376,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
26,74.5971433104017,74.33016150580943,600408,安泰集团,bottom_area,2023-10-26,2.45,2023-10-23,2.36,3.8135593220339112,7.203389830508472,30.99415204678363,True,-2.3904,2.0262,2,2,2,100.0,17.60793957014374,21.457489878542503,4.186440677966089,3.8135593220339112,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
27,74.58526306255565,74.82470210930543,603191,望变电气,bottom_area,2023-10-26,15.0,2023-10-23,14.4,4.166666666666664,4.861111111111106,31.656383483626012,False,0.8065,2.0378,2,2,2,100.0,11.315602738201239,13.281249999999995,3.8333333333333357,4.166666666666664,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
28,73.64309692403961,72.75206189882917,002314,南山控股,bottom_area,2023-10-26,3.07,2023-10-19,2.97,3.3670033670033552,4.713804713804703,28.087167070217912,False,-0.6472,1.1846,2,2,2,100.0,12.843169761273208,13.750000000000004,4.632996632996645,3.3670033670033552,历史2/2次成功; 当前距低点3.37%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
29,72.0807778419076,71.85393418737817,603025,大豪科技,bottom_area,2023-10-26,11.91,2023-10-23,11.47,3.836094158674799,5.056669572798605,32.96317942723553,False,-0.3347,0.4056,2,2,2,100.0,13.76467133955222,13.87573964497043,4.163905841325201,3.836094158674799,历史2/2次成功; 当前距低点3.84%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
30,71.81215466328162,70.2586430172946,000721,西安饮食,confirmed_rebound,2023-10-26,10.42,2023-10-23,10.13,2.86278381046396,8.588351431391898,30.521262002743477,True,-1.3258,2.8873,3,4,3,75.0,15.111774758884062,20.485175202156327,5.137216189536041,2.86278381046396,历史3/4次成功; 当前距低点2.86%; 最新日涨幅-1.33%; 状态confirmed_rebound; 底部已确认
31,71.13140314157195,69.84661735086242,000063,中兴通讯,bottom_area,2023-10-26,25.66,2023-10-26,24.9,3.052208835341372,3.3734939759036138,27.57417102966842,False,-0.9266,2.9378,1,1,1,100.0,10.030395136778129,10.030395136778129,4.947791164658629,3.052208835341372,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
32,70.65610173510024,70.15778475924023,000006,深振业A,bottom_area,2023-10-26,4.28,2023-10-23,4.13,3.6319612590799117,6.053268765133172,32.295081967213115,False,-1.1547,0.847,1,1,1,100.0,18.809980806142043,18.809980806142043,4.368038740920088,3.6319612590799117,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
33,70.52308225865957,69.3942180979574,002853,皮阿诺,confirmed_rebound,2023-10-26,14.36,2023-10-23,13.92,3.160919540229881,8.908045977011495,30.050251256281403,True,-1.5764,1.2106,1,1,1,100.0,9.952229299363056,9.952229299363056,4.839080459770119,3.160919540229881,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-1.58%; 状态confirmed_rebound; 底部已确认
34,69.8851202468897,70.88864676905243,600103,青山纸业,bottom_area,2023-10-26,2.43,2023-10-23,2.32,4.741379310344842,6.034482758620696,29.6969696969697,False,0.0,0.7986,1,1,1,100.0,13.865546218487399,13.865546218487399,3.2586206896551584,4.741379310344842,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
35,69.71855908059663,69.35310559006214,000965,天保基建,confirmed_rebound,2023-10-26,3.34,2023-10-23,3.22,3.7267080745341503,8.385093167701864,29.8474945533769,True,-1.7647,1.7521,1,1,1,100.0,16.666666666666664,16.666666666666664,4.27329192546585,3.7267080745341503,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-1.76%; 状态confirmed_rebound; 底部已确认
36,69.59838769917532,69.06506672063757,002366,融发核电,bottom_area,2023-10-26,5.18,2023-10-23,5.0,3.5999999999999943,5.0,28.469241773962807,False,-0.5758,0.8547,3,4,3,75.0,16.710036132459983,25.0,4.400000000000006,3.5999999999999943,历史3/4次成功; 当前距低点3.60%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
37,69.58211771003398,70.36955152247756,300721,怡达股份,bottom_area,2023-10-26,14.37,2023-10-23,13.74,4.58515283842794,6.4046579330422055,29.06556530717605,False,-0.4848,1.854,2,2,2,100.0,14.966129000501493,20.411663807890235,3.4148471615720597,4.58515283842794,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
38,68.46020545993146,68.10741883002055,002135,东南网架,bottom_area,2023-10-26,5.56,2023-10-23,5.36,3.731343283582076,6.156716417910449,27.074829931972783,False,-1.0676,1.2864,1,1,1,100.0,9.004739336492895,9.004739336492895,4.268656716417924,3.731343283582076,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
39,67.2303873699468,68.03074912435093,000799,酒鬼酒,bottom_area,2023-10-26,74.8,2023-10-20,71.5,4.615384615384611,7.412587412587408,27.704752275025278,True,-0.7431,1.5448,1,1,1,100.0,10.235623910902333,10.235623910902333,3.3846153846153886,4.615384615384611,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
40,61.92250475082661,62.18769749065886,002068,黑猫股份,bottom_area,2023-10-26,9.38,2023-10-23,9.0,4.22222222222223,7.888888888888898,27.594529364440866,True,-0.4246,1.575,2,3,2,66.66666666666666,12.89084672397248,15.184678522571824,3.77777777777777,4.22222222222223,历史2/3次成功; 当前距低点4.22%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
